;SIRET;APP_Libelle_activite_etablissement
3417;5,09895E+13;Restaurant
3418;5,82117E+13;Découpe de fromages
3419;8,35224E+13;Producteur fermier
3420;4,79854E+13;Restaurant
3421;8,35308E+13;Producteur fermier
3422;8,43081E+13;Restaurant
3423;5,82117E+13;Entreposage de distribution de denrées alimentaires
3424;5,17864E+13;VH, VSM, préparation viandes boucherie
3425;3,87516E+13;Restaurant
3426;5,17864E+13;Découpe de viande de boucherie
3427;4,99908E+13;Boulangerie-Pâtisserie
3428;8,19204E+13;Restaurant
3429;8,51478E+13;Restauration collective
3430;2,435E+13;Restauration collective
3431;3,338E+13;Restauration collective
3432;3,5081E+13;Transformation de produits de la pêche
3433;3,41737E+13;Restauration collective
3434;4,08457E+13;Restauration collective
3435;7,92957E+13;Centre d'emballage des oeufs
3436;8,48537E+13;Producteur fermier
3437;5,04169E+13;Découpe de viandes de volailles/lagomorphe
3438;8,43532E+13;Transformation de produits de la pêche
3439;7,86368E+13;Restauration collective
3440;8,12473E+13;Producteur fermier
3441;5,04169E+13;Découpe de viande de boucherie
3442;4,18675E+13;Restaurant
3443;4,04002E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
3444;8,11791E+13;Découpe de viande de boucherie
3445;4,30097E+13;Commerce alimentaire
3446;5,04169E+13;Transformation de produits carnés
3447;3,2693E+13;Rayon poissonnerie
3448;8,3973E+13;Libre service|Alimentation générale
3449;4,89489E+13;Restaurant
3450;8,31569E+13;Boucherie-Charcuterie
3451;3,97931E+13;Restauration collective
3452;7,86104E+13;Restauration collective
3453;4,0949E+13;Purification/Expédition de coquillages
3454;8,82539E+13;Restaurant
3455;3,81296E+13;Purification/Expédition de coquillages
3456;8,89292E+13;Restaurant
3457;4,24749E+13;Transformation de produits de la pêche
3458;3,50418E+13;Découpe de viande de boucherie
3459;4,79633E+13;Restauration collective
3460;3,47433E+13;Restaurant
3461;5,30412E+13;Restaurant
3462;7,51663E+13;Restaurant
3463;2,65401E+13;Restauration collective
3464;3,45117E+13;Mareyage et préparation de produits de la pêche
3465;4,23276E+13;Producteur fermier
3466;5,34782E+13;Restaurant
3467;3,45117E+13;Transformation de produits carnés
3468;5,31142E+13;Restaurant
3469;8,28224E+13;Purification/Expédition de coquillages
3470;4,13202E+13;Fromagerie
3471;4,97482E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
3472;3,79746E+13;Purification/Expédition de coquillages
3473;3,31532E+13;Transformation de produits carnés
3474;5,35242E+13;Rayon fromagerie
3475;3,82205E+13;Découpe de viande de boucherie
3476;7,88794E+13;Restaurant
3477;4,18126E+13;Producteur fermier
3478;3,97931E+13;Restaurant
3479;2,61601E+13;Restauration collective
3480;8,40278E+13;Restaurant
3481;1,30018E+13;Restauration collective
3482;5,99201E+13;Découpe de viande de boucherie
3483;8,49341E+13;Boucherie-Charcuterie
3484;4,03331E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
3485;8,97524E+13;Restaurant
3486;7,8914E+13;Traiteur
3487;3,01639E+13;Entreposage de distribution de denrées alimentaires
3488;7,9288E+13;Restaurant
3489;3,45008E+13;Restaurant
3490;5,09541E+13;Restaurant
3491;3,45117E+13;VH, VSM, préparation viandes volailles lagomorphes
3492;7,22057E+13;Alimentation générale
3493;4,3245E+13;Transformation de produits de la pêche
3494;5,99201E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
3495;8,10268E+13;Découpe de viandes de volailles/lagomorphe
3496;8,41741E+13;Restaurant
3497;3,45117E+13;Préparation de produits composés
3498;8,79615E+13;Transformation de produits carnés
3499;8,91168E+13;Restaurant
3500;4,30022E+13;Traiteur|Boucherie-Charcuterie
3501;3,17762E+13;Transformation de produits de la pêche
3502;8,31074E+13;Restauration collective
3503;4,49774E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
3504;8,12772E+13;Restaurant
3505;3,89863E+13;Commerce alimentaire
3506;8,99474E+13;Restaurant
3507;5,35242E+13;Rayon boucherie-charcuterie
3508;8,14454E+13;Libre service|Alimentation générale
3509;4,99422E+13;Transformation de lait ou produits laitiers
3510;4,94432E+13;Transformation de lait ou produits laitiers
3511;8,39401E+13;Restaurant
3512;4,35074E+13;Boucherie-Charcuterie
3513;4,79827E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
3514;3,24368E+13;Transformation de produits carnés
3515;8,20195E+13;Producteur fermier
3516;3,90888E+13;Restaurant
3517;7,94598E+13;Boucherie-Charcuterie
3518;4,51532E+13;Poissonnerie
3519;4,83473E+13;Restaurant
3520;8,92572E+13;Restaurant
3521;8,8203E+13;Restaurant
3522;3,88086E+13;Purification/Expédition de coquillages
3523;5,05161E+13;Traiteur
3524;3,3509E+13;Boulangerie-Pâtisserie
3525;4,88396E+13;Restaurant
3526;2,4043E+12;Restaurant
3527;3,50314E+13;Restauration collective
3528;4,47708E+13;Restaurant
3529;8,32827E+13;Restaurant
3530;8,82169E+13;Boucherie-Charcuterie
3531;4,50916E+13;Boucherie-Charcuterie
3532;3,04178E+13;Restauration collective
3533;4,21953E+13;Entreposage de produits de la pêche
3534;3,83411E+13;Producteur fermier
3535;4,4245E+13;Transformation de produits carnés
3536;3,02237E+13;Transport de denrées alimentaires
3537;8,80656E+13;Centre d'emballage des oeufs
3538;3,94771E+13;Transformation de produits carnés
3539;8,4487E+13;Libre service|Alimentation générale
3540;3,20818E+13;Restauration collective
3541;8,82238E+13;Restaurant
3542;4,04391E+13;Restaurant
3543;8,44714E+13;Boucherie-Charcuterie
3544;7,94275E+13;Restaurant
3545;3,17558E+13;Mareyage et préparation de produits de la pêche
3546;3,27753E+13;Métier de bouche
3547;4,2047E+13;Transformation de produits carnés
3548;7,86951E+13;Entreposage de produits laitiers
3549;8,52243E+13;Transformation de lait ou produits laitiers
3550;4,89799E+13;Restauration collective
3551;3,517E+13;Restaurant
3552;4,32542E+13;Transformation de lait ou produits laitiers
3553;8,11439E+13;Restaurant
3554;3,4188E+13;Transport de denrées alimentaires
3555;3,99391E+13;Transformation de lait ou produits laitiers
3556;8,28889E+13;Centre d'emballage des oeufs
3557;5,32481E+13;Restaurant
3558;4,5206E+13;Transformation de lait ou produits laitiers
3559;8,92494E+13;Restaurant
3560;4,01996E+13;Boucherie-Charcuterie
3561;4,08486E+13;Restauration collective
3562;3,77644E+13;Transformation de lait ou produits laitiers
3563;5,38354E+13;Restauration collective
3564;3,8473E+13;Rayon poissonnerie
3565;1,8971E+13;Restauration collective
3566;4,0312E+13;Restauration collective
3567;8,29076E+13;Restaurant
3568;3,8473E+13;Rayon fromagerie
3569;8,77615E+13;Découpe de viande de boucherie
3570;4,10153E+13;Transformation de produits carnés
3571;8,20195E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
3572;6,20501E+13;Poissonnerie
3573;3,07104E+13;Rayon boucherie-charcuterie
3574;1,92513E+13;Restauration collective
3575;4,08468E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
3576;4,10153E+13;VH, VSM, préparation viandes boucherie
3577;7,9839E+13;Purification/Expédition de coquillages
3578;3,8473E+13;Rayon pain/viennoiserie/pâtisserie
3579;8,88216E+13;Restauration collective
3580;8,33969E+13;Producteur fermier
3581;6,7262E+13;Libre service|Rayon poissonnerie|Rayon fromagerie|Rayon boucherie-charcuterie
3582;4,10153E+13;Boucherie-Charcuterie
3583;5,38061E+13;Restaurant
3584;5,23644E+13;Transformation de produits carnés
3585;5,02163E+13;Restaurant
3586;3,17195E+13;Restauration collective
3587;4,91214E+13;Découpe de viande de boucherie
3588;5,62106E+13;Métier de bouche
3589;7,75729E+13;Restauration collective
3590;4,10153E+13;Découpe de viande de boucherie
3591;4,18838E+13;Restauration collective
3592;3,8473E+13;Rayon boucherie-charcuterie
3593;8,27816E+13;Restaurant
3594;3,18857E+13;Commerce alimentaire
3595;3,53776E+13;Restaurant
3596;8,89396E+13;Découpe de viandes de volailles/lagomorphe
3597;3,93342E+13;Restauration collective
3598;5,19993E+13;Restaurant
3599;5,28924E+13;Restaurant
3600;4,34114E+13;Transformation de lait ou produits laitiers
3601;8,52496E+13;Centre d'emballage des oeufs
3602;8,30417E+13;Restaurant
3603;8,45203E+13;Libre service|Alimentation générale
3604;5,9732E+13;Restauration collective
3605;8,02513E+13;Commerce alimentaire
3606;3,47955E+13;Restaurant
3607;4,5326E+13;Transformation de produits carnés
3608;8,8117E+13;Restaurant
3609;1,30023E+13;Halle à M./1ére vente/Vente en gros produits de la pêche
3610;4,89921E+13;Boucherie-Charcuterie
3611;7,21821E+13;VH, VSM, préparation viandes boucherie
3612;8,89396E+13;Transformation de produits carnés
3613;4,41139E+13;Découpe de viande de boucherie
3614;5,31902E+13;Découpe de viande de boucherie
3615;3,91914E+13;Transformation de produits de la pêche
3616;5,31902E+13;Entreposage de viande de boucherie
3617;4,91557E+13;Restaurant
3618;8,30045E+13;Restaurant
3619;5,23344E+13;Purification/Expédition de coquillages
3620;8,82259E+13;Boucherie-Charcuterie
3621;4,8381E+13;Restaurant
3622;8,10226E+13;Transformation de produits carnés
3623;9,57524E+13;Transformation de produits carnés
3624;5,0886E+13;Purification/Expédition de coquillages
3625;3,9357E+13;Métier de bouche
3626;3,82118E+13;Restaurant
3627;8,04454E+13;Restaurant
3628;8,33617E+13;Restaurant
3629;4,42508E+13;Libre service
3630;5,29133E+13;Producteur fermier
3631;8,10765E+13;Restaurant
3632;7,92463E+13;Restaurant
3633;3,53611E+13;Centre d'emballage des oeufs
3634;3,44401E+13;Restaurant
3635;8,14795E+13;Purification/Expédition de coquillages
3636;7,22057E+13;Libre service
3637;2,16702E+13;Restauration collective
3638;5,3096E+13;Restaurant
3639;8,49227E+13;Restaurant
3640;5,33798E+13;Restaurant
3641;4,85364E+13;Traiteur|Boucherie-Charcuterie
3642;3,95215E+13;Découpe de viande de boucherie
3643;3,39457E+13;Restaurant
3644;4,90887E+13;Transformation de produits de la pêche
3645;4,91087E+13;Restaurant
3646;8,9257E+13;Découpe de viande de boucherie
3647;4,04332E+13;Rayon fromagerie|Rayon boucherie-charcuterie
3648;3,95215E+13;Transformation de produits de la pêche
3649;4,39439E+13;Purification/Expédition de coquillages
3650;8,15151E+13;Restaurant
3651;8,9257E+13;Transformation de produits carnés
3652;8,02862E+13;Restaurant
3653;3,49113E+13;Libre service
3654;4,30172E+13;Préparation de produits composés
3655;3,91755E+13;Restauration collective
3656;4,19681E+13;Mareyage et préparation de produits de la pêche
3657;7,79723E+13;Transformation de lait ou produits laitiers
3658;8,19729E+13;Producteur fermier
3659;8,41341E+13;Restaurant
3660;8,85025E+13;Restaurant
3661;6,08003E+12;Production d'abats
3662;4,4355E+13;Restaurant
3663;3,94087E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
3664;8,9889E+13;Libre service|Alimentation générale
3665;8,98293E+13;Libre service|Alimentation générale
3666;4,95247E+13;Métier de bouche
3667;8,52647E+13;Restaurant
3668;7,93338E+13;Restaurant
3669;8,99628E+13;Libre service|Alimentation générale
3670;5,29972E+13;Restaurant
3671;4,23808E+13;Purification/Expédition de coquillages
3672;3,26521E+13;Rayon traiteur
3673;8,0358E+13;Restaurant
3674;8,50936E+13;Restaurant
3675;3,91446E+13;Restauration collective
3676;8,48094E+13;Restaurant
3677;8,31308E+13;Traiteur
3678;8,97659E+13;Boucherie-Charcuterie
3679;8,41935E+13;Restaurant
3680;5,02398E+13;Entreposage de distribution de denrées alimentaires
3681;3,83344E+13;Restauration collective
3682;8,8312E+13;Producteur fermier
3683;8,37541E+13;Producteur fermier
3684;4,32305E+13;Restaurant
3685;8,81522E+13;Restaurant
3686;4,94573E+13;Restaurant
3687;3,1024E+13;Libre service|Alimentation générale
3688;4,19883E+13;Boucherie-Charcuterie
3689;4,49538E+13;Boucherie-Charcuterie
3690;5,27646E+13;Restaurant
3691;1,96221E+13;Restauration collective
3692;8,38054E+13;Boucherie-Charcuterie
3693;3,01864E+13;Restauration collective
3694;4,41984E+13;Transformation de produits de la pêche
3695;7,52954E+13;Traiteur|Boucherie-Charcuterie
3696;3,9103E+13;Purification/Expédition de coquillages
3697;4,93223E+13;Restaurant
3698;8,21137E+13;Transformation de lait ou produits laitiers
3699;4,991E+13;Restaurant
3700;8,1506E+13;Restaurant
3701;4,32542E+13;VH, VSM, préparation viandes volailles lagomorphes
3702;3,22557E+13;Découpe de viande de boucherie
3703;4,09001E+13;Producteur fermier
3704;3,94749E+13;Producteur fermier
3705;3,83278E+13;Transformation de lait ou produits laitiers
3706;3,37544E+13;Transport de denrées alimentaires
3707;3,94422E+13;Restauration collective
3708;2,00075E+13;Responsable de restauration collective
3709;1,95112E+13;Production de produits à base d'escargots
3710;8,101E+13;Métier de bouche
3711;3,12455E+13;Restauration collective
3712;4,32542E+13;Préparation de produits composés
3713;8,47684E+13;Boucherie-Charcuterie
3714;3,40636E+13;Restauration collective
3715;4,32542E+13;Transformation de produits carnés
3716;4,93373E+13;Restauration collective
3717;3,01851E+13;Rayon poissonnerie
3718;4,32542E+13;Transformation de produits de la pêche
3719;4,33958E+13;Restauration collective
3720;3,44734E+13;Boucherie-Charcuterie
3721;4,24968E+13;Caves d'affinage
3722;3,94255E+13;Mareyage et préparation de produits de la pêche
3723;6,792E+13;Déshydratation de lait ou produits laitiers
3724;4,41153E+13;Entreposage de distribution de denrées alimentaires
3725;4,35404E+13;Restaurant
3726;7,52982E+13;Alimentation générale
3727;4,41153E+13;Transformation de produits de la pêche
3728;8,3959E+13;Poissonnerie
3729;8,25008E+13;Restaurant
3730;3,31967E+13;Restaurant
3731;8,50989E+13;Fromagerie
3732;8,44854E+13;Restaurant
3733;7,22621E+13;Découpe de viandes de volailles/lagomorphe
3734;4,01951E+13;Boulangerie-Pâtisserie
3735;5,09233E+13;Découpe de viande de boucherie
3736;8,80887E+13;Transformation de lait ou produits laitiers
3737;8,07656E+13;Restaurant
3738;8,17984E+13;Transformation de lait ou produits laitiers
3739;5,38813E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
3740;8,03041E+13;Restaurant
3741;8,07744E+13;Restaurant
3742;8,51404E+13;Fromagerie|Boucherie-Charcuterie
3743;8,89396E+13;Découpe de viande de boucherie
3744;8,23491E+13;Restauration collective
3745;8,39483E+13;Restauration collective
3746;5,23161E+13;Fromagerie
3747;4,77878E+13;Restauration collective
3748;7,52065E+13;Libre service|Alimentation générale
3749;8,28609E+13;Restaurant
3750;4,34882E+13;Restaurant
3751;5,38652E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
3752;3,43206E+13;VH, VSM, préparation viandes boucherie
3753;5,348E+13;Caves d'affinage
3754;8,27462E+13;Restaurant
3755;2,143E+13;Restauration collective
3756;4,29722E+13;Caves d'affinage
3757;4,34168E+13;Boucherie-Charcuterie
3758;4,49001E+13;Transformation de produits carnés
3759;4,2904E+13;Restaurant
3760;3,49391E+13;Restaurant
3761;4,11023E+13;Restauration collective
3762;8,92098E+13;Restaurant
3763;4,21785E+13;Restaurant
3764;4,80777E+13;Transformation de produits de la pêche
3765;3,90695E+13;Restauration collective
3766;4,4353E+13;Fromagerie
3767;8,51688E+13;Restaurant
3768;4,23285E+13;Boulangerie-Pâtisserie
3769;4,94536E+13;Restaurant
3770;8,32564E+13;Restaurant
3771;8,42691E+13;Boucherie-Charcuterie
3772;8,02989E+13;Libre service|Alimentation générale
3773;3,99767E+13;Rayon poissonnerie
3774;8,11725E+13;Restauration collective
3775;8,89396E+13;VH, VSM, préparation viandes boucherie
3776;8,52668E+13;Producteur fermier
3777;8,15353E+13;Restaurant
3778;5,33679E+13;Restaurant
3779;4,03124E+13;Boucherie-Charcuterie
3780;7,9453E+13;Restaurant
3781;7,91926E+13;Restaurant
3782;3,19806E+13;Transformation de produits carnés
3783;5,25289E+13;Purification/Expédition de coquillages
3784;5,33314E+13;Restaurant
3785;8,80884E+13;Restaurant
3786;8,11508E+13;Restaurant
3787;8,29987E+13;Restaurant
3788;4,24896E+13;Producteur fermier
3789;4,78075E+13;Production d'abats
3790;8,90495E+13;Restaurant
3791;8,40766E+13;Restaurant
3792;4,23929E+13;Restaurant
3793;4,29558E+13;Restaurant
3794;4,78075E+13;Entreposage de distribution de denrées alimentaires
3795;8,7792E+13;Boulangerie-Pâtisserie
3796;7,52815E+13;Restauration collective
3797;4,18178E+13;VH, VSM, préparation viandes boucherie
3798;7,51943E+13;Restaurant
3799;4,19681E+13;Entreposage de produits de la pêche
3800;4,44737E+13;Fromagerie|Traiteur
3801;8,44842E+13;Rayon pain/viennoiserie/pâtisserie
3802;8,25145E+13;Restaurant
3803;3,83415E+13;Mareyage et préparation de produits de la pêche
3804;5,14147E+13;Restaurant
3805;8,53507E+13;Purification/Expédition de coquillages
3806;8,12865E+13;Restaurant
3807;3,83415E+13;Purification/Expédition de coquillages
3808;7,99677E+13;Restaurant
3809;1,97832E+13;Restauration collective
3810;4,41151E+13;Restaurant
3811;4,21746E+13;Transformation de lait ou produits laitiers
3812;7,86444E+13;Restauration collective
3813;3,30441E+13;Restaurant
3814;5,13255E+13;Rayon fromagerie
3815;4,02636E+13;Transformation de lait ou produits laitiers
3816;3,49518E+13;Producteur fermier
3817;5,1147E+13;Restauration collective
3818;3,95215E+13;Transformation de produits carnés
3819;8,07648E+13;Restaurant
3820;7,7915E+13;Restauration collective
3821;4,22518E+13;Transformation de lait ou produits laitiers
3822;8,41746E+13;VH, VSM, préparation viandes volailles lagomorphes
3823;8,92841E+13;VH, VSM, préparation viandes boucherie
3824;4,93576E+13;Producteur fermier
3825;3,2935E+13;Restauration collective
3826;7,94568E+13;Boucherie-Charcuterie
3827;3,95215E+13;Entreposage de distribution de denrées alimentaires
3828;5,27972E+13;Restaurant
3829;3,38131E+13;Rayon boucherie-charcuterie
3830;3,90455E+13;Centre d'emballage des oeufs
3831;8,50971E+13;Restaurant
3832;8,18252E+13;Découpe de viandes de volailles/lagomorphe
3833;8,77604E+13;Pêche de production primaire
3834;7,53284E+13;Restaurant
3835;7,98867E+13;Traiteur
3836;4,18178E+13;Découpe de viande de boucherie
3837;4,14382E+13;Entreposage de distribution de denrées alimentaires
3838;8,13076E+13;Boulangerie-Pâtisserie
3839;3,31119E+13;Restauration collective
3840;4,14318E+13;Restaurant
3841;1,91108E+13;Restauration collective
3842;8,1274E+13;Restaurant
3843;3,33307E+13;Restaurant
3844;8,51123E+13;Restaurant
3845;8,27684E+13;Purification/Expédition de coquillages
3846;8,5215E+13;Restaurant
3847;3,90242E+13;Transformation de lait ou produits laitiers
3848;3,41346E+13;Transformation de produits carnés
3849;3,7792E+13;Restauration collective
3850;8,44842E+13;Libre service
3851;3,41346E+13;VH, VSM, préparation viandes boucherie
3852;8,8447E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
3853;8,48943E+13;Boucherie-Charcuterie
3854;3,38878E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
3855;3,84318E+13;Restaurant
3856;8,21219E+13;Restaurant
3857;4,43406E+13;Restaurant
3858;8,21436E+13;Purification/Expédition de coquillages
3859;4,41153E+13;Transformation de produits carnés
3860;4,19214E+13;Alimentation générale|Boulangerie-Pâtisserie
3861;8,92841E+13;Transformation de produits carnés
3862;3,3198E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
3863;7,91397E+13;Découpe de viande de boucherie
3864;1,97509E+13;Restauration collective
3865;4,07845E+13;Purification/Expédition de coquillages
3866;8,92841E+13;Découpe de viande de boucherie
3867;8,42947E+13;Mareyage et préparation de produits de la pêche
3868;8,14697E+13;Restaurant
3869;8,80703E+13;Producteur fermier
3870;8,31283E+13;Autres activités de remise directe
3871;5,24315E+13;Restaurant
3872;8,11468E+13;Producteur fermier
3873;8,81732E+13;Restaurant
3874;1,875E+13;Restaurant
3875;8,28401E+13;Restaurant
3876;8,18676E+13;Restaurant
3877;3,13151E+13;Transformation de produits de la pêche
3878;4,79599E+13;Transformation de produits de la pêche
3879;8,99733E+13;Boucherie-Charcuterie
3880;4,04441E+13;Purification/Expédition de coquillages
3881;3,97901E+13;Restaurant
3882;8,48937E+13;Restaurant
3883;3,22557E+13;Mareyage et préparation de produits de la pêche
3884;5,18969E+13;Restauration collective
3885;3,39502E+13;Transformation de lait ou produits laitiers
3886;8,29648E+13;Rayon boucherie-charcuterie
3887;3,4226E+13;Restaurant
3888;8,8197E+13;Transformation de lait ou produits laitiers
3889;8,39529E+13;Restaurant
3890;8,40985E+13;Centre d'emballage des oeufs
3891;8,9494E+13;Traiteur|Boucherie-Charcuterie
3892;7,91438E+13;Restaurant
3893;8,79212E+13;Restaurant
3894;8,85261E+13;Poissonnerie
3895;5,14066E+13;Traiteur
3896;5,52049E+13;Restaurant
3897;4,81141E+13;Restaurant
3898;3,91914E+13;Transformation de produits carnés
3899;3,3198E+13;Découpe de viande de boucherie
3900;4,21953E+13;Transport de denrées alimentaires
3901;8,80808E+13;Transformation de lait ou produits laitiers
3902;2,13204E+13;Découpe de viandes de volailles/lagomorphe
3903;8,84079E+13;Restauration collective
3904;4,8907E+13;Préparation de produits composés
3905;4,83927E+13;Purification/Expédition de coquillages
3906;8,89033E+13;Autres activités de remise directe
3907;3,4052E+13;Commerce alimentaire
3908;4,7899E+13;Restauration collective
3909;3,42431E+13;Restauration collective
3910;5,52137E+13;Restaurant
3911;7,53955E+13;Restaurant
3912;3,92649E+13;Restauration collective
3913;8,18252E+13;Restaurant
3914;8,14911E+13;Restaurant
3915;5,32225E+13;Restaurant
3916;5,00728E+13;Restauration collective
3917;4,10753E+13;Purification/Expédition de coquillages
3918;8,51941E+13;Centre d'emballage des oeufs
3919;5,20291E+13;Restauration collective
3920;4,79105E+13;Centre d'emballage des oeufs
3921;3,43712E+13;Poissonnerie
3922;5,00706E+13;Restauration collective
3923;1,918E+13;Restauration collective
3924;5,04686E+13;Boulangerie-Pâtisserie
3925;5,2155E+13;Commerce alimentaire
3926;8,01461E+13;Transformation de produits carnés
3927;5,13255E+13;Rayon poissonnerie
3928;5,25361E+13;Transformation de produits carnés
3929;4,09186E+13;Transformation de lait ou produits laitiers
3930;8,53043E+13;Restaurant
3931;8,90493E+13;Restaurant
3932;7,89893E+13;Restaurant
3933;2,686E+13;Restauration collective
3934;4,91328E+13;Découpe de viande de boucherie
3935;2,47801E+13;Restauration collective
3936;5,1098E+13;Boucherie-Charcuterie
3937;6,68502E+13;Découpe de viande de boucherie
3938;5,3106E+13;Restaurant
3939;4,93056E+13;Déshydratation de lait ou produits laitiers
3940;8,84147E+13;Transformation de produits carnés
3941;4,52252E+13;Découpe de viande de boucherie
3942;3,04818E+13;Restauration collective
3943;3,25908E+13;Transformation de produits de la pêche
3944;4,93056E+13;Transformation de lait ou produits laitiers
3945;8,78553E+13;Restaurant
3946;4,52252E+13;VH, VSM, préparation viandes boucherie
3947;1,98406E+13;Restauration collective
3948;1,94416E+13;Purification/Expédition de coquillages
3949;3,06001E+13;Restauration collective
3950;8,49789E+13;Restaurant
3951;8,27759E+13;Boucherie-Charcuterie
3952;4,39323E+13;Entreposage de produits de la pêche
3953;8,54004E+13;Restaurant
3954;8,19144E+13;Boucherie-Charcuterie
3955;4,19016E+13;Découpe de viande de boucherie
3956;3,42132E+13;Chocolatier
3957;4,77489E+13;Restaurant
3958;8,44803E+13;Restaurant
3959;3,4787E+13;Restauration collective
3960;8,14371E+13;Restaurant
3961;8,99429E+13;Restaurant
3962;4,13308E+13;Restaurant
3963;3,49681E+13;Boulangerie-Pâtisserie
3964;7,81309E+13;Restauration collective
3965;2,63503E+13;Restauration collective
3966;1,97629E+13;Restauration collective
3967;3,38386E+13;Purification/Expédition de coquillages
3968;4,18575E+13;Boulangerie-Pâtisserie
3969;1,98013E+13;Restauration collective
3970;1,97816E+13;Restauration collective
3971;8,20932E+13;Restaurant
3972;3,40514E+13;Découpe de viandes de volailles/lagomorphe
3973;8,80621E+13;Restaurant
3974;8,4145E+13;Boucherie-Charcuterie
3975;7,85878E+13;Restauration collective
3976;4,29737E+13;Restaurant
3977;8,19651E+13;Restaurant
3978;4,39355E+13;Fromagerie|Alimentation générale|Traiteur|Boucherie-Charcuterie
3979;4,20074E+13;Transformation de lait ou produits laitiers
3980;5,09168E+13;Restauration collective
3981;8,10365E+13;Producteur fermier
3982;4,01419E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
3983;8,10365E+13;Transformation de lait ou produits laitiers
3984;2,18713E+13;Restauration collective
3985;3,0124E+13;Transformation de lait ou produits laitiers
3986;8,44787E+13;Libre service|Alimentation générale
3987;8,53545E+13;Restaurant
3988;8,44787E+13;Restaurant
3989;7,84579E+13;Restauration collective
3990;8,22784E+13;Restaurant
3991;8,10105E+13;Restaurant
3992;8,9192E+13;Restaurant
3993;3,14594E+13;Restauration collective
3994;8,29115E+13;Alimentation générale|Boulangerie-Pâtisserie
3995;4,44525E+13;Transformation de produits carnés
3996;7,185E+13;VH, VSM, préparation viandes boucherie
3997;8,14934E+13;Transformation de produits de la pêche
3998;3,18595E+13;Restaurant
3999;7,76191E+13;Restauration collective
4000;3,44382E+13;Rayon boucherie-charcuterie
4001;8,53185E+13;Traiteur
4002;3,02695E+13;Restaurant
4003;4,52252E+13;Transformation de produits carnés
4004;3,02728E+13;Restauration collective
4005;8,47653E+13;Restaurant
4006;4,21778E+13;Restaurant
4007;8,48143E+13;Centre d'emballage des oeufs
4008;1,9731E+13;Restauration collective
4009;4,90169E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
4010;8,14934E+13;Mareyage et préparation de produits de la pêche
4011;4,19162E+13;Restaurant
4012;5,11971E+13;Commerce alimentaire
4013;8,8447E+13;Producteur fermier
4014;8,28217E+13;Restaurant
4015;7,8019E+13;Restauration collective
4016;8,22167E+13;Restaurant
4017;4,88001E+13;Métier de bouche
4018;8,51353E+13;Restaurant
4019;8,1093E+13;Restaurant
4020;8,24595E+13;Restaurant
4021;5,2865E+13;Restaurant
4022;8,37601E+13;Libre service|Alimentation générale
4023;3,78772E+13;Restauration collective
4024;4,02174E+13;Transformation de lait ou produits laitiers
4025;7,93195E+13;Restaurant
4026;8,33938E+13;Transformation de produits de la pêche
4027;5,72046E+13;Boulangerie-Pâtisserie
4028;2,15601E+13;Mareyage et préparation de produits de la pêche
4029;3,20798E+13;Restauration collective
4030;4,04877E+13;Transformation de produits carnés
4031;3,19253E+13;Restauration collective
4032;7,75762E+13;Restauration collective
4033;3,18208E+13;Entreposage de distribution de denrées alimentaires
4034;8,81278E+13;Restaurant
4035;4,5382E+13;Transformation de produits carnés
4036;8,9026E+13;Restaurant
4037;4,51669E+13;Traiteur|Boucherie-Charcuterie
4038;4,0307E+13;Transformation de lait ou produits laitiers
4039;8,35193E+13;Traiteur|Boucherie-Charcuterie
4040;4,01253E+13;Producteur fermier
4041;8,92819E+13;Restaurant
4042;3,80006E+13;Libre service
4043;8,44515E+13;Restaurant
4044;7,89892E+13;Restaurant
4045;8,10438E+13;Restaurant
4046;3,41348E+13;Restaurant
4047;8,88051E+13;Transformation de produits carnés
4048;3,32748E+13;Entreposage de distribution de denrées alimentaires
4049;7,76421E+13;Restauration collective
4050;7,185E+13;Transformation de produits carnés
4051;7,84308E+13;Restauration collective
4052;8,42632E+13;Centre d'emballage des oeufs
4053;8,21662E+13;Restaurant
4054;7,95234E+13;Restauration collective
4055;7,84949E+13;Transformation de lait ou produits laitiers
4056;8,08526E+13;Boulangerie-Pâtisserie
4057;4,10515E+13;Restaurant
4058;4,99388E+13;Restauration collective
4059;8,28093E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
4060;4,01344E+13;Boucherie-Charcuterie
4061;4,90169E+13;Découpe de viandes de volailles/lagomorphe
4062;4,90169E+13;Transformation de produits carnés
4063;3,16371E+13;Restaurant
