;SIRET;Numero_inspection;Date_inspection;Synthese_eval_sanit
10367;8,41798E+13;21-098589-1;2021-12-03T01:00:00+01:00;Satisfaisant
10368;5,1855E+13;21-009874-1;2021-01-28T01:00:00+01:00;Très satisfaisant
10369;4,91323E+13;21-020210-1;2021-08-03T02:00:00+02:00;Très satisfaisant
10370;8,07955E+13;21-022880-1;2021-02-26T01:00:00+01:00;Satisfaisant
10371;1,6002E+13;21-068114-1;2021-08-27T02:00:00+02:00;Satisfaisant
10372;3,85251E+13;20-030248-1;2021-01-13T01:00:00+01:00;Satisfaisant
10373;4,44096E+13;21-026590-1;2021-04-01T02:00:00+02:00;Satisfaisant
10374;1,8073E+13;21-002883-1;2021-01-07T01:00:00+01:00;Très satisfaisant
10375;3,34159E+13;21-068082-1;2021-08-27T02:00:00+02:00;Satisfaisant
10376;8,05393E+13;21-000900-1;2021-02-10T01:00:00+01:00;Satisfaisant
10377;2,12704E+13;21-024050-1;2021-03-19T01:00:00+01:00;Très satisfaisant
10378;8,92338E+13;21-010814-1;2021-02-10T01:00:00+01:00;Satisfaisant
10379;8,78252E+13;21-049096-1;2021-06-19T02:00:00+02:00;Satisfaisant
10380;5,23677E+13;21-004382-1;2021-01-12T01:00:00+01:00;Très satisfaisant
10381;3,99888E+13;21-060634-1;2021-07-27T02:00:00+02:00;Satisfaisant
10382;7,80426E+13;21-050642-1;2021-06-22T02:00:00+02:00;Satisfaisant
10383;4,95052E+13;21-022776-1;2021-03-19T01:00:00+01:00;Satisfaisant
10384;7,90543E+13;21-077464-1;2021-09-28T02:00:00+02:00;Satisfaisant
10385;4,99714E+13;21-007520-1;2021-04-27T02:00:00+02:00;Très satisfaisant
10386;1,90217E+13;21-042696-1;2021-06-01T02:00:00+02:00;Très satisfaisant
10387;8,43978E+13;21-072124-1;2021-09-10T02:00:00+02:00;Très satisfaisant
10388;4,18313E+13;21-093659-1;2021-11-19T01:00:00+01:00;Très satisfaisant
10389;5,22423E+13;21-089736-1;2021-11-04T01:00:00+01:00;Satisfaisant
10390;6,85022E+12;21-028422-1;2021-04-08T02:00:00+02:00;Très satisfaisant
10391;4,10381E+13;21-075316-1;2021-09-21T02:00:00+02:00;Très satisfaisant
10392;3,22472E+13;21-099900-1;2021-11-22T01:00:00+01:00;Très satisfaisant
10393;4,78753E+13;21-003094-1;2021-11-16T01:00:00+01:00;Très satisfaisant
10394;8,14883E+13;21-059746-1;2021-07-27T02:00:00+02:00;Satisfaisant
10395;8,84843E+13;21-070717-1;2021-09-07T02:00:00+02:00;Satisfaisant
10396;6,85022E+12;21-028158-1;2021-04-08T02:00:00+02:00;Satisfaisant
10397;2,10203E+13;21-024940-1;2021-03-23T01:00:00+01:00;Très satisfaisant
10398;4,47814E+13;21-035237-1;2021-04-30T02:00:00+02:00;Satisfaisant
10399;2,107E+13;21-005019-1;2021-01-19T01:00:00+01:00;Très satisfaisant
10400;5,23054E+13;21-085201-1;2021-10-19T02:00:00+02:00;Satisfaisant
10401;5,14622E+13;21-092357-1;2021-11-09T01:00:00+01:00;Satisfaisant
10402;3,06244E+13;21-038208-1;2021-05-18T02:00:00+02:00;Très satisfaisant
10403;8,19539E+13;21-075920-1;2021-09-22T02:00:00+02:00;Satisfaisant
10404;4,24761E+13;21-028255-1;2021-04-08T02:00:00+02:00;Très satisfaisant
10405;5,37552E+13;21-037263-1;2021-04-25T02:00:00+02:00;Très satisfaisant
10406;3,84792E+13;21-012259-1;2021-02-17T01:00:00+01:00;Satisfaisant
10407;3,88616E+13;21-071884-1;2021-09-09T02:00:00+02:00;Satisfaisant
10408;8,23827E+13;21-012974-1;2021-09-10T02:00:00+02:00;Satisfaisant
10409;F00000141001;21-080827-1;2021-10-07T02:00:00+02:00;Satisfaisant
10410;3,88616E+13;21-071875-1;2021-09-09T02:00:00+02:00;Satisfaisant
10411;3,42014E+13;20-063699-1;2021-01-29T01:00:00+01:00;Satisfaisant
10412;4,17976E+13;21-025686-1;2021-03-26T01:00:00+01:00;Très satisfaisant
10413;8,245E+13;21-028684-1;2021-04-07T02:00:00+02:00;Très satisfaisant
10414;2,00054E+13;21-073242-1;2021-09-14T02:00:00+02:00;Très satisfaisant
10415;3,06244E+13;21-063623-1;2021-06-24T02:00:00+02:00;Satisfaisant
10416;1,97517E+13;21-037519-1;2021-05-11T02:00:00+02:00;Satisfaisant
10417;8,89259E+13;21-099138-1;2021-12-02T01:00:00+01:00;Satisfaisant
10418;4,00272E+13;21-023894-1;2021-03-10T01:00:00+01:00;Très satisfaisant
10419;4,2026E+13;21-003825-1;2021-01-12T01:00:00+01:00;Satisfaisant
10420;3,38253E+13;21-106431-1;2021-12-22T01:00:00+01:00;Très satisfaisant
10421;5,02097E+13;21-071751-1;2021-09-02T02:00:00+02:00;Satisfaisant
10422;8,50815E+13;21-059116-1;2021-07-08T02:00:00+02:00;Satisfaisant
10423;4,01141E+13;21-081704-1;2021-10-06T02:00:00+02:00;Satisfaisant
10424;3,7894E+13;21-097060-1;2021-11-23T01:00:00+01:00;Satisfaisant
10425;4,51018E+13;21-089221-1;2021-11-04T01:00:00+01:00;Très satisfaisant
10426;3,02049E+13;21-074963-1;2021-09-20T02:00:00+02:00;Très satisfaisant
10427;5,37552E+13;21-037255-1;2021-04-25T02:00:00+02:00;Très satisfaisant
10428;1,9753E+13;21-077361-1;2021-09-28T02:00:00+02:00;Satisfaisant
10429;7,50607E+13;21-022471-1;2021-03-16T01:00:00+01:00;Très satisfaisant
10430;5,37552E+13;21-037081-1;2021-04-25T02:00:00+02:00;Très satisfaisant
10431;8,83111E+13;21-055007-1;2021-07-05T02:00:00+02:00;Satisfaisant
10432;8,42429E+13;21-028408-1;2021-09-01T02:00:00+02:00;Satisfaisant
10433;8,52794E+13;21-010570-1;2021-02-10T01:00:00+01:00;Très satisfaisant
10434;5,00891E+13;21-009482-1;2021-02-04T01:00:00+01:00;Très satisfaisant
10435;8,12554E+13;21-042953-1;2021-06-02T02:00:00+02:00;Satisfaisant
10436;8,0334E+13;21-074458-1;2021-09-20T02:00:00+02:00;Satisfaisant
10437;8,85347E+13;21-055198-1;2021-07-06T02:00:00+02:00;Satisfaisant
10438;3,2845E+13;21-081746-1;2021-09-30T02:00:00+02:00;Très satisfaisant
10439;7,99777E+13;21-022875-1;2021-10-05T02:00:00+02:00;Satisfaisant
10440;5,35356E+13;21-082007-1;2021-10-11T02:00:00+02:00;Très satisfaisant
10441;4,78296E+13;21-099254-1;2021-11-18T01:00:00+01:00;Très satisfaisant
10442;8,39991E+13;21-071790-1;2021-09-09T02:00:00+02:00;Satisfaisant
10443;2,682E+13;21-024152-1;2021-10-28T02:00:00+02:00;Satisfaisant
10444;1,98607E+13;20-094478-1;2021-01-25T01:00:00+01:00;Satisfaisant
10445;8,12201E+13;21-030811-1;2021-04-20T02:00:00+02:00;Très satisfaisant
10446;4,89893E+13;21-027561-1;2021-04-07T02:00:00+02:00;Très satisfaisant
10447;8,08609E+13;21-080132-1;2021-09-09T02:00:00+02:00;Très satisfaisant
10448;5,05379E+13;21-037710-1;2021-05-12T02:00:00+02:00;Satisfaisant
10449;4,89893E+13;21-027563-1;2021-04-07T02:00:00+02:00;Très satisfaisant
10450;4,28268E+13;21-084292-1;2021-10-15T02:00:00+02:00;Très satisfaisant
10451;3,40544E+13;21-051928-1;2021-06-30T02:00:00+02:00;Satisfaisant
10452;3,04994E+13;21-050513-1;2021-06-25T02:00:00+02:00;Satisfaisant
10453;4,28268E+13;21-084278-1;2021-10-15T02:00:00+02:00;Satisfaisant
10454;8,34797E+13;21-071821-1;2021-09-08T02:00:00+02:00;Très satisfaisant
10455;8,23297E+13;21-093718-1;2021-10-06T02:00:00+02:00;Très satisfaisant
10456;8,78078E+13;21-078146-1;2021-09-21T02:00:00+02:00;Satisfaisant
10457;3,02049E+13;21-059624-1;2021-07-20T02:00:00+02:00;Satisfaisant
10458;2,11704E+13;21-020657-1;2021-03-08T01:00:00+01:00;Très satisfaisant
10459;8,08609E+13;21-080134-1;2021-09-09T02:00:00+02:00;Très satisfaisant
10460;7,51864E+13;21-085108-1;2021-10-19T02:00:00+02:00;Satisfaisant
10461;9,0021E+13;21-028314-1;2021-12-07T01:00:00+01:00;Très satisfaisant
10462;4,44692E+13;21-103394-1;2021-12-10T01:00:00+01:00;Satisfaisant
10463;4,08781E+13;21-018184-1;2021-08-06T02:00:00+02:00;Satisfaisant
10464;8,09909E+13;21-061446-1;2021-07-31T02:00:00+02:00;A améliorer
10465;3,14466E+13;21-023428-1;2021-03-19T01:00:00+01:00;Satisfaisant
10466;8,2352E+13;21-055126-1;2021-07-08T02:00:00+02:00;Satisfaisant
10467;8,10395E+13;21-055010-1;2021-07-06T02:00:00+02:00;Satisfaisant
10468;8,38993E+13;21-010591-1;2021-02-03T01:00:00+01:00;Satisfaisant
10469;4,11958E+13;21-008417-1;2021-02-02T01:00:00+01:00;Très satisfaisant
10470;1,97403E+13;21-096031-1;2021-11-25T01:00:00+01:00;Très satisfaisant
10471;4,1441E+13;21-006598-1;2021-01-26T01:00:00+01:00;Très satisfaisant
10472;5,00677E+13;21-025506-1;2021-03-24T01:00:00+01:00;Satisfaisant
10473;8,27452E+13;21-003360-1;2021-11-26T01:00:00+01:00;Très satisfaisant
10474;7,50836E+13;21-017056-1;2021-08-25T02:00:00+02:00;A améliorer
10475;8,88593E+13;21-071828-1;2021-09-10T02:00:00+02:00;Satisfaisant
10476;3,88627E+13;21-043463-1;2021-06-01T02:00:00+02:00;Satisfaisant
10477;8,37513E+13;21-010588-1;2021-02-09T01:00:00+01:00;Satisfaisant
10478;8,01396E+13;21-010590-1;2021-02-09T01:00:00+01:00;Satisfaisant
10479;5,72168E+13;21-043431-1;2021-06-03T02:00:00+02:00;Très satisfaisant
10480;5,25055E+13;21-013056-1;2021-09-10T02:00:00+02:00;Satisfaisant
10481;8,91609E+13;21-071770-1;2021-09-10T02:00:00+02:00;Satisfaisant
10482;8,85056E+13;21-055039-1;2021-07-08T02:00:00+02:00;Très satisfaisant
10483;8,28916E+13;21-022006-1;2021-03-16T01:00:00+01:00;Satisfaisant
10484;4,97582E+13;21-011053-1;2021-02-10T01:00:00+01:00;Satisfaisant
10485;2,14003E+13;21-101541-1;2021-12-13T01:00:00+01:00;Très satisfaisant
10486;4,34306E+13;21-072239-1;2021-09-13T02:00:00+02:00;Très satisfaisant
10487;5,31736E+13;21-017099-1;2021-08-13T02:00:00+02:00;Très satisfaisant
10488;8,48951E+13;21-048140-1;2021-06-16T02:00:00+02:00;Très satisfaisant
10489;8,85096E+13;21-010601-1;2021-02-09T01:00:00+01:00;Satisfaisant
10490;8,08609E+13;21-080130-1;2021-09-09T02:00:00+02:00;Très satisfaisant
10491;5,04879E+13;21-063063-1;2021-07-29T02:00:00+02:00;Satisfaisant
10492;4,7866E+13;21-027627-1;2021-09-15T02:00:00+02:00;Satisfaisant
10493;4,44692E+13;21-093704-1;2021-12-10T01:00:00+01:00;Satisfaisant
10494;7,82175E+13;21-004993-1;2021-06-08T02:00:00+02:00;Très satisfaisant
10495;2,11704E+13;21-021981-1;2021-03-16T01:00:00+01:00;Très satisfaisant
10496;8,81924E+13;21-071869-1;2021-09-08T02:00:00+02:00;A améliorer
10497;4,14756E+13;21-066995-1;2021-08-24T02:00:00+02:00;Satisfaisant
10498;2,00065E+13;21-009040-1;2021-01-28T01:00:00+01:00;Satisfaisant
10499;3,04994E+13;21-050507-1;2021-06-25T02:00:00+02:00;Satisfaisant
10500;4,15005E+13;21-030251-1;2021-03-23T01:00:00+01:00;A améliorer
10501;4,20571E+13;21-001202-1;2021-09-10T02:00:00+02:00;A améliorer
10502;4,92011E+13;21-050410-1;2021-06-25T02:00:00+02:00;Satisfaisant
10503;4,83325E+13;21-035260-1;2021-05-04T02:00:00+02:00;Satisfaisant
10504;7,92164E+13;21-056334-1;2021-07-16T02:00:00+02:00;Très satisfaisant
10505;7,98907E+13;21-013092-1;2021-11-23T01:00:00+01:00;A améliorer
10506;2,16206E+13;21-082700-1;2021-10-04T02:00:00+02:00;Très satisfaisant
10507;2,129E+13;21-047677-1;2021-06-17T02:00:00+02:00;Satisfaisant
10508;8,53444E+13;21-010594-1;2021-02-09T01:00:00+01:00;Très satisfaisant
10509;8,51836E+13;21-082080-1;2021-10-11T02:00:00+02:00;Satisfaisant
10510;7,92164E+13;21-056335-1;2021-07-16T02:00:00+02:00;Très satisfaisant
10511;8,78965E+13;21-019799-1;2021-05-06T02:00:00+02:00;Très satisfaisant
10512;3,15607E+13;21-091918-1;2021-10-13T02:00:00+02:00;Très satisfaisant
10513;8,42342E+13;20-094903-1;2021-01-22T01:00:00+01:00;Satisfaisant
10514;3,21152E+13;21-023076-1;2021-08-11T02:00:00+02:00;Satisfaisant
10515;3,15607E+13;21-091977-1;2021-10-13T02:00:00+02:00;Très satisfaisant
10516;4,7807E+13;21-076741-1;2021-09-21T02:00:00+02:00;Satisfaisant
10517;5,72179E+13;21-081182-1;2021-10-07T02:00:00+02:00;Satisfaisant
10518;8,51836E+13;21-082076-1;2021-10-11T02:00:00+02:00;Satisfaisant
10519;5,10135E+13;21-021289-1;2021-07-06T02:00:00+02:00;Très satisfaisant
10520;4,41258E+13;21-006228-1;2021-01-21T01:00:00+01:00;Satisfaisant
10521;2,144E+13;21-007919-1;2021-01-28T01:00:00+01:00;Satisfaisant
10522;8,31097E+13;21-023280-1;2021-11-18T01:00:00+01:00;A améliorer
10523;2,124E+13;21-037221-1;2021-05-06T02:00:00+02:00;Satisfaisant
10524;8,1484E+13;21-071589-1;2021-09-09T02:00:00+02:00;Satisfaisant
10525;2,13204E+13;21-041788-1;2021-05-31T02:00:00+02:00;Satisfaisant
10526;8,50305E+13;21-040403-1;2021-05-19T02:00:00+02:00;Satisfaisant
10527;2,632E+13;21-056193-1;2021-06-30T02:00:00+02:00;Satisfaisant
10528;2,13102E+13;21-010178-1;2021-02-08T01:00:00+01:00;Satisfaisant
10529;4,84602E+13;21-087489-1;2021-10-19T02:00:00+02:00;Satisfaisant
10530;8,27501E+13;21-055147-1;2021-06-23T02:00:00+02:00;Satisfaisant
10531;4,79471E+13;21-097110-1;2021-11-30T01:00:00+01:00;Très satisfaisant
10532;5,07672E+13;21-001990-1;2021-11-23T01:00:00+01:00;Satisfaisant
10533;3,89437E+13;21-006578-1;2021-01-26T01:00:00+01:00;Très satisfaisant
10534;8,38556E+13;21-010666-1;2021-02-11T01:00:00+01:00;Très satisfaisant
10535;5,0541E+13;21-074194-1;2021-09-17T02:00:00+02:00;Satisfaisant
10536;4,97587E+13;21-011094-1;2021-02-11T01:00:00+01:00;Satisfaisant
10537;4,22163E+13;21-065480-1;2021-08-17T02:00:00+02:00;Très satisfaisant
10538;8,33165E+13;21-056212-1;2021-07-13T02:00:00+02:00;Très satisfaisant
10539;5,09633E+13;21-106424-1;2021-12-01T01:00:00+01:00;Très satisfaisant
10540;2,13801E+13;21-100944-1;2021-11-30T01:00:00+01:00;Satisfaisant
10541;8,8532E+13;21-001201-1;2021-09-09T02:00:00+02:00;Très satisfaisant
10542;2,15904E+13;21-007875-1;2021-02-01T01:00:00+01:00;Très satisfaisant
10543;2,14202E+13;21-088608-1;2021-10-29T02:00:00+02:00;Satisfaisant
10544;7,7563E+13;21-072871-1;2021-09-01T02:00:00+02:00;Satisfaisant
10545;4,02598E+13;20-095084-1;2021-02-19T01:00:00+01:00;Satisfaisant
10546;7,50694E+13;21-030696-1;2021-04-08T02:00:00+02:00;Très satisfaisant
10547;8,18021E+13;21-071979-1;2021-09-10T02:00:00+02:00;Satisfaisant
10548;8,38993E+13;21-011478-1;2021-11-03T01:00:00+01:00;Satisfaisant
10549;5,231E+13;21-041529-1;2021-05-20T02:00:00+02:00;Satisfaisant
10550;4,40669E+13;21-023433-1;2021-03-24T01:00:00+01:00;A améliorer
10551;5,01041E+13;21-061043-1;2021-07-29T02:00:00+02:00;Très satisfaisant
10552;3,50111E+13;21-072114-1;2021-09-10T02:00:00+02:00;Très satisfaisant
10553;3,28109E+13;21-087810-1;2021-10-27T02:00:00+02:00;Satisfaisant
10554;8,22639E+13;21-039996-1;2021-05-25T02:00:00+02:00;Satisfaisant
10555;8,49085E+13;21-029942-1;2021-04-13T02:00:00+02:00;Satisfaisant
10556;4,53877E+13;21-078872-1;2021-09-30T02:00:00+02:00;Satisfaisant
10557;2,17401E+13;21-103056-1;2021-12-14T01:00:00+01:00;Satisfaisant
10558;7,90748E+13;21-083645-1;2021-10-14T02:00:00+02:00;Satisfaisant
10559;7,90799E+13;21-019298-1;2021-03-04T01:00:00+01:00;Satisfaisant
10560;3,77729E+13;21-012583-1;2021-05-05T02:00:00+02:00;Satisfaisant
10561;3,4846E+13;21-056066-1;2021-07-12T02:00:00+02:00;Satisfaisant
10562;8,33355E+13;21-071978-1;2021-08-26T02:00:00+02:00;Satisfaisant
10563;2,1974E+13;21-004557-1;2021-09-24T02:00:00+02:00;A améliorer
10564;8,23283E+13;21-021285-1;2021-05-26T02:00:00+02:00;Très satisfaisant
10565;7,52034E+13;21-010999-1;2021-02-10T01:00:00+01:00;Très satisfaisant
10566;8,20991E+13;21-033384-1;2021-04-28T02:00:00+02:00;Satisfaisant
10567;8,13122E+13;21-034637-1;2021-04-07T02:00:00+02:00;Très satisfaisant
10568;8,89752E+13;21-071974-1;2021-09-10T02:00:00+02:00;Très satisfaisant
10569;2,69401E+13;20-090033-1;2021-03-12T01:00:00+01:00;Satisfaisant
10570;8,13122E+13;21-027944-1;2021-04-07T02:00:00+02:00;Très satisfaisant
10571;2,13203E+13;21-073028-1;2021-09-14T02:00:00+02:00;Satisfaisant
10572;7,50228E+13;21-059119-1;2021-10-21T02:00:00+02:00;A améliorer
10573;8,13122E+13;21-034625-1;2021-04-07T02:00:00+02:00;Très satisfaisant
10574;7,52034E+13;21-010984-1;2021-02-10T01:00:00+01:00;Satisfaisant
10575;8,2497E+13;21-075063-1;2021-08-30T02:00:00+02:00;Très satisfaisant
10576;8,7988E+13;21-063530-1;2021-08-03T02:00:00+02:00;Satisfaisant
10577;8,30028E+13;21-010643-1;2021-02-10T01:00:00+01:00;Satisfaisant
10578;4,89191E+13;21-081186-1;2021-10-07T02:00:00+02:00;Très satisfaisant
10579;8,44929E+13;21-072265-1;2021-09-13T02:00:00+02:00;Très satisfaisant
10580;7,52034E+13;21-010653-1;2021-02-10T01:00:00+01:00;Satisfaisant
10581;8,98537E+13;21-073050-1;2021-09-14T02:00:00+02:00;Très satisfaisant
10582;8,52156E+13;21-010686-1;2021-02-10T01:00:00+01:00;Très satisfaisant
10583;8,51159E+13;21-002121-1;2021-01-07T01:00:00+01:00;Satisfaisant
10584;5,15054E+13;21-017093-1;2021-08-13T02:00:00+02:00;Très satisfaisant
10585;2,13803E+13;21-101779-1;2021-12-13T01:00:00+01:00;Très satisfaisant
10586;8,22075E+13;21-071969-1;2021-08-27T02:00:00+02:00;Satisfaisant
10587;4,10073E+13;21-061158-1;2021-07-29T02:00:00+02:00;Très satisfaisant
10588;8,23395E+13;21-010724-1;2021-02-10T01:00:00+01:00;Très satisfaisant
10589;2,13304E+13;21-017365-1;2021-10-05T02:00:00+02:00;Satisfaisant
10590;8,48329E+13;21-060795-1;2021-07-27T02:00:00+02:00;Satisfaisant
10591;2,14402E+13;21-070641-1;2021-09-06T02:00:00+02:00;Très satisfaisant
10592;2,13301E+13;21-092739-1;2021-10-27T02:00:00+02:00;Satisfaisant
10593;4,79942E+13;21-055288-1;2021-07-05T02:00:00+02:00;Satisfaisant
10594;5,37694E+13;21-029627-1;2021-04-14T02:00:00+02:00;Satisfaisant
10595;2,133E+13;21-005293-1;2021-05-06T02:00:00+02:00;Satisfaisant
10596;2,00069E+13;21-010523-1;2021-02-05T01:00:00+01:00;Satisfaisant
10597;4,35156E+13;21-021288-1;2021-06-22T02:00:00+02:00;Très satisfaisant
10598;2,13103E+13;21-081224-1;2021-10-07T02:00:00+02:00;Très satisfaisant
10599;1,831E+13;21-030353-1;2021-04-09T02:00:00+02:00;Satisfaisant
10600;8,79456E+13;21-010692-1;2021-02-09T01:00:00+01:00;Très satisfaisant
10601;3,41912E+13;21-012911-1;2021-02-18T01:00:00+01:00;Satisfaisant
10602;8,44408E+13;21-099109-1;2021-12-06T01:00:00+01:00;Satisfaisant
10603;9,41371E+12;21-012558-1;2021-05-10T02:00:00+02:00;Satisfaisant
10604;8,91394E+13;21-072009-1;2021-09-10T02:00:00+02:00;Très satisfaisant
10605;4,78594E+13;21-019508-1;2021-03-26T01:00:00+01:00;Très satisfaisant
10606;5,33566E+13;21-098218-1;2021-11-25T01:00:00+01:00;Très satisfaisant
10607;8,27694E+13;21-072032-1;2021-09-10T02:00:00+02:00;Très satisfaisant
10608;5,35038E+13;21-069657-1;2021-09-03T02:00:00+02:00;Satisfaisant
10609;3,51746E+13;21-072164-1;2021-08-17T02:00:00+02:00;Très satisfaisant
10610;8,08136E+13;21-076544-1;2021-07-20T02:00:00+02:00;Satisfaisant
10611;3,41174E+13;21-039074-1;2021-05-20T02:00:00+02:00;Très satisfaisant
10612;3,51746E+13;21-072168-1;2021-08-17T02:00:00+02:00;Très satisfaisant
10613;5,23401E+13;21-099774-1;2021-11-19T01:00:00+01:00;Satisfaisant
10614;8,41695E+13;21-056824-1;2021-07-13T02:00:00+02:00;Satisfaisant
10615;4,52185E+13;21-094591-1;2021-11-22T01:00:00+01:00;Très satisfaisant
10616;8,13122E+13;21-034648-1;2021-04-07T02:00:00+02:00;Très satisfaisant
10617;6,62025E+13;21-012917-1;2021-02-17T01:00:00+01:00;Très satisfaisant
10618;2,14402E+13;21-037362-1;2021-05-10T02:00:00+02:00;Très satisfaisant
10619;3,26591E+13;21-001783-1;2021-01-27T01:00:00+01:00;Satisfaisant
10620;8,13229E+13;21-028307-1;2021-09-01T02:00:00+02:00;Satisfaisant
10621;4,80561E+13;21-073216-1;2021-04-30T02:00:00+02:00;Satisfaisant
10622;2,13305E+13;21-005540-1;2021-01-19T01:00:00+01:00;Satisfaisant
10623;4,11506E+13;21-051950-1;2021-05-28T02:00:00+02:00;Très satisfaisant
10624;8,11099E+13;21-010698-1;2021-02-10T01:00:00+01:00;Satisfaisant
10625;2,13803E+13;21-101775-1;2021-12-13T01:00:00+01:00;Très satisfaisant
10626;8,07477E+13;21-056521-1;2021-07-13T02:00:00+02:00;Très satisfaisant
10627;5,32038E+13;21-072285-1;2021-08-26T02:00:00+02:00;Satisfaisant
10628;3,78526E+13;21-087577-1;2021-10-26T02:00:00+02:00;Satisfaisant
10629;4,03065E+13;21-010099-1;2021-06-30T02:00:00+02:00;Très satisfaisant
10630;8,17516E+13;21-091097-1;2021-12-15T01:00:00+01:00;Satisfaisant
10631;4,2266E+13;21-059676-1;2021-07-27T02:00:00+02:00;Satisfaisant
10632;4,50885E+13;21-007866-1;2021-01-29T01:00:00+01:00;Très satisfaisant
10633;4,14993E+13;21-097211-1;2021-11-30T01:00:00+01:00;Très satisfaisant
10634;8,39247E+13;21-062632-1;2021-08-05T02:00:00+02:00;Satisfaisant
10635;4,03065E+13;21-010097-1;2021-06-30T02:00:00+02:00;Très satisfaisant
10636;8,29812E+13;21-095097-1;2021-11-04T01:00:00+01:00;Satisfaisant
10637;7,83423E+13;21-046835-1;2021-06-10T02:00:00+02:00;Très satisfaisant
10638;4,12534E+13;21-071802-1;2021-08-27T02:00:00+02:00;Très satisfaisant
10639;5,01896E+13;21-092466-1;2021-11-05T01:00:00+01:00;Très satisfaisant
10640;7,91049E+13;21-024511-1;2021-03-23T01:00:00+01:00;Satisfaisant
10641;4,50352E+13;21-096769-1;2021-11-29T01:00:00+01:00;A améliorer
10642;2,14701E+13;21-003905-1;2021-03-18T01:00:00+01:00;Très satisfaisant
10643;4,08658E+13;20-093495-1;2021-01-12T01:00:00+01:00;Satisfaisant
10644;8,43978E+13;21-099978-1;2021-12-03T01:00:00+01:00;Satisfaisant
10645;8,4193E+13;21-023666-1;2021-03-18T01:00:00+01:00;Satisfaisant
10646;8,11322E+13;21-009111-1;2021-02-04T01:00:00+01:00;Très satisfaisant
10647;3,91542E+13;21-096799-1;2021-11-23T01:00:00+01:00;Satisfaisant
10648;2,147E+13;21-005301-1;2021-12-09T01:00:00+01:00;Très satisfaisant
10649;2,14402E+13;21-053001-1;2021-06-29T02:00:00+02:00;Très satisfaisant
10650;2,107E+13;21-005015-1;2021-01-19T01:00:00+01:00;Très satisfaisant
10651;2,147E+13;21-005294-1;2021-05-20T02:00:00+02:00;Très satisfaisant
10652;8,37607E+13;21-088386-1;2021-10-28T02:00:00+02:00;A améliorer
10653;8,2429E+13;21-021667-1;2021-03-17T01:00:00+01:00;Très satisfaisant
10654;8,53101E+13;21-020086-1;2021-03-09T01:00:00+01:00;Très satisfaisant
10655;8,14448E+13;21-061126-1;2021-06-21T02:00:00+02:00;Satisfaisant
10656;P00013423001;21-071684-1;2021-08-17T02:00:00+02:00;Satisfaisant
10657;2,15905E+13;21-072215-1;2021-09-13T02:00:00+02:00;A améliorer
10658;7,54088E+13;21-038703-1;2021-05-11T02:00:00+02:00;Satisfaisant
10659;8,94673E+13;21-071736-1;2021-09-08T02:00:00+02:00;Satisfaisant
10660;5,30211E+13;21-070512-1;2021-09-07T02:00:00+02:00;A améliorer
10661;2,14701E+13;21-005317-1;2021-03-16T01:00:00+01:00;Très satisfaisant
10662;8,40753E+13;21-072172-1;2021-09-09T02:00:00+02:00;Satisfaisant
10663;8,03594E+13;20-091176-1;2021-01-28T01:00:00+01:00;Satisfaisant
10664;4,82365E+13;21-072208-1;2021-09-13T02:00:00+02:00;Satisfaisant
10665;4,12104E+13;21-071947-1;2021-09-10T02:00:00+02:00;Satisfaisant
10666;4,05084E+13;21-053050-1;2021-06-26T02:00:00+02:00;Satisfaisant
10667;5,10504E+13;21-048425-1;2021-06-18T02:00:00+02:00;Satisfaisant
10668;7,75646E+13;21-071726-1;2021-09-10T02:00:00+02:00;Satisfaisant
10669;5,08562E+13;21-052328-1;2021-06-30T02:00:00+02:00;Satisfaisant
10670;7,80608E+13;21-023189-1;2021-03-17T01:00:00+01:00;Très satisfaisant
10671;4,91886E+13;21-042625-1;2021-06-01T02:00:00+02:00;Très satisfaisant
10672;8,42112E+13;21-025155-1;2021-07-19T02:00:00+02:00;Satisfaisant
10673;4,11294E+13;21-041750-1;2021-05-31T02:00:00+02:00;Très satisfaisant
10674;8,21557E+13;21-050974-1;2021-06-25T02:00:00+02:00;Très satisfaisant
10675;9,01055E+13;21-072308-1;2021-09-09T02:00:00+02:00;Satisfaisant
10676;2,147E+13;21-003908-1;2021-10-12T02:00:00+02:00;Très satisfaisant
10677;5,31029E+13;21-071740-1;2021-09-08T02:00:00+02:00;Satisfaisant
10678;8,40969E+13;21-011030-1;2021-09-14T02:00:00+02:00;Satisfaisant
10679;2,147E+13;21-003906-1;2021-12-14T01:00:00+01:00;Très satisfaisant
10680;3,18504E+13;21-048926-1;2021-06-10T02:00:00+02:00;Satisfaisant
10681;3,44662E+13;21-024390-2;2021-03-18T01:00:00+01:00;Satisfaisant
10682;2,147E+13;21-005297-1;2021-05-04T02:00:00+02:00;Satisfaisant
10683;2,00059E+13;21-024097-1;2021-03-22T01:00:00+01:00;Très satisfaisant
10684;5,09233E+13;21-043870-1;2021-05-28T02:00:00+02:00;Satisfaisant
10685;5,14381E+13;21-026044-1;2021-03-26T01:00:00+01:00;Satisfaisant
10686;3,18504E+13;21-046479-1;2021-06-10T02:00:00+02:00;Satisfaisant
10687;8,48389E+13;21-072298-1;2021-09-16T02:00:00+02:00;Très satisfaisant
10688;4,5401E+13;21-020922-1;2021-03-05T01:00:00+01:00;Satisfaisant
