;SIRET;Numero_inspection;Date_inspection;Synthese_eval_sanit
21108;6,55981E+13;21-059060-1;2021-07-06T02:00:00+02:00;Très satisfaisant
21109;2,11601E+13;21-001407-1;2021-03-25T01:00:00+01:00;Satisfaisant
21110;8,8531E+13;21-014678-1;2021-04-09T02:00:00+02:00;Très satisfaisant
21111;7,77087E+13;21-050486-1;2021-06-24T02:00:00+02:00;A améliorer
21112;5,31922E+13;21-001241-1;2021-11-15T01:00:00+01:00;Satisfaisant
21113;2,654E+13;21-040138-1;2021-05-26T02:00:00+02:00;Très satisfaisant
21114;7,94026E+13;21-093035-1;2021-11-18T01:00:00+01:00;A améliorer
21115;8,25165E+13;21-003313-1;2021-01-12T01:00:00+01:00;Satisfaisant
21116;4,94608E+13;21-038006-1;2021-05-12T02:00:00+02:00;Satisfaisant
21117;4,49343E+13;21-056837-1;2021-07-16T02:00:00+02:00;Très satisfaisant
21118;8,80712E+13;21-091771-1;2021-11-15T01:00:00+01:00;Satisfaisant
21119;4,78147E+13;21-089970-3;2021-03-17T01:00:00+01:00;Satisfaisant
21120;5,28887E+13;21-066724-1;2021-08-24T02:00:00+02:00;Satisfaisant
21121;1,95508E+13;21-093949-1;2021-11-16T01:00:00+01:00;Très satisfaisant
21122;8,08926E+13;21-003233-1;2021-01-13T01:00:00+01:00;Très satisfaisant
21123;7,79723E+13;21-092052-1;2021-11-16T01:00:00+01:00;Très satisfaisant
21124;8,83721E+13;21-037372-1;2021-05-11T02:00:00+02:00;Très satisfaisant
21125;8,22254E+13;21-028618-1;2021-04-09T02:00:00+02:00;Satisfaisant
21126;8,3523E+13;21-028251-1;2021-04-06T02:00:00+02:00;Satisfaisant
21127;9,03811E+13;21-091807-1;2021-11-15T01:00:00+01:00;Satisfaisant
21128;2,63501E+13;21-048772-1;2021-06-21T02:00:00+02:00;Satisfaisant
21129;8,88796E+13;21-090753-1;2021-11-08T01:00:00+01:00;Satisfaisant
21130;4,2374E+13;21-003327-1;2021-01-13T01:00:00+01:00;Très satisfaisant
21131;2,671E+13;21-068292-1;2021-08-30T02:00:00+02:00;Satisfaisant
21132;8,91923E+13;21-092430-1;2021-10-07T02:00:00+02:00;Satisfaisant
21133;8,52773E+13;20-096943-1;2021-11-05T01:00:00+01:00;Satisfaisant
21134;8,37726E+13;21-092374-1;2021-11-16T01:00:00+01:00;A améliorer
21135;8,50312E+13;21-041506-1;2021-05-27T02:00:00+02:00;Satisfaisant
21136;4,33806E+13;21-092399-1;2021-11-09T01:00:00+01:00;Très satisfaisant
21137;8,8479E+13;21-018187-1;2021-09-07T02:00:00+02:00;Très satisfaisant
21138;8,91303E+13;21-092101-1;2021-09-10T02:00:00+02:00;Très satisfaisant
21139;8,10111E+13;21-103195-1;2021-12-13T01:00:00+01:00;Satisfaisant
21140;2,11407E+13;21-081714-1;2021-10-07T02:00:00+02:00;Très satisfaisant
21141;2,16901E+13;21-007488-1;2021-01-29T01:00:00+01:00;Très satisfaisant
21142;8,49845E+13;21-101838-1;2021-12-10T01:00:00+01:00;Satisfaisant
21143;8,79779E+13;21-092404-1;2021-11-16T01:00:00+01:00;Satisfaisant
21144;8,30004E+13;21-076394-1;2021-09-24T02:00:00+02:00;Très satisfaisant
21145;2,00041E+13;21-102080-1;2021-12-14T01:00:00+01:00;Satisfaisant
21146;3,50166E+13;21-011262-1;2021-02-11T01:00:00+01:00;Satisfaisant
21147;8,8211E+13;21-071964-1;2021-09-09T02:00:00+02:00;A améliorer
21148;4,49531E+13;21-027962-1;2021-04-02T02:00:00+02:00;Très satisfaisant
21149;3,29461E+13;21-054924-1;2021-07-08T02:00:00+02:00;Satisfaisant
21150;7,75596E+13;21-037112-1;2021-05-11T02:00:00+02:00;Très satisfaisant
21151;2,14102E+13;21-035893-1;2021-05-04T02:00:00+02:00;Satisfaisant
21152;2,11301E+13;21-009713-1;2021-02-05T01:00:00+01:00;Très satisfaisant
21153;3,47877E+13;21-028914-1;2021-04-09T02:00:00+02:00;Très satisfaisant
21154;4,89776E+13;21-082495-1;2021-10-12T02:00:00+02:00;Très satisfaisant
21155;2,61401E+13;21-043357-1;2021-05-28T02:00:00+02:00;Satisfaisant
21156;5,00469E+13;21-092020-1;2021-11-04T01:00:00+01:00;Satisfaisant
21157;3,16561E+13;21-091028-1;2021-11-09T01:00:00+01:00;Très satisfaisant
21158;5,34632E+13;21-024558-1;2021-03-23T01:00:00+01:00;Satisfaisant
21159;8,50482E+13;21-028455-1;2021-04-08T02:00:00+02:00;Satisfaisant
21160;5,38865E+13;21-021718-1;2021-04-07T02:00:00+02:00;Très satisfaisant
21161;8,19694E+13;21-092413-1;2021-11-16T01:00:00+01:00;A améliorer
21162;8,07825E+13;21-024373-1;2021-03-22T01:00:00+01:00;Très satisfaisant
21163;8,19839E+13;21-031882-1;2021-04-22T02:00:00+02:00;Très satisfaisant
21164;3,50166E+13;21-010929-1;2021-02-11T01:00:00+01:00;Satisfaisant
21165;7,99383E+13;21-094788-1;2021-11-16T01:00:00+01:00;Très satisfaisant
21166;4,78456E+13;21-021720-1;2021-04-08T02:00:00+02:00;Très satisfaisant
21167;3,33566E+13;21-010224-1;2021-02-04T01:00:00+01:00;Très satisfaisant
21168;7,77746E+13;21-047495-1;2021-06-07T02:00:00+02:00;Satisfaisant
21169;5,18221E+13;21-027987-1;2021-04-07T02:00:00+02:00;Satisfaisant
21170;4,40284E+13;21-020482-4;2021-03-11T01:00:00+01:00;Très satisfaisant
21171;8,30109E+13;21-023849-1;2021-03-19T01:00:00+01:00;Très satisfaisant
21172;2,11604E+13;21-001432-1;2021-02-02T01:00:00+01:00;Très satisfaisant
21173;4,31501E+13;21-096032-1;2021-10-12T02:00:00+02:00;Très satisfaisant
21174;8,30109E+13;21-023847-1;2021-03-19T01:00:00+01:00;Très satisfaisant
21175;4,98911E+13;21-075331-1;2021-09-21T02:00:00+02:00;Très satisfaisant
21176;2,11406E+13;21-097143-1;2021-11-30T01:00:00+01:00;Très satisfaisant
21177;8,48658E+13;21-028463-1;2021-04-08T02:00:00+02:00;Satisfaisant
21178;2,13202E+13;21-101995-1;2021-12-13T01:00:00+01:00;Très satisfaisant
21179;8,78592E+13;21-060466-1;2021-07-27T02:00:00+02:00;Très satisfaisant
21180;8,25165E+13;21-003315-1;2021-01-12T01:00:00+01:00;Très satisfaisant
21181;8,2401E+13;21-076222-1;2021-09-23T02:00:00+02:00;Très satisfaisant
21182;8,9171E+13;21-074495-1;2021-09-22T02:00:00+02:00;Très satisfaisant
21183;3,12148E+13;21-092205-1;2021-10-04T02:00:00+02:00;Très satisfaisant
21184;8,28767E+13;21-030935-1;2021-04-20T02:00:00+02:00;Satisfaisant
21185;2,13302E+13;21-077019-1;2021-09-24T02:00:00+02:00;Satisfaisant
21186;8,45105E+13;21-028513-1;2021-02-08T01:00:00+01:00;Satisfaisant
21187;4,91939E+13;21-044386-1;2021-06-07T02:00:00+02:00;Très satisfaisant
21188;5,22397E+13;21-067836-1;2021-08-26T02:00:00+02:00;Très satisfaisant
21189;8,83717E+13;21-028518-1;2021-03-23T01:00:00+01:00;Très satisfaisant
21190;8,33579E+13;21-028015-1;2021-03-23T01:00:00+01:00;Satisfaisant
21191;8,41313E+13;21-092180-1;2021-11-15T01:00:00+01:00;Satisfaisant
21192;2,175E+13;21-097271-1;2021-11-30T01:00:00+01:00;Très satisfaisant
21193;2,16301E+13;21-044090-1;2021-06-01T02:00:00+02:00;Très satisfaisant
21194;8,10715E+13;21-020429-1;2021-03-09T01:00:00+01:00;Satisfaisant
21195;5,29783E+13;21-036084-1;2021-05-06T02:00:00+02:00;Satisfaisant
21196;5,62027E+13;21-056136-1;2021-07-12T02:00:00+02:00;Très satisfaisant
21197;3,53395E+13;21-028498-1;2021-04-08T02:00:00+02:00;Très satisfaisant
21198;4,08256E+13;21-049650-1;2021-06-17T02:00:00+02:00;Très satisfaisant
21199;5,22397E+13;21-069636-1;2021-08-26T02:00:00+02:00;Très satisfaisant
21200;3,94033E+13;21-017693-1;2021-03-30T02:00:00+02:00;Très satisfaisant
21201;8,41908E+13;21-028045-1;2021-04-07T02:00:00+02:00;Satisfaisant
21202;5,38797E+13;21-037324-1;2021-04-09T02:00:00+02:00;Satisfaisant
21203;8,05174E+13;21-071613-1;2021-09-09T02:00:00+02:00;Satisfaisant
21204;7,75658E+13;21-028034-1;2021-04-07T02:00:00+02:00;Satisfaisant
21205;8,94892E+13;20-095780-1;2021-04-09T02:00:00+02:00;Satisfaisant
21206;3,94033E+13;21-017692-1;2021-03-30T02:00:00+02:00;Satisfaisant
21207;8,30799E+13;21-091924-1;2021-11-10T01:00:00+01:00;A améliorer
21208;2,0003E+13;21-043965-1;2021-06-03T02:00:00+02:00;Très satisfaisant
21209;3,94033E+13;21-017694-1;2021-03-30T02:00:00+02:00;Satisfaisant
21210;8,40908E+13;21-091902-1;2021-10-19T02:00:00+02:00;Satisfaisant
21211;8,8525E+13;21-028786-1;2021-04-09T02:00:00+02:00;A améliorer
21212;8,49904E+13;21-034856-1;2021-04-30T02:00:00+02:00;Satisfaisant
21213;1,95901E+13;21-011029-1;2021-02-12T01:00:00+01:00;Satisfaisant
21214;8,37498E+13;21-003749-1;2021-01-14T01:00:00+01:00;Satisfaisant
21215;2,18715E+13;21-004044-1;2021-11-08T01:00:00+01:00;Très satisfaisant
21216;4,94994E+13;21-028939-1;2021-04-09T02:00:00+02:00;Satisfaisant
21217;4,51258E+13;21-003353-1;2021-06-25T02:00:00+02:00;Très satisfaisant
21218;8,44476E+13;21-028515-1;2021-04-08T02:00:00+02:00;Satisfaisant
21219;4,38785E+13;21-091905-1;2021-11-15T01:00:00+01:00;Très satisfaisant
21220;7,52136E+13;21-028703-1;2021-03-23T01:00:00+01:00;Satisfaisant
21221;5,72102E+13;21-039801-1;2021-05-25T02:00:00+02:00;Très satisfaisant
21222;8,85346E+13;21-091961-1;2021-11-02T01:00:00+01:00;Très satisfaisant
21223;2,16901E+13;21-034028-1;2021-04-30T02:00:00+02:00;Très satisfaisant
21224;2,675E+13;21-098263-1;2021-12-02T01:00:00+01:00;Satisfaisant
21225;1,99206E+13;21-091962-1;2021-11-09T01:00:00+01:00;Satisfaisant
21226;8,4953E+13;21-028296-1;2021-11-17T01:00:00+01:00;Satisfaisant
21227;2,646E+13;20-096518-1;2021-06-18T02:00:00+02:00;A améliorer
21228;8,91378E+13;21-028202-1;2021-04-02T02:00:00+02:00;Très satisfaisant
21229;9,01813E+13;21-092625-1;2021-11-17T01:00:00+01:00;Satisfaisant
21230;7,93602E+13;21-028576-1;2021-04-09T02:00:00+02:00;Très satisfaisant
21231;7,22004E+13;21-028132-1;2021-04-08T02:00:00+02:00;Très satisfaisant
21232;4,9228E+13;21-012779-1;2021-02-16T01:00:00+01:00;Satisfaisant
21233;2,68708E+13;21-004036-1;2021-07-07T02:00:00+02:00;Très satisfaisant
21234;1,30028E+13;21-000716-1;2021-11-05T01:00:00+01:00;Très satisfaisant
21235;8,30223E+13;21-028715-1;2021-04-08T02:00:00+02:00;Satisfaisant
21236;2,632E+13;21-039028-1;2021-05-19T02:00:00+02:00;A améliorer
21237;3,97426E+13;21-028683-1;2021-04-07T02:00:00+02:00;Satisfaisant
21238;8,50833E+13;21-028718-1;2021-04-09T02:00:00+02:00;Très satisfaisant
21239;4,40073E+13;21-006171-1;2021-01-22T01:00:00+01:00;Satisfaisant
21240;4,1096E+13;21-054399-1;2021-07-07T02:00:00+02:00;Satisfaisant
21241;5,52083E+13;21-091154-1;2021-11-08T01:00:00+01:00;Très satisfaisant
21242;3,8356E+13;21-012845-1;2021-08-24T02:00:00+02:00;A améliorer
21243;8,4239E+13;21-059083-1;2021-07-22T02:00:00+02:00;Satisfaisant
21244;4,07497E+13;21-073159-1;2021-09-15T02:00:00+02:00;Satisfaisant
21245;5,30415E+13;21-017732-1;2021-03-01T01:00:00+01:00;Très satisfaisant
21246;3,88531E+13;21-011531-1;2021-09-17T02:00:00+02:00;Satisfaisant
21247;7,88042E+13;21-018258-1;2021-03-03T01:00:00+01:00;Très satisfaisant
21248;7,91903E+13;21-042162-1;2021-05-31T02:00:00+02:00;Satisfaisant
21249;3,01796E+13;21-026838-1;2021-03-31T02:00:00+02:00;Satisfaisant
21250;3,28213E+13;21-098883-1;2021-11-30T01:00:00+01:00;Satisfaisant
21251;7,90774E+13;21-011241-1;2021-06-03T02:00:00+02:00;Très satisfaisant
21252;7,51339E+13;21-075839-1;2021-09-23T02:00:00+02:00;Très satisfaisant
21253;4,08861E+13;21-031401-1;2021-04-21T02:00:00+02:00;Très satisfaisant
21254;2,69314E+13;21-056025-1;2021-07-09T02:00:00+02:00;Satisfaisant
21255;2,69742E+13;21-005545-1;2021-06-04T02:00:00+02:00;Satisfaisant
21256;8,43704E+13;21-092655-1;2021-11-09T01:00:00+01:00;Satisfaisant
21257;7,02034E+13;21-080409-1;2021-10-06T02:00:00+02:00;A améliorer
21258;8,40522E+13;21-033452-1;2021-04-22T02:00:00+02:00;Satisfaisant
21259;5,31469E+13;21-010006-1;2021-02-09T01:00:00+01:00;Très satisfaisant
21260;8,84277E+13;21-010679-1;2021-02-23T01:00:00+01:00;Très satisfaisant
21261;3,22565E+13;21-082187-1;2021-10-04T02:00:00+02:00;Satisfaisant
21262;7,75547E+13;21-028807-1;2021-04-09T02:00:00+02:00;Satisfaisant
21263;2,62901E+13;21-032932-1;2021-06-04T02:00:00+02:00;Satisfaisant
21264;2,10601E+13;21-008762-1;2021-02-03T01:00:00+01:00;Satisfaisant
21265;4,41343E+13;21-086799-1;2021-10-20T02:00:00+02:00;Très satisfaisant
21266;8,49965E+13;21-058204-1;2021-07-15T02:00:00+02:00;Très satisfaisant
21267;8,525E+13;21-085089-1;2021-10-19T02:00:00+02:00;Très satisfaisant
21268;2,15904E+13;21-038318-1;2021-05-18T02:00:00+02:00;Satisfaisant
21269;8,37572E+13;21-092428-1;2021-11-16T01:00:00+01:00;Très satisfaisant
21270;5,38404E+13;21-004277-1;2021-01-14T01:00:00+01:00;Très satisfaisant
21271;1,30023E+13;21-034621-1;2021-04-21T02:00:00+02:00;Très satisfaisant
21272;4,40284E+13;21-020482-2;2021-03-11T01:00:00+01:00;Satisfaisant
21273;4,21746E+13;21-028161-1;2021-04-07T02:00:00+02:00;Très satisfaisant
21274;8,10099E+13;21-092706-1;2021-11-17T01:00:00+01:00;Satisfaisant
21275;2,12404E+13;21-026774-1;2021-03-30T02:00:00+02:00;Très satisfaisant
21276;1,9972E+13;21-047703-1;2021-06-16T02:00:00+02:00;Très satisfaisant
21277;2,62902E+13;21-029266-1;2021-04-02T02:00:00+02:00;Très satisfaisant
21278;8,1436E+13;21-020366-1;2021-03-10T01:00:00+01:00;Satisfaisant
21279;1,96701E+13;21-094822-1;2021-11-18T01:00:00+01:00;Satisfaisant
21280;4,98518E+13;21-007756-1;2021-01-29T01:00:00+01:00;Satisfaisant
21281;4,84123E+13;21-048956-1;2021-06-17T02:00:00+02:00;Satisfaisant
21282;8,38624E+13;21-092065-1;2021-10-19T02:00:00+02:00;Satisfaisant
21283;3,42666E+13;21-033197-1;2021-04-28T02:00:00+02:00;Satisfaisant
21284;4,04135E+13;21-088248-1;2021-10-28T02:00:00+02:00;Très satisfaisant
21285;5,13409E+13;21-010538-1;2021-01-21T01:00:00+01:00;A améliorer
21286;8,03161E+13;21-077471-1;2021-09-27T02:00:00+02:00;Satisfaisant
21287;7,908E+13;21-089420-1;2021-10-21T02:00:00+02:00;A améliorer
21288;4,51321E+13;21-024538-1;2021-03-16T01:00:00+01:00;Satisfaisant
21289;4,7867E+13;21-070718-1;2021-09-08T02:00:00+02:00;Satisfaisant
21290;3,15003E+13;21-064780-1;2021-08-13T02:00:00+02:00;Très satisfaisant
21291;8,02345E+13;21-027709-1;2021-04-01T02:00:00+02:00;Satisfaisant
21292;7,85647E+13;20-095451-1;2021-03-11T01:00:00+01:00;Satisfaisant
21293;7,7568E+13;21-016063-1;2021-02-25T01:00:00+01:00;Très satisfaisant
21294;7,80736E+13;21-076834-1;2021-09-16T02:00:00+02:00;Satisfaisant
21295;8,44978E+13;21-032328-1;2021-04-09T02:00:00+02:00;Très satisfaisant
21296;8,48419E+13;21-063065-1;2021-08-06T02:00:00+02:00;Très satisfaisant
21297;8,07394E+13;21-004291-1;2021-01-13T01:00:00+01:00;Satisfaisant
21298;5,38096E+13;21-012819-1;2021-02-22T01:00:00+01:00;A améliorer
21299;3,01161E+13;21-070825-1;2021-08-18T02:00:00+02:00;Très satisfaisant
21300;4,39976E+13;21-033536-1;2021-04-29T02:00:00+02:00;Satisfaisant
21301;3,28491E+13;21-037485-1;2021-05-06T02:00:00+02:00;A corriger de manière urgente
21302;8,93079E+13;21-037396-1;2021-05-07T02:00:00+02:00;A améliorer
21303;8,84127E+13;21-074085-1;2021-09-16T02:00:00+02:00;Satisfaisant
21304;2,00074E+13;21-031770-1;2021-04-22T02:00:00+02:00;Satisfaisant
21305;5,72102E+13;21-012168-1;2021-02-15T01:00:00+01:00;Satisfaisant
21306;8,98708E+13;21-092078-1;2021-09-08T02:00:00+02:00;Très satisfaisant
21307;4,09913E+13;21-000326-1;2021-11-30T01:00:00+01:00;Très satisfaisant
21308;4,98391E+13;21-076474-1;2021-07-09T02:00:00+02:00;Satisfaisant
21309;7,88856E+13;21-007207-1;2021-03-09T01:00:00+01:00;Très satisfaisant
21310;5,3039E+13;21-030735-1;2021-04-19T02:00:00+02:00;Très satisfaisant
21311;4,38983E+13;21-092582-1;2021-11-16T01:00:00+01:00;Satisfaisant
21312;4,91716E+13;21-007667-1;2021-01-29T01:00:00+01:00;Satisfaisant
21313;5,10645E+13;21-061353-1;2021-08-01T02:00:00+02:00;Très satisfaisant
21314;8,08081E+13;21-092629-1;2021-11-16T01:00:00+01:00;Satisfaisant
21315;2,00081E+13;21-091352-1;2021-11-10T01:00:00+01:00;Très satisfaisant
21316;8,77644E+13;21-101485-1;2021-12-13T01:00:00+01:00;Satisfaisant
21317;8,88772E+13;21-028699-1;2021-04-08T02:00:00+02:00;Très satisfaisant
21318;7,52925E+13;21-100244-1;2021-12-07T01:00:00+01:00;Très satisfaisant
21319;2,16202E+13;21-064217-1;2021-08-11T02:00:00+02:00;Satisfaisant
21320;3,05178E+13;21-006978-1;2021-01-27T01:00:00+01:00;Satisfaisant
21321;8,33443E+13;21-023158-1;2021-03-17T01:00:00+01:00;Très satisfaisant
21322;2,19722E+13;21-007462-1;2021-01-28T01:00:00+01:00;Satisfaisant
21323;8,97965E+13;21-092562-1;2021-11-16T01:00:00+01:00;Satisfaisant
21324;8,49508E+13;21-066894-1;2021-08-23T02:00:00+02:00;Satisfaisant
21325;2,17605E+13;21-025389-1;2021-03-25T01:00:00+01:00;Satisfaisant
21326;4,88832E+13;21-067970-1;2021-08-26T02:00:00+02:00;Satisfaisant
21327;8,82497E+13;21-092141-1;2021-11-16T01:00:00+01:00;Très satisfaisant
21328;2,673E+13;21-064945-1;2021-08-02T02:00:00+02:00;Satisfaisant
21329;7,75257E+13;21-053120-1;2021-07-02T02:00:00+02:00;Très satisfaisant
21330;8,30345E+13;21-025687-1;2021-03-24T01:00:00+01:00;Très satisfaisant
21331;2,1974E+13;21-006160-1;2021-09-07T02:00:00+02:00;Satisfaisant
21332;4,51461E+13;21-006182-1;2021-11-24T01:00:00+01:00;Satisfaisant
21333;4,01157E+13;21-022718-1;2021-12-09T01:00:00+01:00;Très satisfaisant
21334;4,79803E+13;21-101406-1;2021-12-06T01:00:00+01:00;A améliorer
21335;2,00085E+13;21-001668-1;2021-09-06T02:00:00+02:00;Satisfaisant
21336;1,93401E+13;21-023346-1;2021-11-16T01:00:00+01:00;Très satisfaisant
21337;4,22703E+13;21-080671-1;2021-09-30T02:00:00+02:00;Très satisfaisant
21338;8,53067E+13;21-028727-1;2021-04-09T02:00:00+02:00;Très satisfaisant
21339;4,32088E+13;21-028495-1;2021-04-08T02:00:00+02:00;Très satisfaisant
21340;8,24422E+13;21-029325-1;2021-04-13T02:00:00+02:00;A améliorer
21341;2,15301E+13;21-020490-1;2021-03-11T01:00:00+01:00;Satisfaisant
21342;8,11803E+13;21-074950-1;2021-09-15T02:00:00+02:00;Satisfaisant
21343;4,95312E+13;21-044329-1;2021-06-03T02:00:00+02:00;Satisfaisant
21344;3,4168E+13;21-075247-1;2021-09-21T02:00:00+02:00;Satisfaisant
21345;8,92883E+13;21-001057-1;2021-04-08T02:00:00+02:00;Très satisfaisant
21346;2,6691E+13;21-008996-1;2021-02-04T01:00:00+01:00;Satisfaisant
21347;5,52083E+13;21-091120-1;2021-11-08T01:00:00+01:00;Satisfaisant
21348;4,89273E+13;21-073742-1;2021-09-14T02:00:00+02:00;Très satisfaisant
21349;4,3009E+13;21-026279-1;2021-03-23T01:00:00+01:00;Satisfaisant
21350;5,52083E+13;21-091169-1;2021-11-08T01:00:00+01:00;Très satisfaisant
21351;4,78732E+13;21-092246-1;2021-11-16T01:00:00+01:00;Satisfaisant
21352;8,27912E+13;21-028915-1;2021-04-06T02:00:00+02:00;Très satisfaisant
21353;7,84655E+13;21-043179-1;2021-06-03T02:00:00+02:00;Satisfaisant
21354;8,91402E+13;21-092244-1;2021-11-16T01:00:00+01:00;Satisfaisant
21355;2,65802E+13;21-044138-1;2021-06-03T02:00:00+02:00;Satisfaisant
21356;5,52083E+13;21-091378-1;2021-11-09T01:00:00+01:00;Très satisfaisant
21357;8,34538E+13;21-095600-1;2021-11-25T01:00:00+01:00;A améliorer
21358;2,66302E+13;21-094834-1;2021-11-22T01:00:00+01:00;Très satisfaisant
21359;4,90544E+13;21-098406-1;2021-12-01T01:00:00+01:00;Très satisfaisant
21360;3,43626E+13;21-032273-1;2021-04-21T02:00:00+02:00;Satisfaisant
21361;3,38253E+13;20-095333-1;2021-03-05T01:00:00+01:00;Satisfaisant
21362;3,82394E+13;21-105419-1;2021-12-17T01:00:00+01:00;Satisfaisant
21363;8,1912E+13;21-045346-1;2021-06-01T02:00:00+02:00;Satisfaisant
21364;2,67802E+13;21-094607-1;2021-11-22T01:00:00+01:00;A améliorer
21365;4,08861E+13;21-031390-1;2021-04-21T02:00:00+02:00;Très satisfaisant
21366;4,20544E+13;21-062126-1;2021-04-09T02:00:00+02:00;Satisfaisant
21367;5,13271E+13;21-027044-1;2021-04-01T02:00:00+02:00;Très satisfaisant
21368;2,173E+13;21-009921-1;2021-01-21T01:00:00+01:00;Très satisfaisant
21369;3,12148E+13;21-092283-1;2021-10-04T02:00:00+02:00;Très satisfaisant
21370;2,65906E+13;21-045546-1;2021-07-15T02:00:00+02:00;Satisfaisant
21371;8,82219E+13;21-100113-1;2021-10-14T02:00:00+02:00;Satisfaisant
21372;5,72102E+13;21-043862-1;2021-06-04T02:00:00+02:00;Très satisfaisant
21373;3,01272E+13;20-095466-1;2021-03-16T01:00:00+01:00;Satisfaisant
21374;3,25059E+13;21-013228-1;2021-02-18T01:00:00+01:00;Très satisfaisant
21375;4,39137E+13;21-037509-1;2021-05-10T02:00:00+02:00;Satisfaisant
21376;8,53349E+13;21-028957-1;2021-03-30T02:00:00+02:00;Satisfaisant
21377;3,25059E+13;21-013536-1;2021-02-18T01:00:00+01:00;Très satisfaisant
21378;8,15152E+13;21-098779-1;2021-12-01T01:00:00+01:00;Satisfaisant
21379;3,12329E+13;21-059585-1;2021-07-26T02:00:00+02:00;A améliorer
21380;7,84617E+13;21-010994-1;2021-02-12T01:00:00+01:00;Satisfaisant
21381;4,19724E+13;21-062123-1;2021-07-09T02:00:00+02:00;Très satisfaisant
21382;4,45008E+13;21-099385-1;2021-12-03T01:00:00+01:00;Satisfaisant
21383;3,2877E+13;21-084153-1;2021-10-15T02:00:00+02:00;Satisfaisant
21384;5,10294E+13;21-032131-1;2021-04-23T02:00:00+02:00;Très satisfaisant
21385;8,78906E+13;21-005494-1;2021-04-12T02:00:00+02:00;Très satisfaisant
21386;3,2877E+13;21-084144-1;2021-10-15T02:00:00+02:00;Très satisfaisant
21387;8,18402E+13;21-063258-1;2021-07-29T02:00:00+02:00;Satisfaisant
21388;8,5108E+13;21-037783-1;2021-04-07T02:00:00+02:00;Satisfaisant
21389;5,31469E+13;21-010095-1;2021-02-09T01:00:00+01:00;Très satisfaisant
21390;3,43473E+13;21-042486-1;2021-06-01T02:00:00+02:00;Très satisfaisant
21391;8,79653E+13;21-029036-1;2021-04-06T02:00:00+02:00;Satisfaisant
21392;4,01252E+13;21-090531-1;2021-11-08T01:00:00+01:00;Satisfaisant
21393;5,291E+13;21-066828-1;2021-07-22T02:00:00+02:00;Satisfaisant
21394;7,53846E+13;21-029475-1;2021-04-13T02:00:00+02:00;Très satisfaisant
21395;4,40284E+13;21-011423-1;2021-02-12T01:00:00+01:00;Très satisfaisant
21396;8,42271E+13;21-102024-1;2021-12-14T01:00:00+01:00;Satisfaisant
21397;8,51568E+13;21-092900-1;2021-09-10T02:00:00+02:00;Satisfaisant
21398;4,40284E+13;21-011623-1;2021-02-12T01:00:00+01:00;Très satisfaisant
21399;9,02437E+13;21-092318-1;2021-11-16T01:00:00+01:00;Satisfaisant
21400;5,21168E+13;21-054898-1;2021-07-06T02:00:00+02:00;Satisfaisant
21401;8,78793E+13;21-041508-1;2021-05-21T02:00:00+02:00;Satisfaisant
21402;2,12403E+13;21-081711-1;2021-09-30T02:00:00+02:00;A améliorer
21403;3,83948E+13;21-089984-1;2021-11-05T01:00:00+01:00;Très satisfaisant
21404;6,62025E+13;21-030236-1;2021-08-04T02:00:00+02:00;Satisfaisant
21405;2,66101E+13;21-022167-1;2021-02-23T01:00:00+01:00;Satisfaisant
21406;8,50272E+13;21-071048-1;2021-09-07T02:00:00+02:00;Très satisfaisant
21407;5,291E+13;21-015689-1;2021-02-18T01:00:00+01:00;Satisfaisant
21408;3,83283E+13;20-096863-1;2021-09-24T02:00:00+02:00;Satisfaisant
21409;8,84884E+13;21-092915-1;2021-10-22T02:00:00+02:00;Satisfaisant
21410;2,18E+13;21-071370-1;2021-09-17T02:00:00+02:00;Satisfaisant
21411;7,75648E+13;21-072985-1;2021-09-15T02:00:00+02:00;Très satisfaisant
21412;8,03385E+13;21-004032-1;2021-01-12T01:00:00+01:00;Très satisfaisant
21413;3,811E+13;22-000479-1;2022-01-05T01:00:00+01:00;Très satisfaisant
21414;8,1999E+13;21-038918-1;2021-05-18T02:00:00+02:00;Satisfaisant
21415;8,18058E+13;21-029003-1;2021-04-12T02:00:00+02:00;Satisfaisant
21416;8,09123E+13;21-055642-1;2021-07-09T02:00:00+02:00;Satisfaisant
21417;2,6621E+13;21-086498-1;2021-08-10T02:00:00+02:00;Très satisfaisant
21418;5,27917E+13;21-041533-1;2021-05-28T02:00:00+02:00;Très satisfaisant
21419;2,29201E+13;21-019483-1;2021-03-09T01:00:00+01:00;Satisfaisant
21420;3,54069E+13;21-007299-1;2021-12-09T01:00:00+01:00;Très satisfaisant
21421;8,88864E+13;21-028762-1;2021-06-02T02:00:00+02:00;Satisfaisant
21422;3,94695E+13;21-077187-1;2021-09-23T02:00:00+02:00;Satisfaisant
21423;4,95325E+13;21-028605-1;2021-04-08T02:00:00+02:00;Très satisfaisant
21424;3,44043E+13;21-028890-1;2021-04-01T02:00:00+02:00;Satisfaisant
21425;5,38096E+13;21-012876-1;2021-02-22T01:00:00+01:00;A améliorer
21426;3,92063E+13;21-094247-1;2021-11-22T01:00:00+01:00;Satisfaisant
21427;4,45007E+13;21-003736-1;2021-11-03T01:00:00+01:00;Très satisfaisant
21428;5,22015E+13;21-070712-1;2021-09-07T02:00:00+02:00;Très satisfaisant
21429;4,23961E+13;21-047623-1;2021-06-01T02:00:00+02:00;Très satisfaisant
