;SIRET;APP_Libelle_activite_etablissement
2138;8,29551E+13;Restaurant
2139;3,89032E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
2140;3,99464E+13;Transformation de produits carnés
2141;7,8494E+13;Libre service
2142;7,91578E+13;Alimentation générale
2143;8,8809E+13;Restaurant
2144;2,11916E+13;Restauration collective
2145;8,43603E+13;Entreposage non spécialisé de denrées alimentaires
2146;7,95132E+13;Restaurant
2147;8,49197E+13;Restaurant
2148;4,88733E+13;Traiteur|Boucherie-Charcuterie
2149;3,8013E+13;Restauration collective
2150;8,43914E+13;Restaurant
2151;8,33652E+13;Restaurant
2152;5,20243E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
2153;5,29606E+13;Restaurant
2154;3,99831E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2155;3,90003E+13;Rayon boucherie-charcuterie
2156;5,18648E+13;Découpe de viandes de volailles/lagomorphe
2157;4,90308E+13;Restaurant
2158;8,20815E+13;Restauration collective
2159;4,18633E+13;Libre service
2160;8,84712E+13;Restaurant
2161;8,49536E+13;Découpe de viandes de volailles/lagomorphe
2162;8,10851E+13;Restaurant
2163;4,40495E+13;Producteur fermier
2164;8,38589E+13;Producteur fermier
2165;5,18648E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2166;7,9953E+13;Restaurant
2167;2,13303E+13;Restauration collective
2168;7,8035E+13;Restauration collective
2169;8,92001E+13;Restaurant
2170;9,00741E+13;Restaurant
2171;6,32041E+13;Restauration collective
2172;1,99413E+13;Restauration collective
2173;8,31768E+13;Restaurant
2174;5,31415E+13;Restaurant
2175;8,37578E+13;Restaurant
2176;7,80954E+13;Restauration collective
2177;3,80376E+13;Restauration collective
2178;8,39811E+13;Purification/Expédition de coquillages
2179;2,13202E+13;Restauration collective
2180;4,82346E+13;Restaurant
2181;4,78456E+13;VH, VSM, préparation viandes boucherie
2182;4,19155E+13;Restauration collective
2183;3,79746E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2184;2,175E+13;Restauration collective
2185;4,83486E+13;Restauration collective
2186;4,14607E+13;Restaurant
2187;2,674E+13;Restauration collective
2188;8,53863E+13;Boucherie-Charcuterie
2189;8,88381E+13;Restaurant
2190;3,51705E+13;Restauration collective
2191;8,29581E+13;Restaurant
2192;8,92102E+13;Libre service
2193;8,29411E+13;Restaurant
2194;8,53466E+13;Restaurant
2195;8,49536E+13;VH, VSM, préparation viandes boucherie
2196;8,42671E+13;Restaurant
2197;3,53786E+13;Restaurant
2198;2,12402E+13;Restauration collective
2199;8,15267E+13;Restaurant
2200;8,41642E+13;Restaurant
2201;3,82136E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2202;4,50861E+13;Producteur fermier
2203;2,12903E+13;Restauration collective
2204;8,49536E+13;VH, VSM, préparation viandes volailles lagomorphes
2205;2,17301E+13;Restauration collective
2206;8,23431E+13;Restaurant
2207;4,32263E+13;Boucherie-Charcuterie
2208;7,75664E+13;Restauration collective
2209;8,11224E+13;Restaurant
2210;5,20243E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
2211;8,44057E+13;Restaurant
2212;8,30796E+13;Restauration collective
2213;2,12903E+13;Restauration collective
2214;3,84332E+13;Purification/Expédition de coquillages
2215;8,11731E+13;Fromagerie|Boucherie-Charcuterie
2216;8,92042E+13;Entreposage non spécialisé de denrées alimentaires
2217;8,3124E+13;Restaurant
2218;2,19201E+13;Restauration collective
2219;1,91413E+13;Restauration collective
2220;5,12377E+13;Restaurant
2221;1,94805E+13;Poissonnerie
2222;5,34958E+13;Restaurant
2223;2,13202E+13;Restauration collective
2224;8,8249E+13;Traiteur
2225;7,7557E+13;Transformation de produits carnés
2226;4,32481E+13;Restauration collective
2227;5,28832E+13;Boucherie-Charcuterie
2228;8,49536E+13;Découpe de viande de boucherie
2229;8,48153E+13;Restaurant
2230;2,19201E+13;Restauration collective
2231;8,93118E+13;Restaurant
2232;2,12403E+13;Restauration collective
2233;2,14702E+13;Restauration collective
2234;2,15302E+13;Restauration collective
2235;2,12403E+13;Restauration collective
2236;8,32553E+13;Restaurant
2237;8,45169E+13;Transformation de produits de la pêche
2238;8,50186E+13;Restaurant
2239;7,52439E+13;Restaurant
2240;3,38323E+13;Boulangerie-Pâtisserie
2241;8,77685E+13;Restaurant
2242;4,20073E+13;Producteur fermier
2243;4,51321E+13;Libre service
2244;8,01951E+13;Rayon poissonnerie
2245;2,14904E+13;Restauration collective
2246;8,40742E+13;Restaurant
2247;5,33586E+13;Restaurant
2248;8,34842E+13;Traiteur
2249;4,95207E+13;Restaurant
2250;4,11007E+13;Restaurant
2251;2,19201E+13;Restauration collective
2252;7,80714E+13;Restauration collective
2253;2,12405E+13;Restauration collective
2254;8,85233E+13;Restaurant
2255;4,39976E+13;Restauration collective
2256;3,41593E+13;Transformation de produits de la pêche
2257;4,28938E+13;Transformation de lait ou produits laitiers
2258;7,81199E+13;Restauration collective
2259;7,81759E+13;Restauration collective
2260;2,14201E+13;Restauration collective
2261;5,3393E+13;Boucherie-Charcuterie
2262;3,7628E+13;Transformation de produits carnés
2263;4,84917E+13;Restauration collective
2264;2,13103E+13;Restauration collective
2265;8,43233E+13;Restaurant
2266;2,19201E+13;Restauration collective
2267;7,98445E+13;Restaurant
2268;4,45107E+13;Transformation de produits de la pêche
2269;8,50456E+13;Boulangerie-Pâtisserie
2270;5,10844E+13;Restaurant
2271;8,40328E+13;Restaurant
2272;4,04278E+13;Restauration collective
2273;8,89933E+13;Restaurant
2274;2,153E+13;Restauration collective
2275;8,92381E+13;Alimentation générale|Boucherie-Charcuterie
2276;4,29939E+13;Restauration collective
2277;3,47941E+13;Transformation de produits carnés
2278;5,05272E+13;Transformation de produits carnés
2279;8,77519E+13;Restaurant
2280;8,11224E+13;Boulangerie-Pâtisserie
2281;7,76221E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
2282;3,8662E+13;Transformation de lait ou produits laitiers
2283;2,19722E+13;Restauration collective
2284;7,76221E+13;Découpe de viande de boucherie
2285;8,84635E+13;Producteur fermier
2286;8,51926E+13;Restaurant
2287;2,15602E+13;Restauration collective
2288;4,24125E+13;Purification/Expédition de coquillages
2289;3,34365E+13;Restaurant
2290;2,11103E+13;Restauration collective
2291;8,79768E+13;Producteur fermier
2292;2,14903E+13;Restauration collective
2293;5,22397E+13;Commerce alimentaire
2294;5,09607E+13;Restaurant
2295;4,24128E+13;Alimentation générale
2296;5,30506E+13;Libre service
2297;8,09202E+13;Purification/Expédition de coquillages
2298;8,15034E+13;Restaurant
2299;3,38896E+13;Entreposage de distribution de denrées alimentaires
2300;3,84597E+13;Découpe de fromages
2301;4,51172E+13;Restaurant
2302;4,10266E+13;Transformation de lait ou produits laitiers
2303;8,19233E+13;Purification/Expédition de coquillages
2304;8,10511E+13;Producteur fermier
2305;4,52819E+13;Boucherie-Charcuterie
2306;3,84597E+13;Caves d'affinage
2307;7,50565E+13;Restaurant
2308;7,9865E+13;Boulangerie-Pâtisserie|Traiteur
2309;8,30897E+13;Boulangerie-Pâtisserie
2310;5,30661E+13;Libre service
2311;5,07381E+13;Restaurant
2312;4,13177E+13;Restaurant
2313;3,03514E+13;Transformation de lait ou produits laitiers
2314;7,76221E+13;VH, VSM, préparation viandes boucherie
2315;2,15004E+13;Restauration collective
2316;3,91126E+13;Restauration collective
2317;2,13502E+13;Restauration collective
2318;7,80962E+13;Restauration collective
2319;4,81126E+13;Boucherie-Charcuterie
2320;4,03731E+13;VH, VSM, préparation viandes boucherie
2321;7,80962E+13;Restauration collective
2322;4,19503E+13;Restaurant
2323;8,18273E+13;Restaurant
2324;3,04993E+13;VH, VSM, préparation viandes boucherie
2325;8,87649E+13;Restaurant
2326;7,84073E+13;Restauration collective
2327;3,04993E+13;Découpe de viande de boucherie
2328;8,44937E+13;Libre service|Alimentation générale
2329;8,89956E+13;Restaurant
2330;8,38294E+13;Restaurant
2331;3,33977E+13;Centre d'emballage des oeufs
2332;8,31277E+13;Restaurant
2333;3,41068E+13;Restauration collective
2334;4,52058E+13;Restauration collective
2335;5,31197E+13;Boucherie-Charcuterie
2336;5,29901E+13;Restaurant
2337;4,92351E+13;Restaurant
2338;8,3376E+13;Boulangerie-Pâtisserie
2339;4,01739E+13;Restaurant
2340;8,84566E+13;Libre service
2341;8,92612E+13;Restaurant
2342;7,80959E+13;Restauration collective
2343;8,04346E+13;Boucherie-Charcuterie
2344;5,318E+13;Restaurant
2345;3,50437E+13;Transformation de lait ou produits laitiers
2346;2,69711E+13;Restauration collective
2347;3,50976E+13;Restaurant
2348;5,0422E+13;Transformation de produits carnés
2349;2,66309E+13;Restauration collective
2350;8,52945E+13;Boucherie-Charcuterie
2351;4,98775E+13;Restaurant
2352;4,19544E+13;Restaurant
2353;7,92429E+13;Transformation de produits carnés
2354;2,19201E+13;Restauration collective
2355;8,77862E+13;Traiteur|Boucherie-Charcuterie
2356;2,0005E+13;Restauration collective
2357;7,90536E+13;Restaurant
2358;4,8075E+13;Transformation de lait ou produits laitiers
2359;8,27556E+13;Restaurant
2360;8,10166E+13;Restaurant
2361;3,90075E+13;Purification/Expédition de coquillages
2362;3,38253E+13;Restauration collective
2363;2,133E+13;Restauration collective
2364;3,02475E+13;Libre service
2365;5,39132E+13;Restauration collective
2366;4,34281E+13;Restauration collective
2367;2,12204E+13;Restauration collective
2368;4,92712E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2369;3,42665E+13;Découpe de viandes de volailles/lagomorphe
2370;8,29457E+13;Restaurant
2371;4,13675E+13;Transformation de produits carnés
2372;3,50737E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2373;4,3242E+13;Transformation de produits carnés
2374;3,28384E+13;VH, VSM, préparation viandes boucherie
2375;4,93566E+13;Restaurant
2376;8,43185E+13;Restaurant
2377;2,19201E+13;Restauration collective
2378;8,53479E+13;Restaurant
2379;7,75738E+13;Restauration collective
2380;4,82718E+13;Restaurant
2381;3,38506E+13;Fromagerie
2382;3,29303E+13;Boulangerie-Pâtisserie
2383;3,41068E+13;Restauration collective
2384;5,01587E+13;Traiteur
2385;4,89195E+13;Restaurant
2386;8,30777E+13;Restaurant
2387;8,4469E+13;Restaurant
2388;5,21836E+13;Restaurant
2389;1,97621E+13;Restauration collective
2390;8,88889E+13;Découpe de viande de boucherie
2391;8,19282E+13;Restaurant
2392;2,19201E+13;Restauration collective
2393;8,90612E+13;Libre service|Alimentation générale
2394;8,88893E+13;Purification/Expédition de coquillages
2395;3,27007E+13;Producteur fermier
2396;3,91179E+13;Transformation de produits de la pêche
2397;8,88604E+13;Purification/Expédition de coquillages
2398;7,92363E+13;Boucherie-Charcuterie
2399;2,19201E+13;Restauration collective
2400;4,51321E+13;Rayon boucherie-charcuterie
2401;5,33445E+13;Restauration collective
2402;4,85009E+13;Restaurant
2403;3,50738E+13;Rayon boucherie-charcuterie
2404;4,1022E+13;Restauration collective
2405;8,39607E+13;Restaurant
2406;8,19674E+13;Libre service|Alimentation générale
2407;4,80095E+13;Restaurant
2408;5,04965E+13;Restaurant
2409;8,19382E+13;Alimentation générale
2410;4,21154E+13;Restaurant
2411;3,43965E+13;Restauration collective
2412;8,99055E+13;Découpe de viandes de volailles/lagomorphe
2413;3,91371E+13;Rayon poissonnerie|Rayon boucherie-charcuterie
2414;5,29269E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
2415;8,13785E+13;Restaurant
2416;8,01247E+13;Restaurant
2417;4,78456E+13;Restaurant
2418;7,52433E+13;Restaurant
2419;8,38466E+13;Libre service|Alimentation générale
2420;4,209E+13;Transformation de lait ou produits laitiers
2421;4,21963E+13;Restaurant
2422;4,38436E+13;Purification/Expédition de coquillages
2423;4,42778E+13;Boucherie-Charcuterie
2424;4,13762E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2425;8,34967E+13;Transformation de lait ou produits laitiers
2426;8,1118E+13;Poissonnerie
2427;4,88548E+13;Producteur fermier
2428;5,52109E+13;Restaurant
2429;4,38611E+13;Centre d'emballage des oeufs
2430;5,12864E+13;Restaurant
2431;4,37983E+13;Traiteur|Boucherie-Charcuterie
2432;8,29118E+13;Restaurant
2433;2,19711E+13;Restauration collective
2434;2,11301E+13;Restauration collective
2435;7,75634E+13;Restauration collective
2436;2,15602E+13;Restauration collective
2437;4,7931E+13;Restaurant
2438;8,23869E+13;Producteur fermier
2439;8,34509E+13;Boucherie-Charcuterie
2440;4,02501E+13;Restauration collective
2441;2,169E+13;Restauration collective
2442;4,94873E+13;Restaurant
2443;4,90096E+13;Restaurant
2444;7,22062E+13;Libre service|Alimentation générale
2445;2,15601E+13;Restauration collective
2446;4,88633E+13;Restaurant
2447;2,11601E+13;Restauration collective
2448;3,34079E+13;Restauration collective
2449;5,30277E+13;Restaurant
2450;8,4511E+13;Restaurant
2451;4,79183E+13;Restauration collective
2452;8,01971E+13;Traiteur
2453;8,28443E+13;Restaurant
2454;5,13815E+13;Producteur fermier
2455;7,75642E+13;Restauration collective
2456;3,99316E+13;Découpe de viande de boucherie
2457;2,60209E+13;Restauration collective
2458;2,11301E+13;Restauration collective
2459;3,18747E+13;Rayon poissonnerie
2460;8,11259E+13;Boucherie-Charcuterie
2461;2,12402E+13;Restauration collective
2462;8,00969E+13;Transformation de lait ou produits laitiers
2463;8,25168E+13;Restaurant
2464;8,99618E+13;Restaurant
2465;8,8142E+13;Restaurant
2466;2,156E+13;Restauration collective
2467;8,40605E+13;Restaurant
2468;4,98472E+13;Restaurant
2469;8,82086E+13;Restaurant
2470;8,33036E+13;Restaurant
2471;2,16E+13;Restauration collective
2472;8,90213E+13;Restaurant
2473;8,12853E+13;Restaurant
2474;8,14308E+13;Salle d'abattage à la ferme
2475;2,15601E+13;Restauration collective
2476;3,26019E+13;Restaurant
2477;3,10923E+13;Transport de denrées alimentaires
2478;2,62204E+13;Restauration collective
2479;8,11708E+13;Restaurant
2480;2,675E+13;Restauration collective
2481;4,94243E+13;Restaurant
2482;2,127E+13;Restauration collective
2483;8,99055E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2484;2,15602E+13;Restauration collective
2485;8,98737E+13;Restaurant
2486;8,31583E+13;Libre service|Alimentation générale
2487;5,11069E+13;Centre d'emballage des oeufs
2488;8,28094E+13;Restaurant
2489;3,42812E+13;Transformation de produits carnés
2490;5,33727E+13;Producteur fermier
2491;6,5262E+13;Transformation de produits carnés
2492;4,98346E+13;Découpe de viandes de volailles/lagomorphe
2493;8,90078E+13;Restaurant
2494;2,17101E+13;Restauration collective
2495;7,8494E+13;Libre service|Alimentation générale
2496;8,25387E+13;Restaurant
2497;2,16007E+13;Restauration collective
2498;2,18401E+13;Restauration collective
2499;8,13014E+13;Restaurant
2500;4,10463E+13;Producteur fermier
2501;8,50906E+13;Restaurant
2502;8,49015E+13;Transformation de produits de la pêche
2503;4,92586E+13;Restaurant
2504;8,31583E+13;Rayon fromagerie
2505;4,25183E+13;Restauration collective
2506;4,3242E+13;Restaurant
2507;3,28256E+13;Restaurant
2508;8,81192E+13;Transformation de lait ou produits laitiers
2509;8,34175E+13;Traiteur
2510;2,10501E+13;Restauration collective
2511;2,608E+13;Restauration collective
2512;5,18286E+13;Restaurant
2513;3,90242E+13;Transformation de lait ou produits laitiers
2514;8,81357E+13;Restaurant
2515;3,90707E+13;Purification/Expédition de coquillages
2516;8,48388E+13;Restaurant
2517;4,98495E+13;Restaurant
2518;8,38582E+13;Traiteur
2519;2,15601E+13;Restauration collective
2520;8,89074E+13;Restaurant
2521;2,15405E+13;Restauration collective
2522;3,52768E+13;Producteur fermier
2523;3,17428E+13;Rayon poissonnerie|Rayon fromagerie|Rayon boucherie-charcuterie
2524;8,27645E+13;Boucherie-Charcuterie
2525;4,50646E+13;Restauration collective
2526;8,051E+13;Restaurant
2527;3,21641E+13;Rayon boucherie-charcuterie
2528;8,47965E+13;Centre d'emballage des oeufs
2529;8,79124E+13;Restaurant
2530;8,11962E+13;Traiteur|Boucherie-Charcuterie
2531;3,84387E+13;Purification/Expédition de coquillages
2532;8,50663E+13;Restaurant
2533;8,24776E+13;Producteur fermier
2534;5,2946E+13;Boucherie-Charcuterie
2535;4,10929E+13;Restaurant
2536;3,87846E+13;Restaurant
2537;3,45359E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2538;5,27577E+13;Chocolatier|Boulangerie-Pâtisserie
2539;8,88563E+13;Restaurant
2540;3,4575E+13;Restaurant
2541;3,24592E+13;Libre service
2542;3,01615E+13;Alimentation générale
2543;2,156E+13;Restauration collective
2544;8,80716E+13;Restaurant
2545;2,19103E+13;Restauration collective
2546;2,15602E+13;Restauration collective
2547;8,88014E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
2548;4,44492E+13;Restaurant
2549;3,80364E+13;Restaurant
2550;3,48051E+13;Transformation de produits carnés
2551;8,83159E+13;Transformation de lait ou produits laitiers
2552;5,21695E+13;Restaurant
2553;3,07667E+13;Transformation de produits carnés
2554;8,09172E+13;Purification/Expédition de coquillages
2555;4,91625E+13;Restaurant
2556;8,12486E+13;Restaurant
2557;3,45359E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2558;5,24429E+13;Restauration collective
2559;8,98898E+13;Restaurant
2560;8,79296E+13;Restaurant
2561;8,90221E+13;Restaurant
2562;8,3797E+13;Poissonnerie
2563;7,81207E+13;Restauration collective
2564;5,24002E+13;Boucherie-Charcuterie
2565;8,82463E+13;Restaurant
2566;7,94638E+13;Libre service|Alimentation générale
2567;4,01747E+13;Restaurant
2568;2,67401E+13;Restauration collective
2569;4,90096E+13;Restaurant
2570;4,93903E+13;Restauration collective
2571;5,3973E+13;Restaurant
2572;3,43275E+13;Transformation de lait ou produits laitiers
2573;8,38046E+13;Boucherie-Charcuterie
2574;5,30817E+13;Poissonnerie
2575;5,30343E+13;Restauration collective
2576;8,37602E+13;Transformation de produits carnés
2577;3,78343E+13;Poissonnerie
2578;8,8215E+13;Restaurant
2579;4,80253E+13;Mareyage et préparation de produits de la pêche
2580;8,31909E+13;Libre service|Alimentation générale
2581;8,09405E+13;Libre service|Alimentation générale
2582;8,03151E+13;Restaurant
2583;8,31274E+13;Restaurant
2584;8,5126E+13;Restaurant
2585;8,41162E+13;Restaurant
2586;4,51882E+13;Traiteur
2587;8,03185E+13;Restaurant
2588;3,33585E+13;Découpe de fromages
2589;8,90716E+13;Rayon traiteur
2590;8,92054E+13;Restaurant
2591;2,156E+13;Restauration collective
2592;3,40517E+13;Transformation de produits carnés
2593;9,01358E+13;Restaurant
2594;2,15601E+13;Restauration collective
2595;4,41635E+13;Restaurant
2596;2,156E+13;Restauration collective
2597;3,18991E+13;Producteur fermier
2598;2,16103E+13;Restauration collective
2599;8,33582E+13;Restaurant
2600;2,15601E+13;Restauration collective
2601;8,25225E+13;Restaurant
2602;5,29272E+13;Restaurant
2603;8,15408E+13;Restaurant
2604;5,01184E+13;Producteur fermier
2605;2,15601E+13;Restauration collective
2606;3,2844E+13;Boucherie-Charcuterie
2607;2,16401E+13;Restauration collective
2608;3,47887E+13;Traiteur|Boucherie-Charcuterie
2609;8,91761E+13;Producteur fermier
2610;4,49837E+13;Traiteur
2611;8,0135E+13;Restaurant
2612;5,29224E+13;Restaurant
2613;7,93375E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2614;3,2616E+13;Découpe de viande de boucherie
2615;4,9249E+13;Boucherie-Charcuterie
2616;2,156E+13;Restauration collective
2617;1,64503E+12;Transformation de produits carnés
2618;2,15601E+13;Restauration collective
2619;2,156E+13;Restauration collective
2620;7,7562E+13;Restauration collective
2621;8,27559E+13;Restaurant
2622;3,83116E+13;Découpe de viande de boucherie
2623;7,92971E+13;Restaurant
2624;3,99316E+13;Entreposage de distribution de denrées alimentaires
2625;8,90912E+13;Restauration collective
2626;8,34983E+13;Restauration collective
2627;8,49015E+13;Transformation de produits carnés
2628;8,80788E+13;Centre d'emballage des oeufs
2629;8,3538E+13;Traiteur|Boucherie-Charcuterie
2630;8,80343E+13;Restaurant
2631;8,78059E+13;Restaurant
2632;8,28481E+13;Restaurant
2633;8,8498E+13;Poissonnerie
2634;5,28361E+13;Restaurant
2635;3,40868E+13;Producteur fermier
2636;4,98495E+13;Restaurant
2637;2,11403E+13;Restauration collective
2638;4,32119E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2639;8,52093E+13;Restaurant
2640;7,75647E+13;Restauration collective
2641;3,27641E+13;VH, VSM, préparation viandes boucherie
2642;4,98495E+13;Restaurant
2643;7,76758E+13;Transformation de lait ou produits laitiers
2644;8,53698E+13;Restaurant
2645;5,33741E+13;Traiteur|Boucherie-Charcuterie
2646;4,91553E+13;Restaurant
2647;3,27641E+13;Transformation de produits carnés
2648;3,09566E+13;Boucherie-Charcuterie
2649;8,82834E+13;Transformation de lait ou produits laitiers
2650;3,27641E+13;Découpe de viande de boucherie
2651;8,02232E+13;Transformation de produits carnés
2652;8,01995E+13;Restaurant
2653;8,98925E+13;Restaurant
2654;1,909E+13;Restauration collective
2655;4,99654E+13;Mareyage et préparation de produits de la pêche
2656;5,04967E+13;Restaurant
2657;5,8215E+13;Restaurant
2658;5,52045E+13;Entreposage de produits de la pêche
2659;8,17774E+13;Restaurant
2660;4,12782E+13;Transformation de produits carnés
2661;8,90716E+13;Rayon poissonnerie
2662;8,83145E+13;Restaurant
2663;5,23226E+13;Restauration collective
2664;4,98789E+13;Métier de bouche
2665;8,833E+13;Restaurant
2666;8,88014E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
2667;8,04064E+13;Restaurant
2668;7,80426E+13;Restauration collective
2669;8,81984E+13;Restaurant
2670;8,83035E+13;Centre d'emballage des oeufs
2671;4,08765E+13;Restaurant
2672;2,5171E+13;Restauration collective
2673;8,45043E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2674;8,8341E+13;Traiteur|Boucherie-Charcuterie
2675;3,1527E+13;VH, VSM, préparation viandes boucherie
2676;9,01295E+13;Restaurant
2677;4,50122E+13;VH, VSM, préparation viandes volailles lagomorphes
2678;6,7692E+13;Entreposage de distribution de denrées alimentaires
2679;8,29335E+13;Découpe de viande de boucherie
2680;8,48645E+13;Restaurant
2681;2,684E+13;Restauration collective
2682;8,89598E+13;Producteur fermier
2683;4,2416E+13;Découpe de viande de boucherie
2684;2,66206E+13;Restauration collective
2685;8,29335E+13;Transformation de produits carnés
2686;8,8341E+13;Libre service|Alimentation générale
2687;4,32119E+13;Découpe de viandes de volailles/lagomorphe
2688;8,88052E+13;Découpe de viande de boucherie
2689;8,78401E+13;Restaurant
2690;8,39057E+13;Producteur fermier
2691;4,02596E+13;Producteur fermier
2692;3,23857E+13;Restauration collective
2693;3,27573E+13;Producteur fermier
2694;7,88353E+13;Restauration collective
2695;3,51781E+13;Poissonnerie
2696;8,49963E+13;Restaurant
2697;8,32765E+13;Poissonnerie
2698;8,99435E+13;Restaurant
2699;8,88014E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
2700;2,15602E+13;Restauration collective
2701;3,40517E+13;Entreposage de distribution de denrées alimentaires
2702;4,13718E+13;Producteur fermier
2703;3,47731E+13;Transformation de produits carnés
2704;4,48397E+13;Commerce alimentaire
2705;3,80976E+13;Traitement du gibier sauvage
2706;8,80191E+13;Restaurant
2707;3,40517E+13;Découpe de viande de boucherie
2708;4,35004E+13;Restaurant
2709;8,34896E+13;Restaurant
2710;3,11199E+13;Transformation de produits carnés
2711;8,23787E+13;Restaurant
2712;4,5149E+13;Libre service|Alimentation générale
2713;8,90018E+13;Centre d'emballage des oeufs
2714;8,8341E+13;Restaurant
2715;8,40175E+13;Restaurant
2716;2,67411E+13;Restauration collective
2717;8,34014E+13;Restaurant
2718;8,8794E+13;Restaurant
2719;8,4228E+13;Poissonnerie
2720;8,42083E+13;Restaurant
2721;8,97535E+13;Restaurant
2722;7,1201E+13;Restaurant
2723;4,2284E+13;Restaurant
2724;8,90172E+13;Restaurant
2725;8,87492E+13;Restaurant
2726;3,07667E+13;Transformation de produits de la pêche
2727;4,41566E+13;Restaurant
2728;8,11335E+13;Centre d'emballage des oeufs
2729;3,34203E+13;Restaurant
2730;4,01252E+13;Restauration collective
2731;7,9585E+13;Découpe de viande de boucherie
2732;2,69711E+13;Restauration collective
2733;7,52282E+13;Restauration collective
2734;5,52045E+13;Mareyage et préparation de produits de la pêche
2735;4,38904E+13;Poissonnerie
2736;8,48617E+13;Restaurant
2737;4,954E+13;Alimentation générale
2738;4,2416E+13;Transformation de produits carnés
2739;8,17997E+13;Restaurant
2740;3,17425E+13;Préparation de produits composés
2741;5,32455E+13;Restaurant
2742;3,20878E+13;VH, VSM, préparation viandes volailles lagomorphes
2743;3,38253E+13;Restauration collective
2744;2,649E+13;Restauration collective
2745;5,52083E+13;Libre service
2746;7,98728E+13;Producteur fermier
2747;8,03587E+13;Vivier produits de la pêche
2748;8,31406E+13;Restaurant
2749;8,03904E+13;Restauration collective
2750;8,0972E+13;Poissonnerie|Traiteur
2751;7,52228E+13;Restaurant
2752;4,35038E+13;Restaurant
2753;3,40517E+13;VH, VSM, préparation viandes boucherie
2754;8,89564E+13;Restaurant
2755;2,1974E+13;Restauration collective
2756;3,5015E+13;Restauration collective
2757;8,1772E+13;Restauration collective
2758;3,38501E+13;Boucherie-Charcuterie
2759;8,28685E+13;Transformation de lait ou produits laitiers
2760;3,4191E+13;Restauration collective
2761;5,01917E+13;Restaurant
2762;8,19864E+13;Restaurant
2763;5,14736E+13;Restaurant
2764;4,03479E+13;Boucherie-Charcuterie
2765;3,11199E+13;Entreposage de viande de boucherie
2766;5,72102E+13;Restauration collective
2767;4,51321E+13;Libre service
2768;8,34252E+13;Restaurant
2769;2,17102E+13;Restauration collective
2770;4,11214E+13;Transformation de lait ou produits laitiers
2771;2,67602E+13;Restauration collective
2772;5,72214E+13;Restaurant
2773;7,80952E+13;Restauration collective
2774;5,7705E+13;Transformation de produits carnés
2775;2,17202E+13;Restauration collective
2776;4,93273E+13;Alimentation générale
2777;4,94222E+13;Restauration collective
2778;4,11749E+13;Purification/Expédition de coquillages
2779;5,25269E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2780;3,83116E+13;Transformation de produits carnés
2781;4,44783E+13;Producteur fermier
2782;8,83647E+13;Restaurant
2783;8,23293E+13;Restaurant
2784;5,15169E+13;Restaurant
2785;8,08079E+13;Restaurant
2786;4,48598E+13;Libre service
2787;2,45614E+13;Restauration collective
2788;8,8017E+13;Restaurant
2789;8,13372E+13;Restaurant
2790;3,9369E+13;Alimentation générale|Rayon boucherie-charcuterie
2791;4,88443E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
2792;8,52615E+13;Centre d'emballage des oeufs
2793;5,28011E+13;Restaurant
2794;4,34921E+13;Producteur fermier
2795;8,82834E+13;Transformation de lait ou produits laitiers
2796;8,23911E+13;Rayon traiteur
2797;8,02493E+13;Restaurant
2798;4,51673E+13;Purification/Expédition de coquillages
2799;6,2588E+13;Découpe de fromages
2800;5,03343E+13;Restaurant
2801;8,83566E+13;Restaurant
2802;6,2588E+13;Caves d'affinage
2803;2,14502E+13;Restauration collective
2804;4,37789E+13;VH, VSM, préparation viandes boucherie
2805;2,00087E+13;Restauration collective
2806;8,52468E+13;Restaurant
2807;8,90716E+13;Rayon fromagerie
2808;4,40284E+13;Rayon boucherie-charcuterie
2809;3,39251E+13;Restaurant
2810;3,17425E+13;Transformation de produits carnés
2811;4,77181E+13;Restauration collective
2812;3,78805E+13;Libre service|Alimentation générale
2813;3,17425E+13;Transformation de produits de la pêche
2814;5,31667E+13;Restauration collective
2815;3,98041E+13;Restauration collective
