;SIRET;APP_Libelle_activite_etablissement
17273;8,07807E+13;Restaurant
17274;3,21089E+13;VH, VSM, préparation viandes boucherie
17275;8,30228E+13;Restauration collective
17276;8,12534E+13;Restaurant
17277;4,40284E+13;Rayon fromagerie
17278;8,09656E+13;Libre service|Alimentation générale
17279;5,04128E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
17280;4,40284E+13;Rayon traiteur|Rayon boucherie-charcuterie
17281;8,30214E+13;Découpe de viande de boucherie
17282;7,81507E+13;Déshydratation de lait ou produits laitiers
17283;8,81645E+13;Restaurant
17284;8,09656E+13;Libre service|Alimentation générale
17285;8,34959E+13;Restaurant
17286;2,12403E+13;Restauration collective
17287;3,12497E+13;Transformation de produits carnés
17288;7,50416E+13;Restaurant
17289;3,02452E+13;Purification/Expédition de coquillages
17290;3,88408E+13;Transformation de produits carnés
17291;4,24008E+13;Traiteur
17292;8,94593E+13;Restaurant
17293;2,12403E+13;Restauration collective
17294;7,75631E+13;Restauration collective
17295;4,8342E+13;Restaurant
17296;3,53499E+13;VH, VSM, préparation viandes boucherie
17297;3,22927E+13;Transformation de lait ou produits laitiers
17298;4,21415E+13;Boucherie-Charcuterie
17299;8,31296E+13;Transformation de lait ou produits laitiers
17300;1,97507E+13;Restauration collective
17301;3,48797E+13;Traiteur|Boucherie-Charcuterie
17302;5,17962E+13;Restaurant
17303;3,53605E+13;Boulangerie-Pâtisserie
17304;8,53405E+13;Boucherie-Charcuterie
17305;3,15734E+13;Mareyage et préparation de produits de la pêche
17306;8,44322E+13;Traiteur
17307;8,89838E+13;Boulangerie-Pâtisserie
17308;4,20479E+13;Entreposage de distribution de denrées alimentaires
17309;4,33188E+13;Transformation de lait ou produits laitiers
17310;3,53718E+13;Transport de denrées alimentaires
17311;2,13202E+13;Restauration collective
17312;8,50538E+13;Restaurant
17313;4,38648E+13;Transformation de produits de la pêche
17314;3,95119E+13;Transformation de produits de la pêche
17315;4,29873E+13;Producteur fermier
17316;8,39399E+13;Restaurant
17317;1,886E+13;Restauration collective
17318;8,2422E+13;Rayon pain/viennoiserie/pâtisserie
17319;8,8767E+13;Transport de denrées alimentaires
17320;4,22763E+13;Restaurant
17321;8,20196E+13;Restaurant
17322;3,12611E+13;Restauration collective
17323;1,97009E+13;Restauration collective
17324;8,20196E+13;Libre service|Alimentation générale
17325;8,42041E+13;Boulangerie-Pâtisserie
17326;2,638E+13;Restauration collective
17327;4,44329E+13;Libre service
17328;4,51405E+13;Restaurant
17329;8,09288E+13;Restaurant
17330;3,41392E+13;Boucherie-Charcuterie
17331;8,79135E+13;Rayon pain/viennoiserie/pâtisserie
17332;3,28329E+13;Commerce alimentaire
17333;1,98311E+13;Restauration collective
17334;8,24143E+13;Boulangerie-Pâtisserie
17335;1,9542E+13;Restauration collective
17336;7,91915E+13;Restaurant
17337;8,77844E+13;Restaurant
17338;1,96202E+13;Restauration collective
17339;5,3808E+13;Transformation de produits de la pêche
17340;8,78106E+13;Restaurant
17341;8,41001E+13;Restaurant
17342;7,84779E+13;Restauration collective
17343;8,23839E+13;Restaurant
17344;2,15404E+13;Restauration collective
17345;3,41174E+13;Restauration collective
17346;4,99046E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
17347;2,16303E+13;Restauration collective
17348;2,12003E+13;Restauration collective
17349;3,44659E+13;Transport de denrées alimentaires
17350;5,35281E+13;Boucherie-Charcuterie
17351;5,38201E+13;Restaurant
17352;4,14854E+13;Fromagerie
17353;3,27589E+13;Restaurant
17354;5,10368E+13;Libre service
17355;8,82523E+13;Purification/Expédition de coquillages
17356;4,01448E+13;Restaurant
17357;8,83203E+13;Libre service
17358;7,79765E+13;Restauration collective
17359;8,85055E+13;Restaurant
17360;4,9757E+13;Transformation de lait ou produits laitiers
17361;8,23739E+13;Restauration collective
17362;8,82378E+13;Restaurant
17363;4,01252E+13;Restauration collective
17364;8,53759E+13;Boulangerie-Pâtisserie
17365;3,52418E+13;Rayon poissonnerie
17366;2,17606E+13;Restauration collective
17367;5,11489E+13;Producteur fermier
17368;2,00048E+13;Restauration collective
17369;5,07469E+13;Poissonnerie
17370;4,92398E+13;Restaurant
17371;5,1016E+13;Alimentation générale|Boucherie-Charcuterie
17372;8,02083E+13;Restaurant
17373;8,90571E+13;Libre service|Alimentation générale
17374;4,41655E+13;Transformation de lait ou produits laitiers
17375;8,9927E+13;Restaurant
17376;8,21668E+13;Restaurant
17377;3,83028E+13;VH, VSM, préparation viandes boucherie
17378;8,33837E+13;Vivier produits de la pêche
17379;7,89859E+13;Rayon pain/viennoiserie/pâtisserie
17380;7,01088E+13;Boucherie-Charcuterie
17381;7,92714E+13;Transformation de lait ou produits laitiers
17382;2,10702E+13;Restauration collective
17383;8,51036E+13;Traiteur|Boucherie-Charcuterie
17384;5,33737E+13;Traiteur
17385;4,82659E+13;Restaurant
17386;8,38088E+13;Restaurant
17387;8,34461E+13;Restaurant
17388;4,43648E+13;Restaurant
17389;2,11407E+13;Restauration collective
17390;3,35039E+13;Transformation de produits carnés
17391;7,97489E+13;Restauration collective
17392;4,20178E+13;Purification/Expédition de coquillages
17393;2,0004E+13;Restauration collective
17394;8,04867E+13;Restaurant
17395;4,20178E+13;Mareyage et préparation de produits de la pêche
17396;2,106E+13;Restauration collective
17397;8,29398E+13;Poissonnerie
17398;8,81241E+13;Restaurant
17399;3,1662E+13;Restauration collective
17400;8,29429E+13;Autres activités de remise directe
17401;8,1206E+13;Transport de denrées alimentaires
17402;8,28008E+13;Producteur fermier
17403;8,8449E+13;Autres activités de remise directe
17404;4,88864E+13;Restaurant
17405;3,98303E+13;Restauration collective
17406;7,53119E+13;Transformation de lait ou produits laitiers
17407;8,48538E+13;Restaurant
17408;5,39676E+13;Restaurant
17409;4,98124E+13;VH, VSM, préparation viandes boucherie
17410;5,2433E+13;Restaurant
17411;2,12403E+13;Restauration collective
17412;8,78546E+13;Restaurant
17413;2,12402E+13;Restauration collective
17414;7,98859E+13;Producteur fermier
17415;4,51949E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
17416;8,23087E+13;Restaurant
17417;1,91704E+13;Restauration collective
17418;8,93186E+13;Restaurant
17419;4,24749E+13;Transformation de produits carnés
17420;3,80544E+13;Restauration collective
17421;3,11262E+13;Transformation de produits carnés
17422;8,53273E+13;Transformation de lait ou produits laitiers
17423;4,79462E+13;Métier de bouche
17424;3,04135E+13;Entreposage de viande de boucherie
17425;8,81151E+13;Restaurant
17426;8,04227E+13;Restaurant
17427;9,00862E+13;Restaurant
17428;4,18899E+13;Restaurant
17429;4,94456E+13;Transformation de lait ou produits laitiers
17430;5,20111E+13;Producteur fermier
17431;7,75581E+13;Restauration collective
17432;2,17803E+13;Restauration collective
17433;4,93318E+13;Libre service|Alimentation générale
17434;4,5212E+13;Boucherie-Charcuterie
17435;3,15734E+13;Transformation de produits de la pêche
17436;3,28045E+13;Entreposage de distribution de denrées alimentaires
17437;2,15602E+13;Restauration collective
17438;2,00043E+13;Restauration collective
17439;9,0061E+13;Restaurant
17440;1,90601E+13;Restauration collective
17441;8,78805E+13;Restaurant
17442;2,671E+13;Restauration collective
17443;8,91424E+13;Restaurant
17444;3,32964E+13;Poissonnerie
17445;3,38499E+13;Transport de denrées alimentaires
17446;3,9525E+13;Restaurant
17447;8,08126E+13;Restaurant
17448;3,38499E+13;Boucherie-Charcuterie
17449;8,11942E+13;Restaurant
17450;2,17901E+13;Restauration collective
17451;5,30555E+13;Purification/Expédition de coquillages
17452;3,00545E+13;Rayon fromagerie|Rayon boucherie-charcuterie
17453;8,40256E+13;Producteur fermier
17454;3,33189E+13;Restaurant
17455;7,50873E+13;Restaurant
17456;1,30012E+13;Restauration collective
17457;8,23846E+13;Restaurant
17458;3,00545E+13;Rayon poissonnerie
17459;1,97403E+13;Restauration collective
17460;1,95001E+13;Restauration collective
17461;3,49124E+13;Restauration collective
17462;4,79448E+13;Restaurant
17463;8,80994E+13;Pêche de production primaire
17464;5,0811E+13;Producteur fermier
17465;4,53153E+13;Restaurant
17466;3,8585E+13;Découpe de viande de boucherie
17467;1,72101E+13;Restauration collective
17468;8,53574E+13;Restaurant
17469;4,0299E+13;Commerce alimentaire
17470;1,72101E+13;Restauration collective
17471;4,13548E+13;Transformation de lait ou produits laitiers
17472;5,30742E+13;Restaurant
17473;3,88908E+13;Alimentation générale
17474;3,20863E+13;Transformation de lait ou produits laitiers
17475;4,34141E+13;Purification/Expédition de coquillages
17476;3,25435E+13;Producteur fermier
17477;8,17797E+13;Restauration collective
17478;8,33193E+13;Restaurant
17479;1,93821E+13;Restauration collective
17480;8,85021E+13;Restaurant
17481;5,42012E+13;Restaurant
17482;8,12874E+13;Restaurant
17483;7,91011E+13;Restaurant
17484;8,30517E+13;Restaurant
17485;8,20821E+13;Restaurant
17486;4,89191E+13;Restaurant
17487;3,16509E+13;Boucherie-Charcuterie
17488;4,39737E+13;Restauration collective
17489;8,78833E+13;Restaurant
17490;8,78317E+13;Boulangerie-Pâtisserie
17491;8,2238E+13;Restaurant
17492;8,90464E+13;Producteur fermier
17493;8,79991E+13;Libre service|Alimentation générale
17494;9,3718E+13;Transformation de produits carnés
17495;8,48175E+13;Boucherie-Charcuterie
17496;7,76616E+13;Restauration collective
17497;9,3718E+13;Découpe de viande de boucherie
17498;4,14606E+13;Transport de denrées alimentaires
17499;1,95614E+13;Restauration collective
17500;7,93057E+13;Restaurant
17501;2,15602E+13;Restauration collective
17502;7,78453E+13;Restauration collective
17503;4,83123E+13;Boucherie-Charcuterie
17504;5,31671E+13;Restaurant
17505;8,23094E+13;Restaurant
17506;2,66501E+13;Restauration collective
17507;5,32127E+13;Producteur fermier
17508;8,12574E+13;Restaurant
17509;3,30931E+13;Restauration collective
17510;7,092E+13;Transformation de lait ou produits laitiers
17511;5,31891E+13;Commerce alimentaire
17512;3,38455E+13;Transformation de produits carnés
17513;1,984E+13;Restauration collective
17514;5,22278E+13;Libre service
17515;3,38455E+13;Découpe de viande de boucherie
17516;8,2927E+13;Restaurant
17517;4,52544E+13;Boucherie-Charcuterie
17518;1,97504E+13;Restauration collective
17519;2,29102E+13;Restauration collective
17520;1,91609E+13;Restauration collective
17521;2,60703E+13;Restauration collective
17522;5,10061E+13;Transport de denrées alimentaires
17523;8,48543E+13;Restaurant
17524;7,50479E+13;Traiteur
17525;8,38855E+13;Restaurant
17526;7,81344E+13;Restauration collective
17527;8,12716E+13;Restaurant
17528;8,11167E+13;Restaurant
17529;3,16502E+13;Restaurant
17530;4,28664E+13;Transformation de lait ou produits laitiers
17531;8,14398E+13;Transformation de lait ou produits laitiers
17532;2,11104E+13;Restauration collective
17533;8,83774E+13;Fromagerie
17534;5,28214E+13;Restaurant
17535;8,1767E+13;Restaurant
17536;4,53624E+13;Restaurant
17537;5,1016E+13;Découpe de viande de boucherie
17538;4,13902E+13;Restauration collective
17539;8,4214E+13;Fromagerie|Alimentation générale
17540;2,17602E+13;Restauration collective
17541;1,791E+13;Restauration collective
17542;3,34962E+13;Rayon traiteur
17543;8,11447E+13;Restaurant
17544;3,78291E+13;Restaurant
17545;5,04353E+13;Restaurant
17546;2,15905E+13;Restauration collective
17547;5,03514E+13;Restaurant
17548;8,08643E+13;Restaurant
17549;4,23761E+13;Restauration collective
17550;8,22392E+13;Restaurant
17551;2,16301E+13;Restauration collective
17552;4,50046E+13;Boulangerie-Pâtisserie
17553;5,72102E+13;Transport de denrées alimentaires
17554;2,124E+13;Restauration collective
17555;8,17851E+13;Restaurant
17556;8,10786E+13;Restaurant
17557;2,10401E+13;Restauration collective
17558;4,19561E+13;Boulangerie-Pâtisserie
17559;8,48109E+13;Transformation de produits carnés
17560;7,98245E+13;Restaurant
17561;8,50785E+13;Restaurant
17562;3,84108E+13;Restaurant
17563;8,0196E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
17564;2,18E+13;Restauration collective
17565;8,3887E+13;Restauration collective
17566;8,09141E+13;Restaurant
17567;2,103E+13;Restauration collective
17568;7,97914E+13;Entreposage de distribution de denrées alimentaires
17569;5,08807E+13;Boucherie-Charcuterie
17570;8,42732E+13;Restaurant
17571;8,18979E+13;Restaurant
17572;7,50588E+13;Restaurant
17573;8,4388E+13;Restaurant
17574;7,99108E+13;Restauration collective
17575;9,00344E+13;Libre service|Alimentation générale
17576;3,89495E+13;Traiteur
17577;2,19401E+13;Restauration collective
17578;8,93004E+13;Restaurant
17579;8,22001E+13;Restaurant
17580;2,11104E+13;Restauration collective
17581;8,17766E+13;Boulangerie-Pâtisserie|Traiteur
17582;8,24007E+13;Restaurant
17583;8,20125E+13;Traiteur
17584;8,345E+13;Restaurant
17585;1,93116E+13;Restauration collective
17586;5,52083E+13;Rayon poissonnerie
17587;2,14401E+13;Restauration collective
17588;8,12874E+13;Restaurant
17589;5,35056E+13;Restaurant
17590;7,78308E+13;Transformation de lait ou produits laitiers
17591;7,88501E+13;Restaurant
17592;8,3091E+13;Producteur fermier
17593;8,8183E+13;Restaurant
17594;1,917E+13;Restauration collective
17595;3,80231E+13;Découpe de viande de boucherie
17596;8,40501E+13;Restaurant
17597;3,52428E+13;Boulangerie-Pâtisserie
17598;1,90215E+13;Restauration collective
17599;2,64001E+13;Restauration collective
17600;7,92122E+13;Restaurant
17601;4,24728E+13;Libre service|Alimentation générale
17602;8,79958E+13;Restaurant
17603;3,78925E+13;Restauration collective
17604;4,84615E+13;Restaurant
17605;7,92827E+13;Restaurant
17606;8,28453E+13;Restaurant
17607;5,14891E+13;Restaurant
17608;5,621E+13;Boulangerie-Pâtisserie
17609;5,32937E+13;Chocolatier|Boulangerie-Pâtisserie
17610;6,22037E+13;Restauration collective
17611;4,14834E+13;Entreposage de viande de boucherie
17612;4,19035E+13;Restaurant
17613;6,62025E+13;Restauration collective
17614;2,00027E+13;Restauration collective
17615;7,75592E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
17616;2,192E+13;Restauration collective
17617;2,00027E+13;Restauration collective
17618;9,3718E+13;Traiteur|Boucherie-Charcuterie
17619;1,929E+13;Restauration collective
17620;8,19459E+13;Restaurant
17621;7,78319E+13;Transformation de lait ou produits laitiers
17622;8,09656E+13;Libre service|Alimentation générale
17623;3,51121E+13;Restauration collective
17624;8,12344E+13;Libre service
17625;8,84394E+13;Restaurant
17626;8,47806E+13;Restaurant
17627;1,97507E+13;Restauration collective
17628;3,2365E+13;Restauration collective
17629;8,49378E+13;Restaurant
17630;8,41127E+13;Boulangerie-Pâtisserie
17631;4,22881E+13;Transformation de lait ou produits laitiers
17632;4,44506E+13;Restaurant
17633;2,68301E+13;Restauration collective
17634;1,96001E+13;Restauration collective
17635;3,43263E+13;Libre service
17636;4,28664E+13;Producteur fermier
17637;3,94247E+13;Entreposage de distribution de denrées alimentaires
17638;8,3534E+13;Producteur fermier
17639;8,78833E+13;Restaurant
17640;3,98983E+13;Purification/Expédition de coquillages
17641;8,35241E+13;Restaurant
17642;1,91401E+13;Restauration collective
17643;7,8494E+13;Libre service
17644;8,30247E+13;Alimentation générale
17645;8,83774E+13;Libre service
17646;6,32041E+13;Restauration collective
17647;4,14446E+13;Restauration collective
17648;8,11774E+13;Rayon traiteur
17649;8,83286E+13;Restaurant
17650;7,84647E+13;Restauration collective
17651;1,97809E+13;Restauration collective
17652;8,92709E+13;Restaurant
17653;2,60209E+13;Restauration collective
17654;8,1006E+13;Restaurant
17655;4,04861E+13;Purification/Expédition de coquillages
17656;3,9672E+13;Alimentation générale
17657;3,50434E+13;Entreposage de distribution de denrées alimentaires
17658;8,83919E+13;Restaurant
17659;8,29147E+13;Restaurant
17660;3,50434E+13;Transformation de produits de la pêche
17661;8,14485E+13;Autres activités de remise directe
17662;4,2432E+13;Restaurant
17663;2,12702E+13;Restauration collective
17664;5,09335E+13;Transformation de lait ou produits laitiers
17665;7,94788E+13;Restaurant
17666;5,37706E+13;Producteur fermier
17667;3,53499E+13;Découpe de viande de boucherie
17668;4,84981E+13;Alimentation générale
17669;4,00354E+13;Restauration collective
17670;3,53499E+13;Transformation de produits carnés
17671;8,78663E+13;Restaurant
17672;8,24989E+13;Producteur fermier
17673;9,01377E+13;Fromagerie
17674;8,8372E+13;Libre service|Alimentation générale
17675;5,22751E+13;Producteur fermier
17676;8,81459E+13;Restaurant
17677;8,30711E+13;Restauration collective
17678;8,48837E+13;Restaurant
17679;3,4438E+13;Vivier produits de la pêche
17680;5,28894E+13;Centre d'emballage des oeufs
17681;8,80889E+13;Restaurant
17682;7,98657E+13;VH, VSM, préparation viandes boucherie
17683;5,04976E+13;Restaurant
17684;8,33315E+13;Restaurant
17685;8,83297E+13;Restaurant
17686;2,00058E+13;Restauration collective
17687;8,312E+13;Restaurant
17688;4,49168E+13;Restaurant
17689;4,09262E+13;Poissonnerie
17690;4,37594E+13;Restaurant
17691;8,54048E+13;Restaurant
17692;7,94281E+13;Découpe de viande de boucherie
17693;4,50655E+13;Restauration collective
17694;8,82145E+13;Libre service|Alimentation générale
17695;8,38814E+13;Producteur fermier
17696;7,89859E+13;Libre service
17697;5,29606E+13;Restaurant
17698;8,40532E+13;Restaurant
17699;4,18781E+13;Restaurant
17700;5,14787E+13;Transformation de lait ou produits laitiers
17701;5,07609E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
17702;4,10997E+13;Commerce alimentaire
17703;2,18805E+13;Restauration collective
17704;7,80692E+13;Restauration collective
17705;2,13305E+13;Restauration collective
17706;8,51838E+13;Poissonnerie
17707;2,194E+13;Restauration collective
17708;2,147E+13;Restauration collective
17709;2,11405E+13;Restauration collective
17710;7,50158E+13;Restauration collective
17711;2,16206E+13;Restauration collective
17712;8,08126E+13;Restaurant
17713;5,00438E+13;VH, VSM, préparation viandes boucherie
17714;8,49169E+13;Restaurant
17715;8,20936E+13;Restaurant
17716;5,32511E+13;Transformation de lait ou produits laitiers
17717;4,14834E+13;Découpe de viande de boucherie
17718;4,04212E+13;Restaurant
17719;3,51442E+13;Transport de denrées alimentaires
17720;2,14903E+13;Restauration collective
17721;8,81467E+13;Restaurant
17722;2,179E+13;Restauration collective
17723;4,97729E+13;Restaurant
17724;8,14303E+13;Restaurant
17725;8,81951E+13;Producteur fermier
17726;2,68E+13;Restauration collective
17727;4,47496E+13;Producteur fermier
17728;4,23284E+13;Restauration collective
17729;8,08642E+13;Restaurant
17730;4,11209E+13;Transformation de lait ou produits laitiers
17731;8,2752E+13;Restaurant
17732;3,22324E+13;Producteur fermier
17733;3,80266E+13;Rayon pain/viennoiserie/pâtisserie|Rayon boucherie-charcuterie
17734;4,90813E+13;Purification/Expédition de coquillages
17735;8,82626E+13;Restaurant
17736;4,32517E+13;Transformation de lait ou produits laitiers
17737;7,75616E+13;Restauration collective
17738;7,86024E+13;Restauration collective
17739;4,32517E+13;Producteur fermier
17740;3,0512E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
17741;2,00055E+13;Restauration collective
17742;4,32517E+13;Caves d'affinage
17743;2,18E+13;Restauration collective
17744;5,18641E+13;Purification/Expédition de coquillages
17745;3,84967E+13;Producteur fermier
17746;4,41584E+13;Fromagerie|Boucherie-Charcuterie
17747;2,00027E+13;Restauration collective
17748;7,092E+13;Transformation de lait ou produits laitiers
17749;6,385E+13;Transformation de produits carnés
17750;3,49655E+13;Mareyage et préparation de produits de la pêche
17751;8,17797E+13;Restauration collective
17752;6,385E+13;Transformation de produits de la pêche
17753;3,3178E+13;Traiteur
17754;5,10061E+13;Boucherie-Charcuterie
17755;9,00282E+13;Restaurant
17756;2,17203E+13;Restauration collective
17757;2,11701E+13;Restauration collective
17758;3,79132E+13;Entreposage de distribution de denrées alimentaires
17759;P00000230002;Restaurant
17760;2,00009E+13;Restauration collective
17761;3,42011E+13;Transformation de produits de la pêche
17762;2,15901E+13;Restauration collective
17763;8,15082E+13;Restaurant
17764;7,8494E+13;Libre service
17765;3,80264E+13;Producteur fermier
17766;8,41279E+13;Restaurant
17767;3,34159E+13;Restauration collective
17768;4,03647E+13;Découpe de viandes de volailles/lagomorphe
17769;5,04901E+13;Restaurant
17770;3,48557E+13;Restaurant
17771;4,03647E+13;Salle d'abattage à la ferme
17772;2,15602E+13;Restauration collective
17773;3,2616E+13;Transport de denrées alimentaires
17774;5,19214E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
17775;5,1016E+13;Transformation de produits carnés
17776;7,80491E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
17777;8,93723E+13;Restaurant
17778;3,52418E+13;Rayon boucherie-charcuterie
17779;4,01252E+13;Restauration collective
17780;3,99256E+13;Restauration collective
17781;8,29619E+13;Restaurant
17782;4,21098E+13;Libre service
17783;3,83796E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
17784;9,00457E+13;Libre service|Alimentation générale
17785;5,1948E+13;Transformation de produits carnés
17786;3,83796E+13;Producteur fermier
17787;8,39268E+13;Restaurant
17788;8,04252E+13;Boucherie-Charcuterie
17789;2,616E+13;Restauration collective
17790;3,47438E+13;Restauration collective
17791;4,08861E+13;Restaurant
17792;3,80998E+13;Boucherie-Charcuterie
17793;8,39375E+13;Libre service
17794;4,10247E+13;Restaurant
17795;4,78574E+13;Restauration collective
17796;8,1206E+13;Traiteur|Boucherie-Charcuterie
17797;3,1662E+13;Restauration collective
17798;3,23184E+13;Commerce alimentaire
17799;8,51201E+13;Centre d'emballage des oeufs
17800;8,47684E+13;Restaurant
17801;4,43377E+13;Producteur fermier
17802;8,5046E+13;Entreposage de distribution de denrées alimentaires
17803;4,39976E+13;Restauration collective
17804;4,88699E+13;Restauration collective
17805;8,12679E+13;Restaurant
17806;4,28268E+13;Libre service
17807;8,82463E+13;Restaurant
17808;8,17995E+13;Transformation de lait ou produits laitiers
17809;5,31061E+13;Libre service
17810;8,20779E+13;Traiteur
17811;8,09658E+13;Purification/Expédition de coquillages
17812;7,75663E+13;Restauration collective
17813;8,98893E+13;Restaurant
17814;4,83239E+13;Restaurant
17815;3,21514E+13;Transport de denrées alimentaires
17816;4,12433E+13;Rayon boucherie-charcuterie
17817;4,20178E+13;Vivier produits de la pêche
17818;8,18501E+13;Autres activités de remise directe
17819;8,8372E+13;Boucherie-Charcuterie
17820;4,25039E+13;Restauration collective
17821;5,32319E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
17822;8,23742E+13;Restaurant
17823;3,41015E+13;Libre service
17824;3,98104E+13;Restauration collective
17825;5,32923E+13;Transformation de lait ou produits laitiers
17826;8,39568E+13;Restaurant
17827;7,77838E+13;Restauration collective
17828;4,48057E+13;Libre service|Alimentation générale
17829;8,01563E+13;Restauration collective
17830;5,02707E+13;Traiteur
17831;4,08442E+13;Transformation de lait ou produits laitiers
17832;5,13605E+13;Restaurant
17833;5,07609E+13;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage
17834;5,32923E+13;Producteur fermier
17835;8,83441E+13;Libre service|Alimentation générale
17836;8,28001E+13;Autres activités de remise directe
17837;2,18501E+13;Restauration collective
17838;3,81126E+13;Restauration collective
17839;3,0484E+13;Transformation de produits carnés
17840;8,23751E+13;Boucherie-Charcuterie
17841;4,33927E+13;Transport de denrées alimentaires
17842;4,05376E+13;Traiteur
17843;8,13051E+13;Restaurant
17844;8,84331E+13;Restauration collective
17845;2,294E+13;Restauration collective
17846;8,43753E+13;Restaurant
17847;2,616E+13;Restauration collective
17848;3,91092E+13;Restauration collective
17849;3,00545E+13;Rayon boucherie-charcuterie
17850;3,90538E+13;Chaîne d'abattage de volaille/lagomorphe/petit gibier
17851;8,43894E+13;Restauration collective
17852;8,21804E+13;Restaurant
17853;3,34159E+13;Restauration collective
17854;8,95183E+13;Boucherie-Charcuterie
17855;8,24468E+13;Mareyage et préparation de produits de la pêche
17856;4,14604E+13;Boucherie-Charcuterie
17857;8,01898E+13;Restaurant
17858;8,49045E+13;Restaurant
17859;8,19318E+13;Producteur fermier
17860;3,52873E+13;Transformation de lait ou produits laitiers
17861;7,97942E+13;Boulangerie-Pâtisserie
17862;8,03794E+13;VH, VSM, préparation viandes boucherie
17863;7,52522E+13;Restaurant
17864;8,43408E+13;Restaurant
17865;4,11419E+13;Producteur fermier
17866;4,90813E+13;Mareyage et préparation de produits de la pêche
17867;3,51031E+13;Restaurant
17868;8,17947E+13;Restaurant
17869;5,00891E+13;Découpe de viande de boucherie
17870;7,93821E+13;Restaurant
17871;7,80811E+13;Restauration collective
17872;4,21704E+13;Restaurant
17873;8,79885E+13;Restaurant
17874;4,22703E+13;Restaurant
17875;8,81663E+13;Libre service|Alimentation générale
17876;6,62025E+13;Restauration collective
17877;8,31835E+13;Restaurant
17878;P00012647001;Libre service|Alimentation générale
17879;8,43935E+13;Restaurant
17880;5,34207E+13;Restaurant
17881;4,0311E+13;Rayon poissonnerie|Rayon pain/viennoiserie/pâtisserie|Rayon boucherie-charcuterie
17882;8,42832E+13;Restaurant
17883;5,42016E+13;Restauration collective
17884;2,18103E+13;Restauration collective
17885;1,80036E+13;Restauration collective
17886;3,01162E+13;Restaurant
17887;2,18401E+13;Restauration collective
17888;3,15042E+13;Entreposage de distribution de denrées alimentaires
17889;2,665E+13;Restauration collective
17890;7,75695E+13;Restauration collective
17891;8,77877E+13;Restauration collective
17892;2,65601E+13;Restauration collective
17893;2,611E+13;Restauration collective
17894;1,97507E+13;Restauration collective
17895;7,8692E+13;Rayon boucherie-charcuterie
17896;4,40284E+13;Rayon fromagerie
17897;8,78569E+13;Restaurant
17898;8,31928E+13;Libre service|Alimentation générale
17899;7,8146E+13;Restauration collective
17900;2,61401E+13;Restauration collective
17901;7,75544E+13;Restauration collective
17902;4,39122E+13;Découpe de viande de boucherie
17903;7,01055E+13;Découpe de viande de boucherie
17904;3,88277E+13;Entreposage de distribution de denrées alimentaires
17905;4,39122E+13;Transformation de produits carnés
17906;4,22427E+13;Purification/Expédition de coquillages
17907;7,75694E+13;Entreposage de distribution de denrées alimentaires
17908;7,75681E+13;Restauration collective
17909;5,13238E+13;Restaurant
17910;4,14463E+13;Purification/Expédition de coquillages
17911;3,43772E+13;Purification/Expédition de coquillages
17912;7,01055E+13;Entreposage de distribution de denrées alimentaires
17913;5,22506E+13;Producteur fermier
17914;8,18565E+13;Libre service
17915;4,10275E+13;Restauration collective
17916;3,48022E+13;Boucherie-Charcuterie
17917;5,35337E+13;Abattage de produits de l'aquaculture
17918;8,5331E+13;Producteur fermier
17919;8,23229E+13;Libre service
17920;5,35337E+13;Transformation de produits de la pêche
17921;8,09295E+13;Restaurant
17922;4,53947E+13;Restaurant
17923;5,09874E+13;Restaurant
17924;8,43457E+13;Restaurant
17925;3,82758E+13;Entreposage non spécialisé de denrées alimentaires
17926;2,638E+13;Transport de denrées alimentaires
17927;2,63105E+13;Restauration collective
17928;8,21244E+13;Restaurant
17929;4,81916E+13;Producteur fermier
17930;7,75682E+13;Restauration collective
17931;8,42932E+13;Restaurant
17932;4,28268E+13;Libre service
17933;3,01164E+13;Transformation de lait ou produits laitiers
17934;4,38018E+13;Restaurant
17935;3,34159E+13;Restauration collective
17936;5,72102E+13;Restauration collective
17937;4,9229E+13;Restaurant
17938;2,1974E+13;Entreposage de distribution de denrées alimentaires
17939;2,11401E+13;Restauration collective
17940;3,83987E+13;Découpe de viande de boucherie
17941;2,607E+13;Restauration collective
17942;7,01055E+13;Transport de denrées alimentaires
17943;8,44936E+13;Restaurant
17944;2,517E+13;Restauration collective
17945;8,11774E+13;Rayon boucherie-charcuterie
17946;4,91208E+13;Boulangerie-Pâtisserie
17947;3,45026E+13;Producteur fermier
17948;8,0196E+13;Production d'abats
17949;3,50778E+13;Transformation de produits de la pêche
17950;5,00505E+13;Restaurant
17951;7,01055E+13;Découpe de viandes de volailles/lagomorphe
17952;8,93719E+13;Restaurant
