SIRET;Code_postal;APP_Libelle_activite_etablissement;Agrement;ods_type_activite;Synthese_eval_sanit_A améliorer;Synthese_eval_sanit_A corriger de manière urgente;Synthese_eval_sanit_Satisfaisant;Synthese_eval_sanit_Très satisfaisant
21750001601512;75;Restauration collective;1;Autres;0;0;1;0
89951954000012;69;Boulangerie-Pâtisserie;1;Autres;0;0;0;1
85057653900017;56;Boucherie-Charcuterie;1;Autres;0;0;1;0
39966321000017;68;Entreposage de produits laitiers;1;Transport et entreposage de denrées alimentaires;0;0;0;1
90014130000013;69;Restaurant;1;Autres;0;0;0;1
82821640800017;75;Restaurant;1;Autres;0;0;1;0
84121371300024;59;Restaurant;1;Autres;1;0;0;0
95850317900011;69;Boucherie-Charcuterie;1;Autres;0;0;0;1
21240553400018;24;Restaurant;1;Autres;0;0;0;1
80832853800018;35;Boucherie-Charcuterie;1;Autres;0;0;1;0
26580003700011;58;Restauration collective;1;Autres;0;0;1;0
33213843700014;52;Producteur fermier;1;Autres;0;0;1;0
53768172800011;69;Producteur fermier;1;Autres;0;0;0;1
87781238800016;75;Restaurant;1;Autres;0;0;0;1
79117076400017;41;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
80112816600015;78;Restauration collective;1;Autres;0;0;1;0
80122812300023;6;Libre service;1;Autres;0;0;1;0
26240598800011;24;Restauration collective;1;Autres;0;0;0;1
37906202900044;24;Entreposage de distribution de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
52234946300011;78;Restauration collective;1;Autres;0;0;1;0
44827399500010;49;Producteur fermier;1;Autres;0;0;1;0
21850234200031;85;Restauration collective;1;Autres;0;0;0;1
52352476700036;1;Restaurant;1;Autres;0;0;1;0
35123261600042;14;Commerce alimentaire;1;Autres;0;0;0;1
52961624500013;26;Producteur fermier;1;Autres;0;0;1;0
20001842200010;97;Restauration collective;1;Autres;1;0;0;0
40125156602531;13;Restauration collective;1;Autres;0;0;1;0
40400066300017;75;Restaurant;1;Autres;0;0;1;0
31742604700047;16;Transformation de produits de la pêche;1;Produits de la mer et d'eau douce;0;0;0;1
48425050100018;93;Boulangerie-Pâtisserie;1;Autres;0;0;1;0
53202732300015;75;Commerce alimentaire;1;Autres;0;0;0;1
42111689800014;21;Libre service;1;Autres;0;0;1;0
84071188100028;84;Libre service|Alimentation générale|Boulangerie-Pâtisserie;1;Autres;0;0;0;1
21830124000022;83;Restauration collective;1;Autres;0;0;0;1
20002060000017;84;Restauration collective;1;Autres;0;0;1;0
85013553400012;22;Mareyage et préparation de produits de la pêche;1;Produits de la mer et d'eau douce;0;0;0;1
83344956400016;64;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
88435371500011;34;Alimentation générale|Boulangerie-Pâtisserie;1;Autres;0;0;1;0
33918780900019;81;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;1;0
58625050800015;43;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
79944093800014;81;Producteur fermier;1;Autres;0;0;0;1
40990127900011;56;Traiteur;1;Autres;0;0;1;0
52211319000022;75;Restaurant;1;Autres;0;0;1;0
40735027100018;50;Rayon traiteur;1;Autres;0;0;1;0
39110797600022;62;Producteur fermier;1;Autres;0;0;1;0
20004435200017;39;Restauration collective;1;Autres;0;0;0;1
78537635100025;92;Restauration collective;1;Autres;0;0;1;0
44949553000031;69;Libre service|Alimentation générale;1;Autres;0;0;1;0
88310068700010;81;Restaurant;1;Autres;0;0;1;0
81534095500021;75;Restaurant;1;Autres;0;0;1;0
43020123600196;68;Restaurant;1;Autres;0;0;1;0
25790170200015;79;Restauration collective;1;Autres;0;0;1;0
42254742200010;75;Alimentation générale;1;Autres;0;0;0;1
41459116400010;61;Alimentation générale|Traiteur|Boucherie-Charcuterie;1;Autres;0;0;0;1
32448939200013;31;Boucherie-Charcuterie;1;Autres;0;0;1;0
52951402800016;71;Restauration collective;1;Autres;0;0;1;0
39444326100042;4;Restaurant;1;Autres;0;0;1;0
81800911000011;51;Restaurant;1;Autres;0;0;1;0
51001495400018;97;Restauration collective;1;Autres;0;0;1;0
79791207800038;34;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;0;1
84153615400021;75;Restaurant;1;Autres;0;0;1;0
75123903900025;76;Restaurant;1;Autres;0;0;1;0
81799476700017;43;Producteur fermier;1;Autres;0;0;1;0
89371203400014;60;Libre service|Alimentation générale;1;Autres;0;0;1;0
19781864400019;78;Restauration collective;1;Autres;0;0;1;0
80110227800034;56;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
53896314100022;5;Producteur fermier;1;Autres;0;0;0;1
21810140000149;81;Restauration collective;1;Autres;0;0;1;0
41154502300102;28;Entreposage de distribution de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
81458284700020;44;Restaurant;1;Autres;0;0;0;1
88153147900015;6;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
21170240200051;17;Restauration collective;1;Autres;0;0;0;1
90120973400010;97;Découpe de viande de boucherie;1;Viandes et produits carnés;1;0;0;0
83208487500026;75;Traiteur;1;Autres;0;0;0;1
38398687400014;22;Production d'abats;1;Viandes et produits carnés;0;0;1;0
89857903200019;34;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
81261282800010;49;Restauration collective;1;Autres;0;0;1;0
33479505100054;31;Restauration collective;1;Autres;0;0;1;0
26240598800011;24;Restauration collective;1;Autres;0;0;1;0
13002792300171;33;Restauration collective;1;Autres;0;0;1;0
50989449900011;75;Restaurant;1;Autres;0;0;1;0
51406682800013;93;Boucherie-Charcuterie;1;Autres;0;0;1;0
77555970100146;13;Restauration collective;1;Autres;0;0;1;0
31340223200018;83;Restauration collective;1;Autres;0;0;0;1
42181674500010;56;Restaurant;1;Autres;0;0;1;0
89927971500010;51;Restaurant;1;Autres;0;0;1;0
21240104600017;24;Restauration collective;1;Autres;0;0;0;1
82838170700029;30;Restaurant;1;Autres;0;0;1;0
62050144500048;76;Poissonnerie;1;Autres;0;0;0;1
94675065000016;68;Restauration collective;1;Autres;0;0;1;0
88181592200011;13;Producteur fermier;1;Autres;0;0;0;1
20003575600010;32;Restauration collective;1;Autres;0;0;0;1
26860013700015;86;Restauration collective;1;Autres;0;0;1;0
84462474200020;75;Restaurant;1;Autres;1;0;0;0
52898446100038;44;Entreposage de distribution de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;1;0
69203643700022;94;Transport de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
34540559100016;2;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
88272313300014;30;Restaurant;1;Autres;0;0;1;0
26800007200010;80;Restauration collective;1;Autres;0;0;1;0
35057597300119;85;Restaurant;1;Autres;0;0;1;0
78903992200016;75;Restaurant;1;Autres;0;0;1;0
88417124000028;94;Restaurant;1;Autres;0;0;1;0
83778523700012;25;Producteur fermier;1;Autres;0;0;0;1
41044070500029;53;Restaurant;1;Autres;0;0;0;1
88975180600023;93;Libre service|Alimentation générale;1;Autres;0;0;1;0
34117411801170;4;Restauration collective;1;Autres;0;0;1;0
26590871500013;59;Restauration collective;1;Autres;0;0;1;0
39848488100030;35;Restaurant;1;Autres;0;0;0;1
22940028800879;94;Restauration collective;1;Autres;0;0;0;1
78606094700011;44;Restauration collective;1;Autres;0;0;1;0
88805990400027;79;Rayon boucherie-charcuterie;1;Autres;0;0;1;0
21600043000019;60;Restauration collective;1;Autres;0;0;0;1
80482048800018;87;Restaurant;1;Autres;0;0;1;0
47879097500039;69;Restaurant;1;Autres;0;0;0;1
43368202800025;93;Restauration collective;1;Autres;0;0;1;0
26020017500016;2;Restauration collective;1;Autres;0;0;1;0
88805990400027;79;Rayon poissonnerie;1;Autres;0;0;1;0
43368202800025;93;Restauration collective;1;Autres;0;0;1;0
84750848800016;75;Restaurant;1;Autres;0;0;0;1
82037594700018;27;Restaurant;1;Autres;0;0;1;0
53454876300018;92;Restauration collective;1;Autres;0;0;1;0
81136846300014;93;Métier de bouche;1;Autres;0;0;0;1
53978097300027;82;Restaurant;1;Autres;0;0;0;1
38473967800017;75;Restaurant;1;Autres;0;0;0;1
80470349400067;69;Restauration collective;1;Autres;0;0;1;0
47785150500016;75;Alimentation générale;1;Autres;0;0;0;1
81465324200010;24;Restauration collective;1;Autres;0;0;1;0
31750703600018;50;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
49967970200039;75;Restaurant;1;Autres;0;0;1;0
43937112100013;1;Restauration collective;1;Autres;0;0;0;1
88045420200016;56;Restaurant;1;Autres;0;0;1;0
53327047600013;75;Restaurant;1;Autres;0;0;0;1
81799476700017;43;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
82069758900019;42;Producteur fermier;1;Autres;0;0;0;1
47946703700012;75;Restaurant;1;Autres;0;0;1;0
43430333500013;83;Restaurant;1;Autres;0;0;0;1
44088382500018;20;Restaurant;1;Autres;0;0;0;1
1705065900063;21;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
38398687400014;22;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage;1;Abattoirs;0;0;0;1
75242442400014;44;Restaurant;1;Autres;0;0;0;1
33533651700024;61;Restauration collective;1;Autres;0;0;1;0
43486693500019;33;Restaurant;1;Autres;0;0;0;1
34540559100016;2;Caves d'affinage;1;Lait et produits laitiers;0;0;0;1
77568204001766;5;Restauration collective;1;Autres;0;0;1;0
21530147400197;53;Restauration collective;1;Autres;0;0;1;0
83961160500024;75;Restaurant;1;Autres;0;0;0;1
49861084900016;94;Boucherie-Charcuterie;1;Autres;0;0;1;0
42237479300012;26;Producteur fermier;1;Autres;0;0;1;0
47946961100012;17;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;1;0
45241477400151;37;Restauration collective;1;Autres;0;0;1;0
38398687400014;22;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;0;1
35123261600042;14;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
79860388200019;75;Restaurant;1;Autres;0;0;1;0
79118560600013;16;Boucherie-Charcuterie;1;Autres;0;0;1;0
38988134300021;24;Découpe de viande de boucherie;1;Viandes et produits carnés;1;0;0;0
31835741500013;88;Restauration collective;1;Autres;0;0;0;1
88877692900018;40;Restaurant;1;Autres;0;0;1;0
80208263600019;56;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;1;0
21310044900015;31;Restauration collective;1;Autres;0;0;1;0
44354402800022;80;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;1;0
38836737700016;12;Restaurant;1;Autres;1;0;0;0
32388632500022;97;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
79521702500019;92;Boucherie-Charcuterie;1;Autres;0;0;1;0
37558027100241;22;Mareyage et préparation de produits de la pêche;1;Produits de la mer et d'eau douce;0;0;1;0
80512831100018;49;Boulangerie-Pâtisserie;1;Autres;0;0;1;0
82773530900029;6;Restauration collective;1;Autres;0;0;1;0
84856683200012;45;Fromagerie|Boucherie-Charcuterie;1;Autres;0;0;1;0
79533699900011;75;Restaurant;1;Autres;0;0;1;0
50890512200034;80;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;0;1
77570161800362;27;Restauration collective;1;Autres;0;0;1;0
70201070300065;75;Restaurant;1;Autres;0;0;0;1
21231370400018;23;Restauration collective;1;Autres;0;0;1;0
78522065800013;91;Restauration collective;1;Autres;0;0;1;0
44056281700039;11;Mareyage et préparation de produits de la pêche;1;Produits de la mer et d'eau douce;0;0;0;1
49914286700013;14;Métier de bouche;1;Autres;0;0;1;0
21140118700359;14;Restauration collective;1;Autres;0;0;0;1
70204811700015;75;Restauration collective;1;Autres;0;0;1;0
48010521200017;23;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;1;0
82465406500013;75;Restaurant;1;Autres;0;0;0;1
75197227400011;34;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;1;0
50055682400018;34;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;1;0
53938968400025;75;Restauration collective;1;Autres;0;0;1;0
49516475800015;75;Restaurant;1;Autres;0;0;0;1
44061675300024;55;Restaurant;1;Autres;0;0;0;1
47890246300015;89;Restaurant;1;Autres;0;0;1;0
51929779000023;45;Entreposage de viande de volailles;1;Transport et entreposage de denrées alimentaires;0;0;1;0
39813847900025;2;Restauration collective;1;Autres;0;0;1;0
41459116400010;61;Libre service|Alimentation générale;1;Autres;0;0;0;1
84054188200014;75;Restaurant;1;Autres;0;0;1;0
80449674300019;69;Restaurant;1;Autres;0;0;1;0
38398687400014;22;Découpe de viande de boucherie;1;Viandes et produits carnés;0;0;1;0
42698009000010;12;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
82292007000015;93;Boulangerie-Pâtisserie;1;Autres;0;0;1;0
26820105000013;82;Restauration collective;1;Autres;0;0;1;0
47718101004929;80;Restauration collective;1;Autres;0;0;1;0
38398687400014;22;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
38398687400014;22;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
21590179400168;59;Restauration collective;1;Autres;0;0;1;0
21230920700018;23;Restauration collective;1;Autres;0;0;0;1
85351221800019;13;Restaurant;1;Autres;0;0;0;1
81114850100018;5;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
78932103100013;69;Libre service;1;Autres;0;0;1;0
30401025900014;68;Collecte de lait;1;Lait et produits laitiers;0;0;0;1
47918275000436;92;Restauration collective;1;Autres;0;0;1;0
82456299500012;35;Pêche de production primaire;1;Produits de la mer et d'eau douce;0;0;0;1
79260594100022;80;Restaurant;1;Autres;0;0;1;0
47793168700024;83;Restaurant;1;Autres;0;0;1;0
21300034200013;30;Restauration collective;1;Autres;0;0;1;0
26910169700010;91;Restauration collective;1;Autres;0;0;0;1
33439561300014;85;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;1;0
44354663500014;75;Restaurant;1;Autres;0;0;1;0
80897582500015;75;Restaurant;1;Autres;0;0;1;0
21320406800026;32;Restauration collective;1;Autres;0;0;1;0
40861070700015;32;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
26972061100012;97;Restauration collective;1;Autres;0;0;0;1
53939131800034;75;Restaurant;1;Autres;0;0;1;0
47718101001149;10;Restauration collective;1;Autres;0;0;0;1
83222417400017;75;Restaurant;1;Autres;0;0;1;0
88143269400027;75;Restaurant;1;Autres;0;0;1;0
83039692500018;6;Alimentation générale|Boucherie-Charcuterie;1;Autres;0;0;1;0
50890512200034;80;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;0;1
52957678700012;9;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage;1;Abattoirs;1;0;0;0
31902715700019;60;Restauration collective;1;Autres;0;0;1;0
53938968400074;75;Restauration collective;1;Autres;0;0;0;1
38187598800028;80;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;1;0
20000554400024;44;Restauration collective;1;Autres;0;0;1;0
21240020400013;24;Restauration collective;1;Autres;0;0;0;1
88856043000017;29;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
84519841500018;94;Boucherie-Charcuterie;1;Autres;0;0;1;0
33004253200060;27;Transformation de produits de la pêche;1;Produits de la mer et d'eau douce;1;0;0;0
33415947205853;81;Restauration collective;1;Autres;0;0;1;0
77838770400019;39;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;1;0;0;0
33004253200060;27;Transformation de produits carnés;1;Viandes et produits carnés;1;0;0;0
45181187100024;34;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;1;0
53190038900010;50;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
83909411700026;97;Poissonnerie;1;Autres;0;0;0;1
77565451000145;74;Restauration collective;1;Autres;0;0;0;1
84271643300011;75;Rayon fromagerie;1;Autres;0;0;0;1
48378876600010;75;Restaurant;1;Autres;0;0;1;0
81039295100010;2;Restaurant;1;Autres;0;0;1;0
77536671900141;41;Restauration collective;1;Autres;0;0;1;0
30568943200022;17;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
78989854100014;33;Restaurant;1;Autres;0;0;0;1
21860194600211;86;Restauration collective;1;Autres;0;0;0;1
69203643700022;94;Entreposage de distribution de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
88124215000012;75;Restaurant;1;Autres;0;0;0;1
48475973300013;25;Restaurant;1;Autres;0;0;0;1
42348519200029;33;Restaurant;1;Autres;0;0;0;1
78320230200072;84;Restauration collective;1;Autres;0;0;1;0
40140071800011;51;Rayon boucherie-charcuterie;1;Autres;0;0;0;1
21240021200016;24;Restauration collective;1;Autres;0;0;1;0
88221409100010;84;Découpe de fromages;1;Lait et produits laitiers;0;0;0;1
21290165600018;29;Restauration collective;1;Autres;0;0;0;1
47879993500042;76;Boucherie-Charcuterie;1;Autres;0;0;0;1
34496344200035;77;Restauration collective;1;Autres;0;0;1;0
44843174200015;44;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
88982095700013;47;Restaurant;1;Autres;0;0;0;1
81775773500029;57;Restauration collective;1;Autres;0;0;1;0
2406360400011;97;Libre service|Alimentation générale;1;Autres;0;0;1;0
31602564200018;83;Restauration collective;1;Autres;0;0;0;1
45332307300024;76;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;0;1
38843531500014;62;Mareyage et préparation de produits de la pêche;1;Produits de la mer et d'eau douce;0;0;1;0
77568873207223;93;Restauration collective;1;Autres;0;0;1;0
43870501400043;59;Restaurant;1;Autres;0;0;1;0
42205818000023;50;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
78932103100013;69;Libre service;1;Autres;0;0;0;1
44748022900023;97;Restaurant;1;Autres;0;0;1;0
21350085300014;35;Restauration collective;1;Autres;0;0;1;0
82369133200048;97;Restauration collective;1;Autres;0;0;1;0
41844086300037;2;Libre service;1;Autres;0;0;1;0
45060304800015;63;Restaurant;1;Autres;0;0;1;0
79785268800028;56;Restaurant;1;Autres;0;0;1;0
49237419400016;56;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;1;0
84300621400012;27;Libre service|Alimentation générale;1;Autres;0;0;1;0
21240263000017;24;Restauration collective;1;Autres;0;0;0;1
78320230200080;84;Restauration collective;1;Autres;0;0;0;1
77566388300012;75;Restauration collective;1;Autres;0;0;0;1
50943718200058;60;Libre service|Alimentation générale;1;Autres;0;0;1;0
21380191300012;38;Restauration collective;1;Autres;0;0;1;0
51929779000023;45;Entreposage de produits laitiers;1;Transport et entreposage de denrées alimentaires;0;0;1;0
44383733100026;75;Restauration collective;1;Autres;0;0;1;0
81983904400024;97;Transformation de produits de la pêche;1;Produits de la mer et d'eau douce;0;0;0;1
33487123300014;29;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;1;0
89334108100014;38;Producteur fermier;1;Autres;0;0;0;1
48462636100014;97;Transformation de produits de la pêche;1;Produits de la mer et d'eau douce;0;0;1;0
21350019200017;35;Restauration collective;1;Autres;0;0;1;0
79086766700012;88;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;0;1
44891622100022;65;Traiteur;1;Autres;0;0;1;0
79820934200038;17;Restaurant;1;Autres;1;0;0;0
85383737500023;75;Restaurant;1;Autres;0;0;1;0
50343604000029;74;Découpe de viandes de volailles/lagomorphe;1;Viandes et produits carnés;0;0;0;1
84306407200013;69;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
44990660100041;57;Restaurant;1;Autres;0;0;1;0
50343604000029;74;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
6630451000010;97;Restaurant;1;Autres;0;0;1;0
33758130000023;14;Rayon boucherie-charcuterie;1;Autres;0;0;1;0
81477734800032;97;Restaurant;1;Autres;0;0;1;0
39090779800016;20;Restaurant;1;Autres;0;0;0;1
37921709400018;61;Centre d'emballage des oeufs;1;Œufs et ovoproduits;0;0;0;1
33218830900063;79;Rayon poissonnerie;1;Autres;0;0;1;0
77622955100085;7;Restauration collective;1;Autres;0;0;0;1
21231410800011;23;Restauration collective;1;Autres;0;0;0;1
48008096900052;60;Restauration collective;1;Autres;0;0;1;0
83199276300019;11;Producteur fermier;1;Autres;0;0;1;0
89187721900016;69;Restaurant;1;Autres;0;0;0;1
85109588500014;33;Fromagerie;1;Autres;0;0;1;0
83421103900013;75;Restaurant;1;Autres;0;0;1;0
84352599900010;3;Producteur fermier;1;Autres;0;0;0;1
32863014000064;15;Découpe de gibier sauvage;1;Viandes et produits carnés;0;0;0;1
88929456700017;1;Producteur fermier;1;Autres;0;0;1;0
82369133200055;97;Restauration collective;1;Autres;0;0;1;0
43437973100012;11;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
21160113300120;16;Restauration collective;1;Autres;0;0;0;1
84271643300011;75;Rayon poissonnerie;1;Autres;0;0;0;1
41067437800022;31;Entreposage non spécialisé de denrées alimentaires;1;Transport et entreposage de denrées alimentaires;0;0;0;1
45332307300024;76;Découpe de viandes de volailles/lagomorphe;1;Viandes et produits carnés;0;0;0;1
33177215200046;31;Restauration collective;1;Autres;0;0;1;0
77557120100034;25;Restauration collective;1;Autres;0;0;1;0
82918752500011;75;Restaurant;1;Autres;0;0;0;1
38265137000019;75;Restaurant;1;Autres;0;0;1;0
79688021900038;74;Caves d'affinage;1;Lait et produits laitiers;0;0;0;1
80778647000011;75;Restaurant;1;Autres;0;0;0;1
44013605900027;13;Restauration collective;1;Autres;0;0;0;1
45343243700102;77;Restauration collective;1;Autres;0;0;1;0
54004243900146;75;Boulangerie-Pâtisserie;1;Autres;0;0;0;1
88421167300014;57;Restaurant;1;Autres;1;0;0;0
81754311900017;75;Libre service;1;Autres;0;0;0;1
21380543500012;38;Restauration collective;1;Autres;0;0;0;1
82845185600011;80;Boucherie-Charcuterie;1;Autres;0;0;1;0
18680382100013;68;Restauration collective;1;Autres;0;0;0;1
79428650000010;75;Boucherie-Charcuterie;1;Autres;0;0;0;1
83450182700010;69;Boulangerie-Pâtisserie|Traiteur;1;Autres;0;0;1;0
18680382100013;68;Restauration collective;1;Autres;0;0;0;1
88950146600011;35;Producteur fermier;1;Autres;0;0;0;1
79476089200016;75;Restaurant;1;Autres;0;0;0;1
77560546200081;44;Restauration collective;1;Autres;0;0;1;0
79002525800027;75;Restaurant;1;Autres;0;0;0;1
32314089700030;69;Découpe de viandes de volailles/lagomorphe;1;Viandes et produits carnés;0;0;0;1
41957873700027;48;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
38526226600013;56;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
69292061400025;34;Restauration collective;1;Autres;0;0;0;1
43343446100011;75;Restaurant;1;Autres;0;0;0;1
34498428100040;2;Restaurant;1;Autres;0;0;1;0
82320077900010;57;Restaurant;1;Autres;0;0;1;0
75058165400027;75;Restaurant;1;Autres;0;0;1;0
82370741900011;42;Boulangerie-Pâtisserie;1;Autres;0;0;1;0
52487483100018;75;Restaurant;1;Autres;0;0;1;0
77560546200172;44;Restauration collective;1;Autres;0;0;0;1
39238728800013;75;Restaurant;1;Autres;0;0;1;0
89935328800017;44;Restaurant;1;Autres;0;0;0;1
19010823300015;1;Restauration collective;1;Autres;0;0;0;1
79956200400017;97;Alimentation générale;1;Autres;0;0;1;0
89045316000016;75;Restaurant;1;Autres;1;0;0;0
83230931400025;60;Fromagerie|Boucherie-Charcuterie;1;Autres;0;0;1;0
21440002000019;44;Restauration collective;1;Autres;0;0;0;1
40960318000020;59;Rayon poissonnerie;1;Autres;0;0;1;0
81473951200014;75;Restauration collective;1;Autres;0;0;1;0
26660043600015;0;Restauration collective;1;Autres;0;0;1;0
21240301800014;24;Restauration collective;1;Autres;0;0;1;0
77563436300110;63;Restauration collective;1;Autres;0;0;1;0
21500108200019;50;Restauration collective;1;Autres;0;0;1;0
40861070700015;32;Découpe de viandes de volailles/lagomorphe;1;Viandes et produits carnés;0;0;1;0
88332982300016;75;Restaurant;1;Autres;0;0;0;1
38012986611508;75;Restauration collective;1;Autres;0;0;1;0
48750574500025;7;Restaurant;1;Autres;0;0;1;0
26400148800016;40;Restauration collective;1;Autres;0;0;0;1
53531687100016;13;Transformation de lait ou produits laitiers;1;Lait et produits laitiers;0;0;0;1
21240328100018;24;Restauration collective;1;Autres;0;0;1;0
67202620000010;75;Restaurant;1;Autres;0;0;1;0
21920072200136;92;Restauration collective;1;Autres;0;0;1;0
40960318000020;59;Rayon boucherie-charcuterie;1;Autres;0;0;1;0
77562427300048;59;Restauration collective;1;Autres;0;0;1;0
50343604000029;74;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;0;1
61202653400018;75;Restaurant;1;Autres;0;0;0;1
30166800000021;85;Restauration collective;1;Autres;0;0;1;0
79151458100028;13;VH, VSM, préparation viandes boucherie;1;Viandes et produits carnés;0;0;0;1
51929848300016;97;Restaurant;1;Autres;0;0;1;0
41539843700038;76;Restauration collective;1;Autres;0;0;1;0
84991017900019;84;Restaurant;1;Autres;0;0;1;0
19750362600016;75;Restauration collective;1;Autres;0;0;1;0
81276159100021;43;Producteur fermier;1;Autres;0;0;1;0
40250309800020;64;Centre d'emballage des oeufs;1;Œufs et ovoproduits;0;0;0;1
44232679900016;59;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
19150027100017;15;Restauration collective;1;Autres;0;0;0;1
77527280000019;37;Restauration collective;1;Autres;0;0;1;0
52957678700012;9;Chaîne d'abattage d'animaux boucherie/Gibier ongulé élevage;1;Abattoirs;1;0;0;0
84133807200017;63;Boucherie-Charcuterie;1;Autres;0;0;1;0
84373163900012;59;Restaurant;1;Autres;0;0;1;0
48857324700027;75;Restaurant;1;Autres;0;0;0;1
38529779100019;91;Restaurant;1;Autres;0;0;1;0
44820493300015;9;Producteur fermier;1;Autres;0;0;0;1
82383582200011;75;Libre service|Alimentation générale;1;Autres;0;0;0;1
80005421500010;97;Restaurant;1;Autres;0;0;1;0
49378263500012;93;Libre service|Alimentation générale;1;Autres;0;0;1;0
51027114100010;17;Purification/Expédition de coquillages;1;Produits de la mer et d'eau douce;0;0;0;1
79463836100038;93;Restaurant;1;Autres;1;0;0;0
77542674500011;41;Restauration collective;1;Autres;0;0;1;0
37920731900029;31;Restauration collective;1;Autres;0;0;1;0
51492770600028;88;Boucherie-Charcuterie;1;Autres;0;0;0;1
31112727800431;75;Restaurant;1;Autres;0;0;0;1
89372663800016;72;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;0;1
19140038100015;14;Restauration collective;1;Autres;0;0;0;1
78804176200014;1;Restauration collective;1;Autres;0;0;0;1
51307833700013;88;Chaîne d'abattage de volaille/lagomorphe/petit gibier;1;Abattoirs;0;0;0;1
83518362500010;75;Restaurant;1;Autres;0;0;1;0
33884665200026;74;Transformation de produits carnés;1;Viandes et produits carnés;0;0;1;0
50940244200016;40;Transformation de produits carnés;1;Viandes et produits carnés;0;0;0;1
88061335100019;68;Restaurant;1;Autres;1;0;0;0
41040545000025;17;Restaurant;1;Autres;0;0;1;0
50940244200016;40;Salle d'abattage à la ferme;1;Abattoirs;0;0;1;0
85393204400011;68;Restaurant;1;Autres;1;0;0;0
25930037400016;93;Restauration collective;1;Autres;0;0;0;1
37942244700019;67;Restauration collective;1;Autres;0;0;1;0
30442496300011;59;Découpe de viandes de volailles/lagomorphe;1;Viandes et produits carnés;0;0;1;0
77555315900028;83;Restauration collective;1;Autres;0;0;1;0
