id_etablissement;id_activite;id_type_activite;code_postal;agrement;niveau_hygiene
114;10;0;69;;0
114;10;4;69;;0
114;5;0;69;;0
114;5;4;69;;0
114;7;0;69;;0
114;7;4;69;;0
114;0;0;69;;0
114;0;4;69;;0
114;19;0;69;;0
114;19;4;69;;0
114;6;0;69;;0
114;6;4;69;;0
114;13;0;69;;0
114;13;4;69;;0
114;8;0;69;;0
114;8;4;69;;0
114;22;0;69;;0
114;22;4;69;;0
114;32;0;69;;0
114;32;4;69;;0
114;4;0;69;;0
114;4;4;69;;0
114;31;0;69;;0
114;31;4;69;;0
114;18;0;69;;0
114;18;4;69;;0
114;2;0;69;;0
114;2;4;69;;0
114;11;0;69;;0
114;11;4;69;;0
163;2;0;95;;0
164;1;0;69;;0
114;10;0;69;;0
114;10;4;69;;0
114;5;0;69;;0
114;5;4;69;;0
114;7;0;69;;0
114;7;4;69;;0
114;0;0;69;;0
114;0;4;69;;0
114;19;0;69;;0
114;19;4;69;;0
114;6;0;69;;0
114;6;4;69;;0
114;13;0;69;;0
114;13;4;69;;0
114;8;0;69;;0
114;8;4;69;;0
114;22;0;69;;0
114;22;4;69;;0
114;32;0;69;;0
114;32;4;69;;0
114;4;0;69;;0
114;4;4;69;;0
114;31;0;69;;0
114;31;4;69;;0
114;18;0;69;;0
114;18;4;69;;0
114;2;0;69;;0
114;2;4;69;;0
114;11;0;69;;0
114;11;4;69;;0
165;0;0;92;;1
166;4;0;95;;2
114;10;0;69;;2
114;10;4;69;;2
114;5;0;69;;2
114;5;4;69;;2
114;7;0;69;;2
114;7;4;69;;2
114;0;0;69;;2
114;0;4;69;;2
114;19;0;69;;2
114;19;4;69;;2
114;6;0;69;;2
114;6;4;69;;2
114;13;0;69;;2
114;13;4;69;;2
114;8;0;69;;2
114;8;4;69;;2
114;22;0;69;;2
114;22;4;69;;2
114;32;0;69;;2
114;32;4;69;;2
114;4;0;69;;2
114;4;4;69;;2
114;31;0;69;;2
114;31;4;69;;2
114;18;0;69;;2
114;18;4;69;;2
114;2;0;69;;2
114;2;4;69;;2
114;11;0;69;;2
114;11;4;69;;2
167;1;0;85;;0
168;4;0;62;;2
168;2;0;62;;2
169;4;0;63;;0
170;4;0;38;;0
171;5;0;20;;2
171;5;1;20;;2
171;5;4;20;;2
171;4;0;20;;2
171;4;1;20;;2
171;4;4;20;;2
171;23;0;20;;2
171;23;1;20;;2
171;23;4;20;;2
171;1;0;20;;2
171;1;1;20;;2
171;1;4;20;;2
171;18;0;20;;2
171;18;1;20;;2
171;18;4;20;;2
171;36;0;20;;2
171;36;1;20;;2
171;36;4;20;;2
172;4;0;95;;0
173;1;0;92;;0
174;1;0;29;;1
175;0;0;73;;0
149;1;0;65;;1
149;4;0;65;;1
176;4;0;38;;0
177;4;0;74;;0
178;1;0;92;;0
179;1;0;29;;1
180;4;0;92;;0
152;6;0;14;;1
152;32;0;14;;1
152;13;0;14;;1
152;8;0;14;;1
152;1;0;14;;1
152;19;0;14;;1
152;22;0;14;;1
152;0;0;14;;1
181;10;0;29;;1
182;1;0;69;;1
152;6;0;14;;0
152;32;0;14;;0
152;13;0;14;;0
152;8;0;14;;0
152;1;0;14;;0
152;19;0;14;;0
152;22;0;14;;0
152;0;0;14;;0
183;4;0;80;;0
184;1;0;22;;0
152;6;0;14;;0
152;32;0;14;;0
152;13;0;14;;0
152;8;0;14;;0
152;1;0;14;;0
152;19;0;14;;0
152;22;0;14;;0
152;0;0;14;;0
185;1;0;92;;0
186;10;0;78;;2
187;24;0;94;;0
187;24;1;94;;0
187;24;5;94;;0
187;41;0;94;;0
187;41;1;94;;0
187;41;5;94;;0
187;0;0;94;;0
187;0;1;94;;0
187;0;5;94;;0
188;1;0;62;;1
189;4;0;69;;0
190;10;0;63;;2
191;0;0;35;;1
192;4;0;69;;1
193;27;0;29;;0
193;1;0;29;;0
194;1;0;97;;1
195;6;0;35;;0
196;1;0;74;;0
197;4;0;47;;2
198;1;0;78;;1
199;5;0;91;;0
199;4;0;91;;0
199;1;0;91;;0
200;4;0;29;;2
201;4;0;63;;1
202;1;0;65;;1
203;4;0;63;;1
152;6;0;14;;1
152;32;0;14;;1
152;13;0;14;;1
152;8;0;14;;1
152;1;0;14;;1
152;19;0;14;;1
152;22;0;14;;1
152;0;0;14;;1
204;1;0;78;;1
205;0;0;94;;2
206;1;0;78;;1
207;4;0;38;;0
208;4;0;69;;0
209;4;0;95;;2
210;4;0;78;;2
211;0;0;14;;0
212;4;0;91;;0
213;4;0;69;;1
214;0;0;94;;0
215;4;0;71;;0
216;0;0;92;;0
217;4;0;71;;0
218;1;0;92;;0
219;1;0;73;;1
220;1;0;69;;0
221;4;0;78;;0
222;1;0;92;;0
223;9;0;92;;0
224;4;0;29;;1
225;4;0;94;;0
171;5;0;20;;0
171;5;1;20;;0
171;5;4;20;;0
171;4;0;20;;0
171;4;1;20;;0
171;4;4;20;;0
171;23;0;20;;0
171;23;1;20;;0
171;23;4;20;;0
171;1;0;20;;0
171;1;1;20;;0
171;1;4;20;;0
171;18;0;20;;0
171;18;1;20;;0
171;18;4;20;;0
171;36;0;20;;0
171;36;1;20;;0
171;36;4;20;;0
226;1;0;92;;2
227;5;0;92;;0
171;5;0;20;;2
171;5;1;20;;2
171;5;4;20;;2
171;4;0;20;;2
171;4;1;20;;2
171;4;4;20;;2
171;23;0;20;;2
171;23;1;20;;2
171;23;4;20;;2
171;1;0;20;;2
171;1;1;20;;2
171;1;4;20;;2
171;18;0;20;;2
171;18;1;20;;2
171;18;4;20;;2
171;36;0;20;;2
171;36;1;20;;2
171;36;4;20;;2
228;10;0;14;;0
229;4;0;94;;2
230;1;0;92;;2
230;4;0;92;;2
231;1;0;92;;1
232;0;0;92;;0
233;24;0;41;;0
233;24;5;41;;0
233;0;0;41;;0
233;0;5;41;;0
234;31;0;94;;2
234;10;0;94;;2
235;0;0;78;;0
236;4;0;29;;0
237;1;0;69;;1
238;1;0;92;;0
239;4;0;92;;1
240;1;0;91;;0
241;0;0;73;;2
242;0;0;64;;1
243;1;0;94;;1
244;4;0;91;;0
245;10;0;78;;0
246;1;0;93;;0
246;4;0;93;;0
247;1;0;92;;2
248;19;0;80;;1
248;2;0;80;;1
249;0;0;95;;0
249;1;0;95;;0
250;4;0;71;;0
199;5;0;91;;0
199;4;0;91;;0
199;1;0;91;;0
249;0;0;95;;0
249;1;0;95;;0
251;1;0;78;;0
252;2;0;78;;0
253;4;0;94;;0
254;1;0;35;;1
254;5;0;35;;1
254;10;0;35;;1
255;2;0;69;;1
256;1;0;69;;1
257;1;0;78;;0
258;4;0;94;;0
259;1;0;78;;2
260;1;0;69;;0
261;4;0;91;;0
262;4;0;71;;1
263;1;0;92;;0
264;1;0;91;;1
265;10;0;29;;1
266;4;0;94;;2
267;1;0;80;;0
267;4;0;80;;0
268;4;0;92;;0
269;1;0;92;;0
270;1;0;78;;2
271;2;0;29;;2
272;10;0;85;;0
272;5;0;85;;0
273;1;0;69;;0
274;4;0;92;;2
275;4;0;29;;1
276;1;0;92;;0
276;4;0;92;;0
277;0;0;94;;0
278;0;0;95;;0
279;0;0;62;;0
280;4;0;38;;1
281;4;0;29;;1
282;1;0;78;;1
283;4;0;95;;0
284;2;0;85;;1
285;4;0;38;;1
286;4;0;71;;1
287;16;0;91;;0
287;16;2;91;;0
287;4;0;91;;0
287;4;2;91;;0
288;4;0;88;;2
289;1;0;92;;0
290;6;0;14;;0
291;4;0;29;;0
292;4;0;38;;0
293;0;0;92;;1
294;1;0;91;;0
295;1;0;97;;1
296;1;0;92;;0
297;2;0;95;;0
298;4;0;92;;2
299;0;0;13;;0
300;1;0;69;;0
301;1;0;92;;1
302;1;0;74;;0
303;4;0;92;;0
304;0;0;94;;1
305;0;0;92;;0
305;19;0;92;;0
305;32;0;92;;0
305;13;0;92;;0
306;0;0;78;;0
307;1;0;91;;0
308;1;0;91;;0
309;10;0;59;;0
310;0;0;92;;0
311;1;0;29;;1
312;0;0;60;;2
313;4;0;29;;1
314;4;0;80;;0
315;4;0;71;;0
316;1;0;92;;0
317;4;0;91;;1
318;2;0;69;;0
319;4;0;84;;0
320;0;0;92;;0
321;0;0;78;;1
322;10;0;14;;1
323;4;0;30;;0
324;0;0;62;;1
325;0;0;80;;0
325;19;0;80;;0
326;4;0;91;;0
327;4;0;38;;0
328;1;0;29;;1
329;2;0;69;;1
330;4;0;95;;0
331;0;0;38;;1
332;4;0;80;;0
333;1;0;92;;0
334;0;0;14;;0
335;0;0;92;;1
336;4;0;78;;2
337;1;0;35;;1
338;0;0;78;;0
339;10;0;69;;0
340;0;0;92;;0
341;0;0;91;;1
342;4;0;69;;2
343;1;0;74;;0
344;10;0;65;;1
344;2;0;65;;1
345;4;0;92;;1
346;1;0;69;;0
347;4;0;71;;0
348;4;0;62;;0
349;4;0;95;;0
350;1;0;78;;2
351;0;0;69;;1
352;4;0;78;;0
353;10;0;92;;2
354;1;0;69;;1
355;1;0;78;;2
356;2;0;69;;1
357;5;0;38;;0
358;1;0;92;;0
359;4;0;80;;0
360;2;0;78;;2
361;0;0;95;;2
362;4;0;91;;0
363;9;0;78;;2
364;1;0;62;;2
365;5;0;78;;0
365;4;0;78;;0
366;1;0;78;;0
367;1;0;92;;2
368;2;0;77;;0
369;0;0;92;;0
370;1;0;62;;1
371;1;0;29;;1
372;4;0;91;;1
373;4;0;65;;2
374;4;0;92;;0
375;1;0;78;;0
376;10;0;14;;2
377;10;0;94;;0
378;4;0;15;;2
344;10;0;65;;0
344;2;0;65;;0
379;0;0;12;;0
380;1;0;29;;1
381;0;0;92;;0
382;1;0;92;;0
382;1;1;92;;0
382;41;0;92;;0
382;41;1;92;;0
382;36;0;92;;0
382;36;1;92;;0
382;23;0;92;;0
382;23;1;92;;0
382;15;0;92;;0
382;15;1;92;;0
383;4;0;95;;2
384;4;0;94;;0
385;12;0;78;;1
386;0;0;92;;0
386;4;0;92;;0
387;1;0;91;;0
388;1;0;92;;2
389;4;0;92;;2
390;1;0;63;;2
391;1;0;69;;1
392;10;0;78;;2
393;4;0;29;;0
394;4;0;65;;2
395;5;0;63;;0
337;1;0;35;;1
396;6;0;92;;0
396;32;0;92;;0
396;13;0;92;;0
396;8;0;92;;0
396;0;0;92;;0
396;19;0;92;;0
396;22;0;92;;0
396;1;0;92;;0
397;1;0;64;;1
337;1;0;35;;1
398;1;0;95;;0
398;2;0;95;;0
399;4;0;29;;0
400;4;0;78;;0
401;1;0;69;;1
402;2;0;47;;2
402;1;0;47;;2
403;6;0;11;;0
404;0;0;92;;1
404;19;0;92;;1
404;4;0;92;;1
404;10;0;92;;1
404;28;0;92;;1
405;4;0;92;;0
406;4;0;94;;2
407;1;0;95;;1
408;2;0;29;;0
404;0;0;92;;0
404;19;0;92;;0
404;4;0;92;;0
404;10;0;92;;0
404;28;0;92;;0
409;10;0;62;;0
410;1;0;63;;1
411;0;0;92;;0
412;9;0;35;;1
413;10;0;69;;1
414;4;0;92;;2
415;1;0;91;;0
416;1;0;65;;1
417;0;0;92;;0
418;4;0;29;;0
419;4;0;78;;0
420;4;0;78;;0
421;1;0;78;;0
422;0;0;92;;0
423;1;0;78;;2
424;10;0;29;;0
425;0;0;95;;0
426;4;0;92;;0
427;0;0;69;;0
396;6;0;92;;1
396;32;0;92;;1
396;13;0;92;;1
396;8;0;92;;1
396;0;0;92;;1
396;19;0;92;;1
396;22;0;92;;1
396;1;0;92;;1
428;1;0;78;;0
429;2;0;78;;0
396;6;0;92;;1
396;32;0;92;;1
396;13;0;92;;1
396;8;0;92;;1
396;0;0;92;;1
396;19;0;92;;1
396;22;0;92;;1
396;1;0;92;;1
430;1;0;94;;0
430;4;0;94;;0
431;1;0;62;;2
432;0;0;92;;0
433;4;0;73;;2
434;4;0;91;;1
404;0;0;92;;0
404;19;0;92;;0
404;4;0;92;;0
404;10;0;92;;0
404;28;0;92;;0
435;4;0;69;;0
436;1;0;69;;2
437;4;0;69;;0
438;4;0;95;;2
439;4;0;91;;0
440;0;0;94;;0
441;6;0;14;;0
442;0;0;92;;0
442;19;0;92;;0
442;32;0;92;;0
443;1;0;78;;0
444;1;0;78;;2
445;4;0;73;;1
446;4;0;71;;0
447;4;0;73;;1
386;0;0;92;;1
386;4;0;92;;1
448;4;0;91;;0
449;2;0;78;;2
450;1;0;74;;0
451;4;0;11;;0
452;4;0;95;;0
453;0;0;95;;0
453;0;4;95;;0
453;19;0;95;;0
453;19;4;95;;0
453;18;0;95;;0
453;18;4;95;;0
453;2;0;95;;0
453;2;4;95;;0
454;14;0;85;;1
454;2;0;85;;1
455;12;0;91;;1
453;0;0;95;;1
453;0;4;95;;1
453;19;0;95;;1
453;19;4;95;;1
453;18;0;95;;1
453;18;4;95;;1
453;2;0;95;;1
453;2;4;95;;1
456;4;0;91;;0
402;2;0;47;;0
402;1;0;47;;0
453;0;0;95;;1
453;0;4;95;;1
453;19;0;95;;1
453;19;4;95;;1
453;18;0;95;;1
453;18;4;95;;1
453;2;0;95;;1
453;2;4;95;;1
457;1;0;62;;2
458;6;0;13;;0
458;19;0;13;;0
458;10;0;13;;0
458;5;0;13;;0
453;0;0;95;;0
453;0;4;95;;0
453;19;0;95;;0
453;19;4;95;;0
453;18;0;95;;0
453;18;4;95;;0
453;2;0;95;;0
453;2;4;95;;0
459;28;0;92;;0
459;10;0;92;;0
460;4;0;92;;2
453;0;0;95;;1
453;0;4;95;;1
453;19;0;95;;1
453;19;4;95;;1
453;18;0;95;;1
453;18;4;95;;1
453;2;0;95;;1
453;2;4;95;;1
461;2;0;29;;1
462;1;0;78;;0
463;1;0;92;;2
464;4;0;38;;0
465;1;0;29;;2
466;1;0;78;;0
467;1;0;92;;2
468;1;0;29;;0
468;2;0;29;;0
469;1;0;29;;1
470;1;0;92;;0
470;4;0;92;;0
471;1;0;62;;2
472;0;0;94;;2
473;1;0;62;;0
474;4;0;65;;2
475;4;0;92;;2
476;4;0;29;;0
477;1;0;92;;0
478;2;0;78;;0
479;2;0;92;;2
480;1;0;92;;2
481;1;0;74;;0
482;2;0;92;;1
483;2;0;63;;0
484;2;0;73;;1
485;4;0;95;;0
486;4;0;92;;2
487;10;0;62;;0
488;4;0;94;;0
489;2;0;92;;1
490;4;0;29;;0
491;4;0;95;;2
492;0;0;91;;1
493;1;0;62;;0
494;4;0;92;;2
495;4;0;94;;0
496;0;0;95;;0
497;14;0;63;;1
497;4;0;63;;1
498;1;0;95;;0
499;4;0;69;;1
500;4;0;29;;0
501;1;0;69;;1
502;4;0;29;;0
503;4;0;94;;0
504;4;0;71;;0
505;1;0;32;;0
505;4;0;32;;0
506;1;0;78;;2
507;1;0;92;;2
508;31;0;29;;2
508;4;0;29;;2
509;2;0;91;;0
510;1;0;63;;0
511;1;0;92;;0
512;4;0;94;;0
513;1;0;95;;0
513;0;0;95;;0
514;2;0;78;;0
515;1;0;63;;1
515;2;0;63;;1
516;2;0;95;;0
517;1;0;92;;2
518;2;0;92;;1
519;0;0;69;;1
520;4;0;91;;2
521;10;0;95;;0
522;2;0;69;;1
523;1;0;78;;0
524;1;0;22;;2
524;7;0;22;;2
525;4;0;29;;1
526;1;0;92;;0
527;4;0;65;;2
528;1;0;92;;0
529;1;0;78;;2
530;5;0;95;;0
531;4;0;92;;0
532;4;0;94;;0
533;1;0;91;;0
534;4;0;38;;1
535;5;0;92;;0
535;0;0;92;;0
536;4;0;22;;0
537;4;0;73;;1
538;0;0;92;;0
539;1;0;91;;0
